Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
NORDESTE;21;MA;210675;MIRANDA DO NORTE;40;4.87%;34;4.14%;558;67.97%;105;12.79%;50;6.09%;34;4.14%;821
NORDESTE;21;MA;210680;MIRINZAL;32;6.43%;22;4.42%;371;74.5%;42;8.43%;13;2.61%;18;3.61%;498
NORDESTE;21;MA;210690;MONCAO;192;8.63%;82;3.69%;950;42.72%;334;15.02%;294;13.22%;372;16.73%;2.224
NORDESTE;21;MA;210700;MONTES ALTOS;12;3.12%;28;7.27%;236;61.3%;69;17.92%;26;6.75%;14;3.64%;385
NORDESTE;21;MA;210710;MORROS;54;5.19%;48;4.61%;703;67.53%;137;13.16%;69;6.63%;30;2.88%;1.041
NORDESTE;21;MA;210720;NINA RODRIGUES;47;5.52%;50;5.88%;642;75.44%;66;7.76%;30;3.53%;16;1.88%;851
NORDESTE;21;MA;210725;NOVA COLINAS;15;4.45%;16;4.75%;247;73.29%;41;12.17%;11;3.26%;7;2.08%;337
NORDESTE;21;MA;210730;NOVA IORQUE;7;3.3%;10;4.72%;149;70.28%;27;12.74%;16;7.55%;3;1.42%;212
NORDESTE;21;MA;210735;NOVA OLINDA DO MARANHAO;35;3.1%;58;5.13%;812;71.86%;135;11.95%;57;5.04%;33;2.92%;1.130
NORDESTE;21;MA;210740;OLHO D'AGUA DAS CUNHAS;33;4.13%;37;4.63%;538;67.25%;110;13.75%;48;6%;34;4.25%;800
NORDESTE;21;MA;210745;OLINDA NOVA DO MARANHAO;24;4%;29;4.83%;448;74.67%;55;9.17%;24;4%;20;3.33%;600
NORDESTE;21;MA;210750;PACO DO LUMIAR;146;4.56%;145;4.53%;2.084;65.04%;467;14.58%;219;6.84%;143;4.46%;3.204
NORDESTE;21;MA;210760;PALMEIRANDIA;44;4.21%;66;6.32%;716;68.58%;135;12.93%;51;4.89%;32;3.07%;1.044
NORDESTE;21;MA;210770;PARAIBANO;16;1.99%;27;3.35%;557;69.19%;135;16.77%;50;6.21%;20;2.48%;805
NORDESTE;21;MA;210780;PARNARAMA;67;4.44%;109;7.23%;1.106;73.34%;160;10.61%;45;2.98%;21;1.39%;1.508
NORDESTE;21;MA;210790;PASSAGEM FRANCA;23;2.75%;57;6.82%;569;68.06%;111;13.28%;55;6.58%;21;2.51%;836
NORDESTE;21;MA;210800;PASTOS BONS;73;6.11%;43;3.6%;690;57.74%;177;14.81%;100;8.37%;112;9.37%;1.195
NORDESTE;21;MA;210805;PAULINO NEVES;40;4%;58;5.79%;705;70.43%;130;12.99%;49;4.9%;19;1.9%;1.001
NORDESTE;21;MA;210810;PAULO RAMOS;115;8.69%;4;0.3%;258;19.5%;199;15.04%;129;9.75%;618;46.71%;1.323
NORDESTE;21;MA;210820;PEDREIRAS;41;2.95%;66;4.75%;976;70.27%;177;12.74%;77;5.54%;52;3.74%;1.389
NORDESTE;21;MA;210825;PEDRO DO ROSARIO;52;2.62%;61;3.08%;989;49.92%;367;18.53%;234;11.81%;278;14.03%;1.981
NORDESTE;21;MA;210830;PENALVA;106;7.38%;89;6.19%;1.008;70.15%;132;9.19%;44;3.06%;58;4.04%;1.437
NORDESTE;21;MA;210840;PERI MIRIM;40;5.78%;37;5.35%;457;66.04%;91;13.15%;47;6.79%;20;2.89%;692
NORDESTE;21;MA;210845;PERITORO;73;6.02%;69;5.69%;838;69.08%;128;10.55%;61;5.03%;44;3.63%;1.213
NORDESTE;21;MA;210850;PINDARE-MIRIM;64;4.43%;70;4.84%;1.044;72.25%;142;9.83%;64;4.43%;61;4.22%;1.445
NORDESTE;21;MA;210860;PINHEIRO;80;3.49%;85;3.71%;1.641;71.53%;308;13.43%;108;4.71%;72;3.14%;2.294
NORDESTE;21;MA;210870;PIO XII;59;3.95%;54;3.61%;1.014;67.87%;224;14.99%;98;6.56%;45;3.01%;1.494
NORDESTE;21;MA;210880;PIRAPEMAS;40;4.02%;51;5.12%;704;70.68%;126;12.65%;47;4.72%;28;2.81%;996
NORDESTE;21;MA;210890;POCAO DE PEDRAS;23;2.24%;38;3.69%;706;68.61%;153;14.87%;69;6.71%;40;3.89%;1.029
NORDESTE;21;MA;210900;PORTO FRANCO;17;2.94%;26;4.49%;425;73.4%;62;10.71%;30;5.18%;19;3.28%;579
NORDESTE;21;MA;210905;PORTO RICO DO MARANHAO;6;2.32%;10;3.86%;198;76.45%;25;9.65%;9;3.47%;11;4.25%;259
NORDESTE;21;MA;210910;PRESIDENTE DUTRA;50;3.6%;66;4.76%;962;69.36%;181;13.05%;73;5.26%;55;3.97%;1.387
NORDESTE;21;MA;210920;PRESIDENTE JUSCELINO;54;5.72%;67;7.1%;704;74.58%;72;7.63%;29;3.07%;18;1.91%;944
NORDESTE;21;MA;210923;PRESIDENTE MEDICI;9;2.59%;10;2.88%;264;76.08%;40;11.53%;18;5.19%;6;1.73%;347
NORDESTE;21;MA;210927;PRESIDENTE SARNEY;47;4.11%;44;3.85%;803;70.19%;156;13.64%;51;4.46%;43;3.76%;1.144
NORDESTE;21;MA;210930;PRESIDENTE VARGAS;26;4.04%;29;4.51%;465;72.32%;81;12.6%;23;3.58%;19;2.95%;643
NORDESTE;21;MA;210940;PRIMEIRA CRUZ;39;5.84%;36;5.39%;477;71.41%;65;9.73%;30;4.49%;21;3.14%;668
NORDESTE;21;MA;210945;RAPOSA;26;2.92%;46;5.17%;653;73.37%;97;10.9%;49;5.51%;19;2.13%;890
NORDESTE;21;MA;210950;RIACHAO;44;4.55%;49;5.07%;669;69.18%;125;12.93%;50;5.17%;30;3.1%;967
NORDESTE;21;MA;210955;RIBAMAR FIQUENE;12;2.61%;31;6.74%;275;59.78%;56;12.17%;31;6.74%;55;11.96%;460
NORDESTE;21;MA;210960;ROSARIO;62;4.66%;56;4.21%;930;69.87%;166;12.47%;62;4.66%;55;4.13%;1.331
NORDESTE;21;MA;210970;SAMBAIBA;7;2.77%;20;7.91%;192;75.89%;22;8.7%;9;3.56%;3;1.19%;253
NORDESTE;21;MA;210975;SANTA FILOMENA DO MARANHAO;11;2.57%;16;3.74%;307;71.73%;56;13.08%;26;6.07%;12;2.8%;428
NORDESTE;21;MA;210980;SANTA HELENA;68;4.03%;72;4.26%;1.203;71.23%;216;12.79%;85;5.03%;45;2.66%;1.689
NORDESTE;21;MA;210990;SANTA INES;118;3.35%;163;4.63%;2.492;70.74%;433;12.29%;202;5.73%;115;3.26%;3.523
NORDESTE;21;MA;211000;SANTA LUZIA;116;3.94%;109;3.7%;2.048;69.54%;419;14.23%;150;5.09%;103;3.5%;2.945
NORDESTE;21;MA;211003;SANTA LUZIA DO PARUA;42;4.7%;33;3.69%;595;66.55%;122;13.65%;66;7.38%;36;4.03%;894
NORDESTE;21;MA;211010;SANTA QUITERIA DO MARANHAO;49;2.48%;71;3.59%;1.454;73.55%;258;13.05%;104;5.26%;41;2.07%;1.977
NORDESTE;21;MA;211020;SANTA RITA;81;4.68%;100;5.78%;1.154;66.71%;234;13.53%;102;5.9%;59;3.41%;1.730
NORDESTE;21;MA;211023;SANTANA DO MARANHAO;19;3.59%;26;4.91%;391;73.91%;59;11.15%;25;4.73%;9;1.7%;529
NORDESTE;21;MA;211027;SANTO AMARO DO MARANHAO;30;3.87%;60;7.74%;553;71.35%;83;10.71%;29;3.74%;20;2.58%;775
NORDESTE;21;MA;211030;SANTO ANTONIO DOS LOPES;31;5.39%;43;7.48%;369;64.17%;61;10.61%;52;9.04%;19;3.3%;575
NORDESTE;21;MA;211040;SAO BENEDITO DO RIO PRETO;49;2.96%;68;4.11%;1.088;65.82%;235;14.22%;142;8.59%;71;4.3%;1.653
NORDESTE;21;MA;211050;SAO BENTO;89;5.38%;82;4.96%;937;56.65%;225;13.6%;161;9.73%;160;9.67%;1.654
NORDESTE;21;MA;211060;SAO BERNARDO;47;3.74%;46;3.66%;908;72.24%;144;11.46%;77;6.13%;35;2.78%;1.257
NORDESTE;21;MA;211065;SAO DOMINGOS DO AZEITAO;8;2.6%;2;0.65%;224;72.73%;47;15.26%;21;6.82%;6;1.95%;308
NORDESTE;21;MA;211070;SAO DOMINGOS DO MARANHAO;25;1.11%;28;1.24%;1.828;81.17%;239;10.61%;77;3.42%;55;2.44%;2.252
NORDESTE;21;MA;211080;SAO FELIX DE BALSAS;5;2.06%;7;2.88%;193;79.42%;23;9.47%;8;3.29%;7;2.88%;243
NORDESTE;21;MA;211085;SAO FRANCISCO DO BREJAO;13;3.98%;15;4.59%;235;71.87%;32;9.79%;17;5.2%;15;4.59%;327
NORDESTE;21;MA;211090;SAO FRANCISCO DO MARANHAO;32;6.65%;27;5.61%;313;65.07%;63;13.1%;18;3.74%;28;5.82%;481
NORDESTE;21;MA;211100;SAO JOAO BATISTA;42;4.5%;91;9.75%;658;70.53%;98;10.5%;26;2.79%;18;1.93%;933
NORDESTE;21;MA;211102;SAO JOAO DO CARU;37;3.98%;38;4.09%;619;66.63%;141;15.18%;64;6.89%;30;3.23%;929
NORDESTE;21;MA;211105;SAO JOAO DO PARAISO;17;3.52%;17;3.52%;326;67.49%;71;14.7%;35;7.25%;17;3.52%;483
NORDESTE;21;MA;211107;SAO JOAO DO SOTER;38;4.68%;50;6.16%;586;72.17%;88;10.84%;31;3.82%;19;2.34%;812
NORDESTE;21;MA;211110;SAO JOAO DOS PATOS;47;3.92%;36;3%;878;73.17%;153;12.75%;53;4.42%;33;2.75%;1.200
NORDESTE;21;MA;211120;SAO JOSE DE RIBAMAR;211;5.31%;216;5.44%;2.502;62.98%;535;13.47%;308;7.75%;201;5.06%;3.973
NORDESTE;21;MA;211125;SAO JOSE DOS BASILIOS;9;2.51%;24;6.69%;266;74.09%;36;10.03%;11;3.06%;13;3.62%;359
NORDESTE;21;MA;211130;SAO LUIS;577;3.68%;660;4.21%;10.625;67.71%;2.214;14.11%;1.042;6.64%;575;3.66%;15.693
NORDESTE;21;MA;211140;SAO LUIS GONZAGA DO MARANHAO;85;6.05%;86;6.13%;861;61.32%;202;14.39%;110;7.83%;60;4.27%;1.404
NORDESTE;21;MA;211150;SAO MATEUS DO MARANHAO;73;4.05%;80;4.44%;1.339;74.31%;192;10.65%;72;4%;46;2.55%;1.802
NORDESTE;21;MA;211153;SAO PEDRO DA AGUA BRANCA;13;2.26%;18;3.14%;408;71.08%;85;14.81%;32;5.57%;18;3.14%;574
NORDESTE;21;MA;211157;SAO PEDRO DOS CRENTES;7;3.93%;15;8.43%;117;65.73%;22;12.36%;11;6.18%;6;3.37%;178
NORDESTE;21;MA;211160;SAO RAIMUNDO DAS MANGABEIRAS;30;3.08%;30;3.08%;719;73.9%;118;12.13%;48;4.93%;28;2.88%;973
NORDESTE;21;MA;211163;SAO RAIMUNDO DO DOCA BEZERRA;6;2.1%;5;1.75%;200;69.93%;49;17.13%;15;5.24%;11;3.85%;286
NORDESTE;21;MA;211167;SAO ROBERTO;23;4.09%;28;4.97%;409;72.65%;77;13.68%;21;3.73%;5;0.89%;563
NORDESTE;21;MA;211170;SAO VICENTE FERRER;38;3.69%;50;4.85%;683;66.25%;136;13.19%;72;6.98%;52;5.04%;1.031
NORDESTE;21;MA;211172;SATUBINHA;20;4.39%;12;2.63%;296;64.91%;60;13.16%;33;7.24%;35;7.68%;456
NORDESTE;21;MA;211174;SENADOR ALEXANDRE COSTA;25;4.07%;40;6.51%;427;69.54%;78;12.7%;24;3.91%;20;3.26%;614
NORDESTE;21;MA;211176;SENADOR LA ROCQUE;44;4.04%;48;4.4%;773;70.92%;148;13.58%;46;4.22%;31;2.84%;1.090
NORDESTE;21;MA;211178;SERRANO DO MARANHAO;30;5.71%;35;6.67%;374;71.24%;34;6.48%;30;5.71%;22;4.19%;525
NORDESTE;21;MA;211180;SITIO NOVO;35;4.01%;45;5.16%;627;71.9%;117;13.42%;33;3.78%;15;1.72%;872
NORDESTE;21;MA;211190;SUCUPIRA DO NORTE;20;3.51%;26;4.57%;424;74.52%;67;11.78%;19;3.34%;13;2.28%;569
NORDESTE;21;MA;211195;SUCUPIRA DO RIACHAO;7;2.22%;14;4.43%;216;68.35%;48;15.19%;23;7.28%;8;2.53%;316
NORDESTE;21;MA;211200;TASSO FRAGOSO;19;5.07%;18;4.8%;259;69.07%;58;15.47%;14;3.73%;7;1.87%;375
NORDESTE;21;MA;211210;TIMBIRAS;60;3.95%;92;6.05%;1.095;72.04%;175;11.51%;63;4.14%;35;2.3%;1.520
NORDESTE;21;MA;211220;TIMON;307;4.29%;179;2.5%;5.344;74.66%;651;9.09%;302;4.22%;375;5.24%;7.158
NORDESTE;21;MA;211223;TRIZIDELA DO VALE;32;4.55%;46;6.53%;488;69.32%;84;11.93%;37;5.26%;17;2.41%;704
NORDESTE;21;MA;211227;TUFILANDIA;12;2.55%;18;3.83%;366;77.87%;60;12.77%;9;1.91%;5;1.06%;470
NORDESTE;21;MA;211230;TUNTUM;68;3.13%;102;4.7%;1.349;62.17%;380;17.51%;172;7.93%;99;4.56%;2.170
NORDESTE;21;MA;211240;TURIACU;119;4.55%;140;5.35%;1.817;69.43%;373;14.25%;118;4.51%;50;1.91%;2.617
NORDESTE;21;MA;211245;TURILANDIA;58;6.04%;65;6.77%;727;75.73%;78;8.13%;16;1.67%;16;1.67%;960
NORDESTE;21;MA;211250;TUTOIA;99;3.42%;98;3.39%;2.035;70.29%;432;14.92%;154;5.32%;77;2.66%;2.895
NORDESTE;21;MA;211260;URBANO SANTOS;90;5.54%;91;5.6%;1.106;68.1%;195;12.01%;79;4.86%;63;3.88%;1.624
NORDESTE;21;MA;211270;VARGEM GRANDE;128;3.74%;173;5.05%;2.588;75.52%;276;8.05%;196;5.72%;66;1.93%;3.427
NORDESTE;21;MA;211280;VIANA;92;4.9%;83;4.42%;1.363;72.54%;201;10.7%;79;4.2%;61;3.25%;1.879
NORDESTE;21;MA;211285;VILA NOVA DOS MARTIRIOS;16;3.73%;38;8.86%;321;74.83%;32;7.46%;11;2.56%;11;2.56%;429
NORDESTE;21;MA;211290;VITORIA DO MEARIM;76;4.35%;110;6.3%;1.189;68.1%;231;13.23%;81;4.64%;59;3.38%;1.746
NORDESTE;21;MA;211300;VITORINO FREIRE;57;4.78%;72;6.04%;729;61.11%;172;14.42%;104;8.72%;59;4.95%;1.193
NORDESTE;21;MA;211400;ZE DOCA;83;3.8%;79;3.61%;1.536;70.27%;335;15.32%;96;4.39%;57;2.61%;2.186
TOTAL ESTADO MARANHÃO;;;;;11.360;4.02%;12.580;4.45%;196.595;69.5%;34.243;12.11%;15.000;5.3%;13.077;4.62%;282.855
NORDESTE;25;PB;250010;AGUA BRANCA;21;2.7%;26;3.34%;566;72.75%;102;13.11%;42;5.4%;21;2.7%;778
NORDESTE;25;PB;250020;AGUIAR;8;3.56%;8;3.56%;135;60%;33;14.67%;26;11.56%;15;6.67%;225
NORDESTE;25;PB;250030;ALAGOA GRANDE;44;3.52%;50;4%;796;63.68%;181;14.48%;116;9.28%;63;5.04%;1.250
NORDESTE;25;PB;250040;ALAGOA NOVA;33;2.07%;99;6.21%;1.170;73.4%;185;11.61%;76;4.77%;31;1.94%;1.594
NORDESTE;25;PB;250050;ALAGOINHA;35;4.91%;31;4.35%;396;55.54%;113;15.85%;85;11.92%;53;7.43%;713
NORDESTE;25;PB;250053;ALCANTIL;13;4.64%;10;3.57%;173;61.79%;46;16.43%;22;7.86%;16;5.71%;280
NORDESTE;25;PB;250057;ALGODAO DE JANDAIRA;8;3.28%;11;4.51%;170;69.67%;34;13.93%;11;4.51%;10;4.1%;244
NORDESTE;25;PB;250060;ALHANDRA;30;4.8%;24;3.84%;365;58.4%;97;15.52%;68;10.88%;41;6.56%;625
NORDESTE;25;PB;250073;AMPARO;4;4.08%;4;4.08%;58;59.18%;18;18.37%;10;10.2%;4;4.08%;98
NORDESTE;25;PB;250077;APARECIDA;3;1.03%;11;3.78%;189;64.95%;56;19.24%;17;5.84%;15;5.15%;291
NORDESTE;25;PB;250080;ARACAGI;15;2.31%;19;2.93%;370;57.01%;122;18.8%;71;10.94%;52;8.01%;649
NORDESTE;25;PB;250090;ARARA;9;2.56%;11;3.13%;208;59.09%;60;17.05%;38;10.8%;26;7.39%;352
NORDESTE;25;PB;250100;ARARUNA;17;3.09%;17;3.09%;337;61.27%;99;18%;50;9.09%;30;5.45%;550
NORDESTE;25;PB;250110;AREIA;32;3.88%;23;2.79%;498;60.44%;139;16.87%;67;8.13%;65;7.89%;824
NORDESTE;25;PB;250115;AREIA DE BARAUNAS;1;1.14%;5;5.68%;56;63.64%;18;20.45%;5;5.68%;3;3.41%;88
NORDESTE;25;PB;250120;AREIAL;14;4.07%;7;2.03%;242;70.35%;45;13.08%;22;6.4%;14;4.07%;344
NORDESTE;25;PB;250130;AROEIRAS;23;2.78%;33;3.99%;508;61.43%;143;17.29%;73;8.83%;47;5.68%;827
NORDESTE;25;PB;250135;ASSUNCAO;5;2.87%;3;1.72%;121;69.54%;32;18.39%;6;3.45%;7;4.02%;174
NORDESTE;25;PB;250140;BAIA DA TRAICAO;4;4.88%;1;1.22%;40;48.78%;16;19.51%;11;13.41%;10;12.2%;82
NORDESTE;25;PB;250150;BANANEIRAS;36;3.44%;29;2.77%;671;64.03%;161;15.36%;106;10.11%;45;4.29%;1.048
NORDESTE;25;PB;250153;BARAUNA;2;0.85%;2;0.85%;171;72.46%;36;15.25%;18;7.63%;7;2.97%;236
NORDESTE;25;PB;250160;BARRA DE SANTA ROSA;18;3.38%;15;2.81%;363;68.11%;86;16.14%;30;5.63%;21;3.94%;533
NORDESTE;25;PB;250157;BARRA DE SANTANA;7;2.38%;12;4.08%;190;64.63%;42;14.29%;29;9.86%;14;4.76%;294
NORDESTE;25;PB;250170;BARRA DE SAO MIGUEL;7;2.99%;4;1.71%;131;55.98%;52;22.22%;27;11.54%;13;5.56%;234
NORDESTE;25;PB;250180;BAYEUX;94;3.08%;119;3.9%;1.662;54.46%;556;18.22%;367;12.02%;254;8.32%;3.052
NORDESTE;25;PB;250190;BELEM;6;1.06%;11;1.95%;357;63.19%;113;20%;50;8.85%;28;4.96%;565
NORDESTE;25;PB;250200;BELEM DO BREJO DO CRUZ;2;0.79%;8;3.15%;136;53.54%;48;18.9%;32;12.6%;28;11.02%;254
NORDESTE;25;PB;250205;BERNARDINO BATISTA;3;1.4%;9;4.19%;156;72.56%;31;14.42%;13;6.05%;3;1.4%;215
NORDESTE;25;PB;250210;BOA VENTURA;9;3.96%;15;6.61%;147;64.76%;23;10.13%;19;8.37%;14;6.17%;227
NORDESTE;25;PB;250215;BOA VISTA;6;2.41%;7;2.81%;163;65.46%;39;15.66%;26;10.44%;8;3.21%;249
NORDESTE;25;PB;250220;BOM JESUS;7;7.61%;2;2.17%;56;60.87%;14;15.22%;10;10.87%;3;3.26%;92
NORDESTE;25;PB;250230;BOM SUCESSO;9;3.59%;10;3.98%;145;57.77%;43;17.13%;27;10.76%;17;6.77%;251
NORDESTE;25;PB;250240;BONITO DE SANTA FE;13;3.3%;13;3.3%;263;66.75%;50;12.69%;30;7.61%;25;6.35%;394
NORDESTE;25;PB;250250;BOQUEIRAO;9;1.79%;12;2.39%;287;57.17%;100;19.92%;55;10.96%;39;7.77%;502
NORDESTE;25;PB;250270;BORBOREMA;7;3.5%;8;4%;141;70.5%;22;11%;12;6%;10;5%;200
NORDESTE;25;PB;250280;BREJO DO CRUZ;9;1.53%;15;2.54%;330;55.93%;125;21.19%;75;12.71%;36;6.1%;590
NORDESTE;25;PB;250290;BREJO DOS SANTOS;1;1.11%;9;10%;53;58.89%;19;21.11%;5;5.56%;3;3.33%;90
NORDESTE;25;PB;250300;CAAPORA;24;3.24%;12;1.62%;474;63.97%;109;14.71%;65;8.77%;57;7.69%;741
NORDESTE;25;PB;250310;CABACEIRAS;4;1.03%;21;5.43%;277;71.58%;52;13.44%;28;7.24%;5;1.29%;387
NORDESTE;25;PB;250320;CABEDELO;30;1.94%;41;2.65%;1.016;65.63%;231;14.92%;140;9.04%;90;5.81%;1.548
NORDESTE;25;PB;250330;CACHOEIRA DOS INDIOS;14;3.49%;15;3.74%;266;66.33%;69;17.21%;24;5.99%;13;3.24%;401
NORDESTE;25;PB;250340;CACIMBA DE AREIA;9;3.4%;12;4.53%;160;60.38%;45;16.98%;27;10.19%;12;4.53%;265
NORDESTE;25;PB;250350;CACIMBA DE DENTRO;18;2.73%;13;1.97%;387;58.64%;161;24.39%;54;8.18%;27;4.09%;660
NORDESTE;25;PB;250355;CACIMBAS;13;3.47%;22;5.87%;278;74.13%;32;8.53%;14;3.73%;16;4.27%;375
NORDESTE;25;PB;250360;CAICARA;6;1.97%;10;3.28%;153;50.16%;66;21.64%;32;10.49%;38;12.46%;305
NORDESTE;25;PB;250370;CAJAZEIRAS;34;2.67%;44;3.45%;867;68.05%;165;12.95%;106;8.32%;58;4.55%;1.274
NORDESTE;25;PB;250375;CAJAZEIRINHAS;4;2.78%;6;4.17%;92;63.89%;20;13.89%;12;8.33%;10;6.94%;144
NORDESTE;25;PB;250380;CALDAS BRANDAO;1;0.42%;3;1.27%;121;51.27%;67;28.39%;33;13.98%;11;4.66%;236
NORDESTE;25;PB;250390;CAMALAU;6;1.81%;17;5.14%;235;71%;45;13.6%;20;6.04%;8;2.42%;331
NORDESTE;25;PB;250400;CAMPINA GRANDE;147;1.99%;147;1.99%;4.996;67.71%;1.224;16.59%;540;7.32%;324;4.39%;7.378
NORDESTE;25;PB;250403;CAPIM;13;4.23%;6;1.95%;186;60.59%;60;19.54%;25;8.14%;17;5.54%;307
NORDESTE;25;PB;250407;CARAUBAS;9;5.33%;8;4.73%;113;66.86%;25;14.79%;12;7.1%;2;1.18%;169
NORDESTE;25;PB;250410;CARRAPATEIRA;2;1.87%;1;0.93%;75;70.09%;19;17.76%;6;5.61%;4;3.74%;107
NORDESTE;25;PB;250415;CASSERENGUE;9;2.66%;14;4.14%;229;67.75%;46;13.61%;25;7.4%;15;4.44%;338
NORDESTE;25;PB;250420;CATINGUEIRA;4;1.64%;3;1.23%;194;79.51%;28;11.48%;10;4.1%;5;2.05%;244
NORDESTE;25;PB;250430;CATOLE DO ROCHA;19;3.07%;24;3.88%;360;58.16%;102;16.48%;70;11.31%;44;7.11%;619
NORDESTE;25;PB;250435;CATURITE;6;2.88%;2;0.96%;115;55.29%;48;23.08%;19;9.13%;18;8.65%;208
NORDESTE;25;PB;250440;CONCEICAO;11;1.04%;37;3.5%;653;61.72%;243;22.97%;82;7.75%;32;3.02%;1.058
NORDESTE;25;PB;250450;CONDADO;9;2.21%;16;3.92%;278;68.14%;56;13.73%;26;6.37%;23;5.64%;408
NORDESTE;25;PB;250460;CONDE;24;1.58%;92;6.07%;1.002;66.09%;232;15.3%;105;6.93%;61;4.02%;1.516
NORDESTE;25;PB;250470;CONGO;10;4.61%;20;9.22%;127;58.53%;40;18.43%;12;5.53%;8;3.69%;217
NORDESTE;25;PB;250480;COREMAS;19;1.72%;36;3.25%;696;62.93%;207;18.72%;99;8.95%;49;4.43%;1.106
NORDESTE;25;PB;250485;COXIXOLA;1;1.27%;2;2.53%;49;62.03%;12;15.19%;12;15.19%;3;3.8%;79
NORDESTE;25;PB;250490;CRUZ DO ESPIRITO SANTO;29;4.1%;21;2.97%;386;54.52%;154;21.75%;73;10.31%;45;6.36%;708
NORDESTE;25;PB;250500;CUBATI;17;4.24%;14;3.49%;212;52.87%;67;16.71%;54;13.47%;37;9.23%;401
NORDESTE;25;PB;250510;CUITE;18;2.04%;13;1.47%;593;67.23%;157;17.8%;67;7.6%;34;3.85%;882
NORDESTE;25;PB;250523;CUITE DE MAMANGUAPE;12;5.69%;8;3.79%;116;54.98%;36;17.06%;21;9.95%;18;8.53%;211
NORDESTE;25;PB;250520;CUITEGI;10;3.36%;16;5.37%;155;52.01%;46;15.44%;37;12.42%;34;11.41%;298
NORDESTE;25;PB;250527;CURRAL DE CIMA;2;0.88%;7;3.07%;172;75.44%;27;11.84%;12;5.26%;8;3.51%;228
NORDESTE;25;PB;250530;CURRAL VELHO;0;-;3;3.37%;53;59.55%;19;21.35%;9;10.11%;5;5.62%;89
NORDESTE;25;PB;250535;DAMIAO;4;1.48%;11;4.07%;194;71.85%;41;15.19%;14;5.19%;6;2.22%;270
NORDESTE;25;PB;250540;DESTERRO;1;0.35%;12;4.24%;206;72.79%;46;16.25%;11;3.89%;7;2.47%;283
NORDESTE;25;PB;250560;DIAMANTE;26;7.93%;20;6.1%;202;61.59%;47;14.33%;21;6.4%;12;3.66%;328
NORDESTE;25;PB;250570;DONA INES;7;1.63%;20;4.66%;282;65.73%;78;18.18%;29;6.76%;13;3.03%;429
NORDESTE;25;PB;250580;DUAS ESTRADAS;6;4.17%;1;0.69%;74;51.39%;31;21.53%;21;14.58%;11;7.64%;144
NORDESTE;25;PB;250590;EMAS;4;3.13%;4;3.13%;80;62.5%;16;12.5%;12;9.38%;12;9.38%;128
NORDESTE;25;PB;250600;ESPERANCA;39;3.04%;34;2.65%;872;67.86%;188;14.63%;105;8.17%;47;3.66%;1.285
NORDESTE;25;PB;250610;FAGUNDES;9;1.81%;20;4.02%;331;66.6%;79;15.9%;38;7.65%;20;4.02%;497
NORDESTE;25;PB;250620;FREI MARTINHO;1;0.65%;6;3.92%;100;65.36%;25;16.34%;16;10.46%;5;3.27%;153
NORDESTE;25;PB;250625;GADO BRAVO;7;2.77%;7;2.77%;173;68.38%;39;15.42%;17;6.72%;10;3.95%;253
NORDESTE;25;PB;250630;GUARABIRA;17;3.99%;10;2.35%;209;49.06%;84;19.72%;53;12.44%;53;12.44%;426
NORDESTE;25;PB;250640;GURINHEM;16;3.03%;24;4.55%;311;58.9%;90;17.05%;53;10.04%;34;6.44%;528
NORDESTE;25;PB;250650;GURJAO;4;2.8%;5;3.5%;97;67.83%;19;13.29%;12;8.39%;6;4.2%;143
NORDESTE;25;PB;250660;IBIARA;9;4.43%;12;5.91%;139;68.47%;25;12.32%;12;5.91%;6;2.96%;203
NORDESTE;25;PB;250260;IGARACY;0;-;0;-;0;-;0;-;0;-;0;-;0
NORDESTE;25;PB;250670;IMACULADA;69;5.96%;99;8.56%;782;67.59%;122;10.54%;66;5.7%;19;1.64%;1.157
NORDESTE;25;PB;250680;INGA;20;3.14%;20;3.14%;409;64.21%;90;14.13%;65;10.2%;33;5.18%;637
NORDESTE;25;PB;250690;ITABAIANA;35;3.74%;40;4.27%;533;56.88%;165;17.61%;93;9.93%;71;7.58%;937
NORDESTE;25;PB;250700;ITAPORANGA;6;3.53%;6;3.53%;127;74.71%;19;11.18%;9;5.29%;3;1.76%;170
NORDESTE;25;PB;250710;ITAPOROROCA;24;2.44%;29;2.95%;641;65.21%;143;14.55%;88;8.95%;58;5.9%;983
NORDESTE;25;PB;250720;ITATUBA;18;2.23%;21;2.6%;515;63.82%;123;15.24%;81;10.04%;49;6.07%;807
NORDESTE;25;PB;250730;JACARAU;21;3.21%;18;2.75%;390;59.54%;127;19.39%;59;9.01%;40;6.11%;655
NORDESTE;25;PB;250740;JERICO;6;1.65%;9;2.47%;224;61.54%;73;20.05%;36;9.89%;16;4.4%;364
NORDESTE;25;PB;250750;JOAO PESSOA;306;2.45%;320;2.56%;7.684;61.45%;2.047;16.37%;1.262;10.09%;886;7.09%;12.505
NORDESTE;25;PB;251365;JOCA CLAUDINO;4;2.82%;6;4.23%;81;57.04%;21;14.79%;19;13.38%;11;7.75%;142
NORDESTE;25;PB;250760;JUAREZ TAVORA;6;1.29%;24;5.16%;319;68.6%;55;11.83%;44;9.46%;17;3.66%;465
NORDESTE;25;PB;250770;JUAZEIRINHO;30;2.63%;61;5.34%;760;66.55%;157;13.75%;92;8.06%;42;3.68%;1.142
