Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
NORDESTE;23;CE;230400;COREAU;25;2.12%;31;2.63%;821;69.64%;125;10.6%;99;8.4%;78;6.62%;1.179
NORDESTE;23;CE;230410;CRATEUS;62;2.74%;71;3.14%;1.297;57.31%;453;20.02%;245;10.83%;135;5.97%;2.263
NORDESTE;23;CE;230420;CRATO;95;1.74%;190;3.49%;3.479;63.83%;838;15.38%;517;9.49%;331;6.07%;5.450
NORDESTE;23;CE;230423;CROATA;6;0.76%;17;2.15%;502;63.62%;147;18.63%;69;8.75%;48;6.08%;789
NORDESTE;23;CE;230425;CRUZ;19;0.75%;57;2.26%;1.568;62.15%;433;17.16%;296;11.73%;150;5.95%;2.523
NORDESTE;23;CE;230426;DEPUTADO IRAPUAN PINHEIRO;2;0.55%;7;1.92%;193;52.88%;63;17.26%;44;12.05%;56;15.34%;365
NORDESTE;23;CE;230427;ERERE;3;0.9%;7;2.1%;177;52.99%;67;20.06%;50;14.97%;30;8.98%;334
NORDESTE;23;CE;230428;EUSEBIO;67;1.72%;97;2.49%;2.216;56.89%;652;16.74%;491;12.61%;372;9.55%;3.895
NORDESTE;23;CE;230430;FARIAS BRITO;23;1.84%;46;3.68%;853;68.29%;169;13.53%;96;7.69%;62;4.96%;1.249
NORDESTE;23;CE;230435;FORQUILHA;26;1.93%;38;2.82%;696;51.67%;273;20.27%;185;13.73%;129;9.58%;1.347
NORDESTE;23;CE;230440;FORTALEZA;1.124;1.45%;1.918;2.47%;43.762;56.34%;13.660;17.59%;9.580;12.33%;7.629;9.82%;77.673
NORDESTE;23;CE;230445;FORTIM;18;1.88%;17;1.78%;505;52.77%;167;17.45%;147;15.36%;103;10.76%;957
NORDESTE;23;CE;230450;FRECHEIRINHA;35;5.17%;32;4.73%;362;53.47%;96;14.18%;83;12.26%;69;10.19%;677
NORDESTE;23;CE;230460;GENERAL SAMPAIO;3;0.8%;12;3.2%;172;45.87%;82;21.87%;57;15.2%;49;13.07%;375
NORDESTE;23;CE;230465;GRACA;16;2.45%;25;3.83%;388;59.42%;103;15.77%;74;11.33%;47;7.2%;653
NORDESTE;23;CE;230470;GRANJA;98;3.03%;98;3.03%;2.078;64.27%;476;14.72%;308;9.53%;175;5.41%;3.233
NORDESTE;23;CE;230480;GRANJEIRO;9;3.8%;10;4.22%;137;57.81%;35;14.77%;27;11.39%;19;8.02%;237
NORDESTE;23;CE;230490;GROAIRAS;5;1.92%;9;3.46%;144;55.38%;37;14.23%;29;11.15%;36;13.85%;260
NORDESTE;23;CE;230495;GUAIUBA;28;2.57%;26;2.39%;556;51.01%;174;15.96%;178;16.33%;128;11.74%;1.090
NORDESTE;23;CE;230500;GUARACIABA DO NORTE;37;1.7%;56;2.57%;1.583;72.71%;247;11.35%;156;7.17%;98;4.5%;2.177
NORDESTE;23;CE;230510;GUARAMIRANGA;6;1.89%;8;2.52%;177;55.84%;71;22.4%;36;11.36%;19;5.99%;317
NORDESTE;23;CE;230520;HIDROLANDIA;15;1.81%;25;3.01%;537;64.62%;147;17.69%;59;7.1%;48;5.78%;831
NORDESTE;23;CE;230523;HORIZONTE;55;1.5%;94;2.56%;2.126;57.83%;680;18.5%;431;11.72%;290;7.89%;3.676
NORDESTE;23;CE;230526;IBARETAMA;14;2.36%;25;4.21%;320;53.87%;101;17%;75;12.63%;59;9.93%;594
NORDESTE;23;CE;230530;IBIAPINA;23;2.08%;39;3.53%;682;61.66%;180;16.27%;102;9.22%;80;7.23%;1.106
NORDESTE;23;CE;230533;IBICUITINGA;2;0.35%;5;0.87%;174;30.37%;135;23.56%;177;30.89%;80;13.96%;573
NORDESTE;23;CE;230535;ICAPUI;11;1.43%;17;2.2%;375;48.64%;156;20.23%;108;14.01%;104;13.49%;771
NORDESTE;23;CE;230540;ICO;30;1.11%;39;1.44%;1.739;64.19%;452;16.69%;266;9.82%;183;6.76%;2.709
NORDESTE;23;CE;230550;IGUATU;90;2.95%;124;4.06%;1.681;55.01%;504;16.49%;389;12.73%;268;8.77%;3.056
NORDESTE;23;CE;230560;INDEPENDENCIA;25;1.99%;21;1.67%;679;53.97%;246;19.55%;195;15.5%;92;7.31%;1.258
NORDESTE;23;CE;230565;IPAPORANGA;5;1%;11;2.19%;307;61.16%;90;17.93%;53;10.56%;36;7.17%;502
NORDESTE;23;CE;230570;IPAUMIRIM;20;3.3%;24;3.96%;360;59.41%;85;14.03%;64;10.56%;53;8.75%;606
NORDESTE;23;CE;230580;IPU;54;2.53%;66;3.1%;1.118;52.46%;436;20.46%;288;13.51%;169;7.93%;2.131
NORDESTE;23;CE;230590;IPUEIRAS;34;2.05%;50;3.01%;950;57.23%;290;17.47%;210;12.65%;126;7.59%;1.660
NORDESTE;23;CE;230600;IRACEMA;8;1%;12;1.5%;477;59.55%;135;16.85%;94;11.74%;75;9.36%;801
NORDESTE;23;CE;230610;IRAUCUBA;17;1.06%;51;3.18%;1.034;64.42%;244;15.2%;173;10.78%;86;5.36%;1.605
NORDESTE;23;CE;230620;ITAICABA;5;1.58%;7;2.22%;173;54.75%;55;17.41%;46;14.56%;30;9.49%;316
NORDESTE;23;CE;230625;ITAITINGA;60;3.09%;53;2.73%;978;50.36%;353;18.18%;234;12.05%;264;13.59%;1.942
NORDESTE;23;CE;230630;ITAPAGE;22;1.08%;50;2.44%;1.099;53.71%;387;18.91%;244;11.93%;244;11.93%;2.046
NORDESTE;23;CE;230640;ITAPIPOCA;35;0.55%;125;1.96%;4.583;71.89%;927;14.54%;444;6.96%;261;4.09%;6.375
NORDESTE;23;CE;230650;ITAPIUNA;22;2.11%;37;3.54%;581;55.65%;186;17.82%;148;14.18%;70;6.7%;1.044
NORDESTE;23;CE;230655;ITAREMA;190;9.29%;77;3.77%;815;39.85%;361;17.65%;299;14.62%;303;14.82%;2.045
NORDESTE;23;CE;230660;ITATIRA;15;1.1%;39;2.87%;796;58.57%;227;16.7%;165;12.14%;117;8.61%;1.359
NORDESTE;23;CE;230670;JAGUARETAMA;18;2.23%;15;1.86%;424;52.61%;138;17.12%;124;15.38%;87;10.79%;806
NORDESTE;23;CE;230680;JAGUARIBARA;8;1.37%;18;3.08%;312;53.42%;104;17.81%;82;14.04%;60;10.27%;584
NORDESTE;23;CE;230690;JAGUARIBE;46;2.45%;40;2.13%;1.292;68.8%;268;14.27%;140;7.45%;92;4.9%;1.878
NORDESTE;23;CE;230700;JAGUARUANA;27;1.3%;44;2.12%;1.060;51.01%;410;19.73%;285;13.72%;252;12.13%;2.078
NORDESTE;23;CE;230710;JARDIM;35;2.58%;60;4.42%;790;58.26%;230;16.96%;143;10.55%;98;7.23%;1.356
NORDESTE;23;CE;230720;JATI;8;2.71%;7;2.37%;192;65.08%;44;14.92%;25;8.47%;19;6.44%;295
NORDESTE;23;CE;230725;JIJOCA DE JERICOACOARA;21;1.72%;28;2.29%;685;55.96%;215;17.57%;159;12.99%;116;9.48%;1.224
NORDESTE;23;CE;230730;JUAZEIRO DO NORTE;189;2.87%;296;4.5%;4.067;61.85%;942;14.32%;607;9.23%;475;7.22%;6.576
NORDESTE;23;CE;230740;JUCAS;23;1.83%;41;3.26%;763;60.6%;216;17.16%;143;11.36%;73;5.8%;1.259
NORDESTE;23;CE;230750;LAVRAS DA MANGABEIRA;36;2.99%;46;3.82%;659;54.78%;172;14.3%;130;10.81%;160;13.3%;1.203
NORDESTE;23;CE;230760;LIMOEIRO DO NORTE;42;2.17%;49;2.53%;1.023;52.84%;376;19.42%;237;12.24%;209;10.8%;1.936
NORDESTE;23;CE;230763;MADALENA;28;2.99%;28;2.99%;458;48.88%;177;18.89%;126;13.45%;120;12.81%;937
NORDESTE;23;CE;230765;MARACANAU;159;1.8%;277;3.13%;4.894;55.34%;1.490;16.85%;1.094;12.37%;930;10.52%;8.844
NORDESTE;23;CE;230770;MARANGUAPE;48;0.92%;112;2.15%;2.891;55.55%;991;19.04%;671;12.89%;491;9.44%;5.204
NORDESTE;23;CE;230780;MARCO;26;0.97%;59;2.2%;1.598;59.52%;519;19.33%;308;11.47%;175;6.52%;2.685
NORDESTE;23;CE;230790;MARTINOPOLE;10;1.15%;27;3.11%;478;55.07%;167;19.24%;90;10.37%;96;11.06%;868
NORDESTE;23;CE;230800;MASSAPE;39;2.26%;43;2.49%;985;57%;285;16.49%;211;12.21%;165;9.55%;1.728
NORDESTE;23;CE;230810;MAURITI;55;2.63%;70;3.34%;1.194;56.99%;366;17.47%;221;10.55%;189;9.02%;2.095
NORDESTE;23;CE;230820;MERUOCA;13;1.7%;30;3.92%;422;55.16%;147;19.22%;91;11.9%;62;8.1%;765
NORDESTE;23;CE;230830;MILAGRES;46;3.21%;47;3.28%;836;58.26%;234;16.31%;163;11.36%;109;7.6%;1.435
NORDESTE;23;CE;230835;MILHA;16;2.01%;16;2.01%;457;57.27%;133;16.67%;106;13.28%;70;8.77%;798
NORDESTE;23;CE;230837;MIRAIMA;9;1.04%;24;2.78%;447;51.86%;187;21.69%;107;12.41%;88;10.21%;862
NORDESTE;23;CE;230840;MISSAO VELHA;39;2.36%;60;3.63%;1.010;61.03%;247;14.92%;168;10.15%;131;7.92%;1.655
NORDESTE;23;CE;230850;MOMBACA;21;1.22%;44;2.55%;1.041;60.35%;293;16.99%;194;11.25%;132;7.65%;1.725
NORDESTE;23;CE;230860;MONSENHOR TABOSA;10;1.26%;21;2.64%;476;59.87%;154;19.37%;81;10.19%;53;6.67%;795
NORDESTE;23;CE;230870;MORADA NOVA;49;2.24%;53;2.42%;1.208;55.19%;413;18.87%;264;12.06%;202;9.23%;2.189
NORDESTE;23;CE;230880;MORAUJO;11;2.74%;16;3.99%;181;45.14%;85;21.2%;54;13.47%;54;13.47%;401
NORDESTE;23;CE;230890;MORRINHOS;18;1.74%;25;2.41%;537;51.83%;189;18.24%;152;14.67%;115;11.1%;1.036
NORDESTE;23;CE;230900;MUCAMBO;5;1.08%;8;1.72%;262;56.34%;76;16.34%;57;12.26%;57;12.26%;465
NORDESTE;23;CE;230910;MULUNGU;17;2.49%;13;1.9%;389;56.87%;118;17.25%;102;14.91%;45;6.58%;684
NORDESTE;23;CE;230920;NOVA OLINDA;19;2.89%;27;4.11%;429;65.3%;89;13.55%;51;7.76%;42;6.39%;657
NORDESTE;23;CE;230930;NOVA RUSSAS;31;2.06%;47;3.13%;877;58.35%;248;16.5%;188;12.51%;112;7.45%;1.503
NORDESTE;23;CE;230940;NOVO ORIENTE;34;2.95%;48;4.17%;713;61.89%;189;16.41%;100;8.68%;68;5.9%;1.152
NORDESTE;23;CE;230945;OCARA;15;1.6%;26;2.77%;512;54.53%;161;17.15%;109;11.61%;116;12.35%;939
NORDESTE;23;CE;230950;OROS;13;1.35%;38;3.93%;587;60.77%;159;16.46%;93;9.63%;76;7.87%;966
NORDESTE;23;CE;230960;PACAJUS;42;1.89%;64;2.88%;1.273;57.19%;376;16.89%;265;11.9%;206;9.25%;2.226
NORDESTE;23;CE;230970;PACATUBA;78;2.43%;115;3.58%;1.729;53.83%;579;18.03%;418;13.01%;293;9.12%;3.212
NORDESTE;23;CE;230980;PACOTI;16;2.92%;13;2.37%;309;56.39%;93;16.97%;68;12.41%;49;8.94%;548
NORDESTE;23;CE;230990;PACUJA;17;6.03%;13;4.61%;166;58.87%;31;10.99%;36;12.77%;19;6.74%;282
NORDESTE;23;CE;231000;PALHANO;12;2.26%;13;2.45%;299;56.42%;80;15.09%;72;13.58%;54;10.19%;530
NORDESTE;23;CE;231010;PALMACIA;5;1.13%;6;1.35%;276;62.16%;78;17.57%;43;9.68%;36;8.11%;444
NORDESTE;23;CE;231020;PARACURU;44;2.85%;46;2.98%;818;52.91%;282;18.24%;203;13.13%;153;9.9%;1.546
NORDESTE;23;CE;231025;PARAIPABA;26;2.02%;36;2.79%;693;53.72%;253;19.61%;153;11.86%;129;10%;1.290
NORDESTE;23;CE;231030;PARAMBU;45;3.95%;39;3.42%;625;54.87%;200;17.56%;141;12.38%;89;7.81%;1.139
NORDESTE;23;CE;231040;PARAMOTI;13;2.63%;17;3.44%;265;53.64%;98;19.84%;61;12.35%;40;8.1%;494
NORDESTE;23;CE;231050;PEDRA BRANCA;48;2.65%;70;3.87%;1.041;57.51%;293;16.19%;216;11.93%;142;7.85%;1.810
NORDESTE;23;CE;231060;PENAFORTE;8;1.48%;9;1.67%;426;79.04%;51;9.46%;29;5.38%;16;2.97%;539
NORDESTE;23;CE;231070;PENTECOSTE;31;2.18%;51;3.59%;880;61.93%;194;13.65%;153;10.77%;112;7.88%;1.421
NORDESTE;23;CE;231080;PEREIRO;22;3.16%;20;2.87%;419;60.11%;119;17.07%;68;9.76%;49;7.03%;697
NORDESTE;23;CE;231085;PINDORETAMA;29;2.82%;29;2.82%;560;54.47%;150;14.59%;144;14.01%;116;11.28%;1.028
NORDESTE;23;CE;231090;PIQUET CARNEIRO;12;1.57%;19;2.49%;450;58.9%;127;16.62%;91;11.91%;65;8.51%;764
NORDESTE;23;CE;231095;PIRES FERREIRA;11;2.06%;12;2.25%;347;65.1%;77;14.45%;57;10.69%;29;5.44%;533
NORDESTE;23;CE;231100;PORANGA;10;1.87%;13;2.43%;330;61.57%;88;16.42%;68;12.69%;27;5.04%;536
NORDESTE;23;CE;231110;PORTEIRAS;20;1.97%;35;3.44%;616;60.57%;150;14.75%;121;11.9%;75;7.37%;1.017
NORDESTE;23;CE;231120;POTENGI;12;2.96%;22;5.42%;243;59.85%;58;14.29%;31;7.64%;40;9.85%;406
NORDESTE;23;CE;231123;POTIRETAMA;5;1.91%;7;2.67%;144;54.96%;46;17.56%;27;10.31%;33;12.6%;262
NORDESTE;23;CE;231126;QUITERIANOPOLIS;24;3.21%;29;3.88%;435;58.23%;117;15.66%;91;12.18%;51;6.83%;747
NORDESTE;23;CE;231130;QUIXADA;58;1.4%;93;2.25%;2.535;61.26%;779;18.83%;401;9.69%;272;6.57%;4.138
NORDESTE;23;CE;231135;QUIXELO;11;1.71%;15;2.33%;363;56.45%;112;17.42%;86;13.37%;56;8.71%;643
NORDESTE;23;CE;231140;QUIXERAMOBIM;87;2.82%;101;3.28%;1.636;53.1%;559;18.14%;378;12.27%;320;10.39%;3.081
NORDESTE;23;CE;231150;QUIXERE;8;0.75%;20;1.87%;671;62.71%;169;15.79%;108;10.09%;94;8.79%;1.070
NORDESTE;23;CE;231160;REDENCAO;32;1.84%;51;2.93%;1.148;65.98%;240;13.79%;160;9.2%;109;6.26%;1.740
NORDESTE;23;CE;231170;RERIUTABA;11;1.21%;20;2.21%;555;61.26%;147;16.23%;109;12.03%;64;7.06%;906
NORDESTE;23;CE;231180;RUSSAS;35;1.13%;45;1.45%;1.721;55.43%;597;19.23%;428;13.78%;279;8.99%;3.105
NORDESTE;23;CE;231190;SABOEIRO;20;3.94%;28;5.51%;309;60.83%;82;16.14%;41;8.07%;28;5.51%;508
NORDESTE;23;CE;231195;SALITRE;18;1.93%;25;2.68%;491;52.57%;217;23.23%;118;12.63%;65;6.96%;934
NORDESTE;23;CE;231220;SANTA QUITERIA;20;1.07%;53;2.83%;1.100;58.67%;351;18.72%;199;10.61%;152;8.11%;1.875
NORDESTE;23;CE;231200;SANTANA DO ACARAU;22;1.65%;25;1.88%;711;53.38%;261;19.59%;195;14.64%;118;8.86%;1.332
NORDESTE;23;CE;231210;SANTANA DO CARIRI;18;2.58%;36;5.16%;468;67.05%;81;11.6%;63;9.03%;32;4.58%;698
NORDESTE;23;CE;231230;SAO BENEDITO;50;2.52%;65;3.27%;1.152;58.01%;340;17.12%;231;11.63%;148;7.45%;1.986
NORDESTE;23;CE;231240;SAO GONCALO DO AMARANTE;41;1.32%;78;2.5%;1.451;46.57%;705;22.63%;375;12.03%;466;14.96%;3.116
NORDESTE;23;CE;231250;SAO JOAO DO JAGUARIBE;1;0.36%;6;2.17%;145;52.54%;56;20.29%;38;13.77%;30;10.87%;276
NORDESTE;23;CE;231260;SAO LUIS DO CURU;15;3.36%;16;3.58%;247;55.26%;85;19.02%;54;12.08%;30;6.71%;447
NORDESTE;23;CE;231270;SENADOR POMPEU;17;1.96%;22;2.54%;494;56.98%;130;14.99%;102;11.76%;102;11.76%;867
NORDESTE;23;CE;231280;SENADOR SA;5;1.42%;6;1.7%;196;55.68%;74;21.02%;40;11.36%;31;8.81%;352
NORDESTE;23;CE;231290;SOBRAL;107;1.05%;315;3.08%;5.678;55.54%;1.833;17.93%;1.368;13.38%;922;9.02%;10.223
NORDESTE;23;CE;231300;SOLONOPOLE;12;2.23%;17;3.16%;257;47.77%;103;19.14%;69;12.83%;80;14.87%;538
NORDESTE;23;CE;231310;TABULEIRO DO NORTE;27;2.24%;34;2.82%;629;52.2%;213;17.68%;173;14.36%;129;10.71%;1.205
NORDESTE;23;CE;231320;TAMBORIL;23;2.28%;41;4.06%;569;56.39%;190;18.83%;112;11.1%;74;7.33%;1.009
NORDESTE;23;CE;231325;TARRAFAS;5;1.1%;16;3.52%;287;63.22%;74;16.3%;50;11.01%;22;4.85%;454
NORDESTE;23;CE;231330;TAUA;35;2.06%;56;3.3%;1.094;64.54%;258;15.22%;148;8.73%;104;6.14%;1.695
NORDESTE;23;CE;231335;TEJUCUOCA;23;1.79%;20;1.55%;767;59.6%;223;17.33%;134;10.41%;120;9.32%;1.287
NORDESTE;23;CE;231340;TIANGUA;56;1.46%;70;1.82%;2.370;61.61%;565;14.69%;422;10.97%;364;9.46%;3.847
NORDESTE;23;CE;231350;TRAIRI;58;1.69%;102;2.98%;2.074;60.59%;568;16.59%;349;10.2%;272;7.95%;3.423
NORDESTE;23;CE;231355;TURURU;19;1.9%;27;2.7%;571;57.1%;191;19.1%;102;10.2%;90;9%;1.000
NORDESTE;23;CE;231360;UBAJARA;31;1.99%;39;2.5%;905;58.12%;290;18.63%;158;10.15%;134;8.61%;1.557
NORDESTE;23;CE;231370;UMARI;6;2.28%;14;5.32%;142;53.99%;45;17.11%;41;15.59%;15;5.7%;263
NORDESTE;23;CE;231375;UMIRIM;23;2.34%;32;3.26%;587;59.84%;165;16.82%;110;11.21%;64;6.52%;981
NORDESTE;23;CE;231380;URUBURETAMA;23;1.67%;33;2.39%;818;59.28%;244;17.68%;158;11.45%;104;7.54%;1.380
NORDESTE;23;CE;231390;URUOCA;6;0.91%;14;2.11%;347;52.42%;127;19.18%;95;14.35%;73;11.03%;662
NORDESTE;23;CE;231395;VARJOTA;16;1.62%;37;3.75%;557;56.43%;189;19.15%;111;11.25%;77;7.8%;987
NORDESTE;23;CE;231400;VARZEA ALEGRE;21;1.49%;43;3.04%;896;63.41%;224;15.85%;132;9.34%;97;6.86%;1.413
NORDESTE;23;CE;231410;VICOSA DO CEARA;33;0.89%;89;2.39%;2.377;63.81%;607;16.3%;399;10.71%;220;5.91%;3.725
TOTAL ESTADO CEARÁ;;;;;6.486;1.78%;10.092;2.77%;210.708;57.77%;62.939;17.26%;42.835;11.74%;31.677;8.68%;364.737
NORDESTE;21;MA;210005;ACAILANDIA;89;2.16%;177;4.29%;2.995;72.57%;485;11.75%;233;5.65%;148;3.59%;4.127
NORDESTE;21;MA;210010;AFONSO CUNHA;19;3.45%;31;5.64%;371;67.45%;71;12.91%;43;7.82%;15;2.73%;550
NORDESTE;21;MA;210015;AGUA DOCE DO MARANHAO;19;2.74%;19;2.74%;470;67.72%;111;15.99%;46;6.63%;29;4.18%;694
NORDESTE;21;MA;210020;ALCANTARA;32;2.88%;55;4.94%;772;69.36%;149;13.39%;74;6.65%;31;2.79%;1.113
NORDESTE;21;MA;210030;ALDEIAS ALTAS;42;3.03%;70;5.05%;1.043;75.31%;163;11.77%;49;3.54%;18;1.3%;1.385
NORDESTE;21;MA;210040;ALTAMIRA DO MARANHAO;9;2.07%;18;4.14%;273;62.76%;73;16.78%;46;10.57%;16;3.68%;435
NORDESTE;21;MA;210043;ALTO ALEGRE DO MARANHAO;37;3.1%;66;5.52%;842;70.46%;140;11.72%;74;6.19%;36;3.01%;1.195
NORDESTE;21;MA;210047;ALTO ALEGRE DO PINDARE;42;2.03%;87;4.21%;1.504;72.8%;249;12.05%;126;6.1%;58;2.81%;2.066
NORDESTE;21;MA;210050;ALTO PARNAIBA;11;1.81%;31;5.09%;449;73.73%;70;11.49%;37;6.08%;11;1.81%;609
NORDESTE;21;MA;210055;AMAPA DO MARANHAO;6;1.06%;26;4.61%;439;77.84%;52;9.22%;27;4.79%;14;2.48%;564
NORDESTE;21;MA;210060;AMARANTE DO MARANHAO;40;1.38%;85;2.94%;2.253;77.85%;365;12.61%;103;3.56%;48;1.66%;2.894
NORDESTE;21;MA;210070;ANAJATUBA;35;2.7%;70;5.4%;871;67.21%;158;12.19%;95;7.33%;67;5.17%;1.296
NORDESTE;21;MA;210080;ANAPURUS;30;3.72%;45;5.58%;516;64.02%;99;12.28%;68;8.44%;48;5.96%;806
NORDESTE;21;MA;210083;APICUM-ACU;28;2.51%;54;4.84%;795;71.24%;153;13.71%;60;5.38%;26;2.33%;1.116
NORDESTE;21;MA;210087;ARAGUANA;20;3.47%;39;6.76%;414;71.75%;51;8.84%;30;5.2%;23;3.99%;577
NORDESTE;21;MA;210090;ARAIOSES;36;2.2%;55;3.37%;1.049;64.2%;242;14.81%;145;8.87%;107;6.55%;1.634
NORDESTE;21;MA;210095;ARAME;35;1.89%;86;4.64%;1.316;70.98%;263;14.19%;110;5.93%;44;2.37%;1.854
NORDESTE;21;MA;210100;ARARI;49;2.75%;112;6.3%;1.198;67.34%;230;12.93%;127;7.14%;63;3.54%;1.779
NORDESTE;21;MA;210110;AXIXA;16;2.64%;30;4.95%;384;63.37%;95;15.68%;62;10.23%;19;3.14%;606
NORDESTE;21;MA;210120;BACABAL;106;1.66%;220;3.45%;4.265;66.79%;1.210;18.95%;410;6.42%;175;2.74%;6.386
NORDESTE;21;MA;210125;BACABEIRA;42;4.19%;53;5.29%;727;72.55%;97;9.68%;56;5.59%;27;2.69%;1.002
NORDESTE;21;MA;210130;BACURI;31;2.69%;69;5.98%;839;72.77%;129;11.19%;55;4.77%;30;2.6%;1.153
NORDESTE;21;MA;210135;BACURITUBA;8;2.69%;14;4.71%;213;71.72%;33;11.11%;18;6.06%;11;3.7%;297
NORDESTE;21;MA;210140;BALSAS;56;1.43%;124;3.17%;2.729;69.69%;616;15.73%;278;7.1%;113;2.89%;3.916
NORDESTE;21;MA;210150;BARAO DE GRAJAU;17;2.04%;51;6.12%;514;61.63%;125;14.99%;78;9.35%;49;5.88%;834
NORDESTE;21;MA;210160;BARRA DO CORDA;143;3.76%;192;5.05%;2.543;66.85%;544;14.3%;262;6.89%;120;3.15%;3.804
NORDESTE;21;MA;210170;BARREIRINHAS;92;2.4%;137;3.57%;2.521;65.7%;593;15.45%;290;7.56%;204;5.32%;3.837
NORDESTE;21;MA;210177;BELA VISTA DO MARANHAO;23;2.19%;73;6.97%;701;66.89%;127;12.12%;79;7.54%;45;4.29%;1.048
NORDESTE;21;MA;210173;BELAGUA;16;2.55%;30;4.78%;458;72.93%;83;13.22%;27;4.3%;14;2.23%;628
NORDESTE;21;MA;210180;BENEDITO LEITE;13;3.89%;13;3.89%;204;61.08%;62;18.56%;22;6.59%;20;5.99%;334
NORDESTE;21;MA;210190;BEQUIMAO;29;2.83%;37;3.61%;603;58.83%;185;18.05%;100;9.76%;71;6.93%;1.025
NORDESTE;21;MA;210193;BERNARDO DO MEARIM;10;4.07%;14;5.69%;157;63.82%;36;14.63%;18;7.32%;11;4.47%;246
NORDESTE;21;MA;210197;BOA VISTA DO GURUPI;13;2.99%;19;4.37%;325;74.71%;41;9.43%;25;5.75%;12;2.76%;435
NORDESTE;21;MA;210200;BOM JARDIM;68;3.2%;95;4.47%;1.503;70.76%;272;12.81%;113;5.32%;73;3.44%;2.124
NORDESTE;21;MA;210203;BOM JESUS DAS SELVAS;43;2.01%;75;3.5%;1.527;71.32%;267;12.47%;143;6.68%;86;4.02%;2.141
NORDESTE;21;MA;210207;BOM LUGAR;27;4.27%;37;5.85%;401;63.35%;89;14.06%;50;7.9%;29;4.58%;633
NORDESTE;21;MA;210210;BREJO;70;3.2%;95;4.35%;1.558;71.27%;270;12.35%;126;5.76%;67;3.06%;2.186
NORDESTE;21;MA;210215;BREJO DE AREIA;13;1.82%;27;3.78%;509;71.19%;106;14.83%;49;6.85%;11;1.54%;715
NORDESTE;21;MA;210220;BURITI;66;2.81%;120;5.1%;1.730;73.59%;250;10.63%;128;5.44%;57;2.42%;2.351
NORDESTE;21;MA;210230;BURITI BRAVO;45;2.68%;85;5.05%;1.237;73.54%;185;11%;94;5.59%;36;2.14%;1.682
NORDESTE;21;MA;210232;BURITICUPU;47;1.27%;100;2.71%;1.813;49.15%;292;7.92%;145;3.93%;1.292;35.02%;3.689
NORDESTE;21;MA;210235;BURITIRANA;26;2.45%;44;4.15%;745;70.28%;144;13.58%;70;6.6%;31;2.92%;1.060
NORDESTE;21;MA;210237;CACHOEIRA GRANDE;28;3.9%;35;4.87%;484;67.41%;108;15.04%;46;6.41%;17;2.37%;718
NORDESTE;21;MA;210240;CAJAPIO;16;2.58%;56;9.05%;449;72.54%;59;9.53%;33;5.33%;6;0.97%;619
NORDESTE;21;MA;210250;CAJARI;74;5.12%;89;6.16%;993;68.72%;167;11.56%;84;5.81%;38;2.63%;1.445
NORDESTE;21;MA;210255;CAMPESTRE DO MARANHAO;17;2.03%;38;4.53%;587;69.96%;111;13.23%;56;6.67%;30;3.58%;839
NORDESTE;21;MA;210260;CANDIDO MENDES;48;3.9%;58;4.71%;826;67.05%;185;15.02%;73;5.93%;42;3.41%;1.232
NORDESTE;21;MA;210270;CANTANHEDE;19;2.2%;65;7.53%;633;73.35%;83;9.62%;34;3.94%;29;3.36%;863
NORDESTE;21;MA;210275;CAPINZAL DO NORTE;13;1.95%;35;5.26%;437;65.71%;105;15.79%;50;7.52%;25;3.76%;665
NORDESTE;21;MA;210280;CAROLINA;36;4.04%;47;5.28%;614;68.99%;94;10.56%;54;6.07%;45;5.06%;890
NORDESTE;21;MA;210290;CARUTAPERA;37;1.88%;68;3.45%;1.401;71.01%;274;13.89%;130;6.59%;63;3.19%;1.973
NORDESTE;21;MA;210300;CAXIAS;223;3%;438;5.9%;5.248;70.71%;875;11.79%;450;6.06%;188;2.53%;7.422
NORDESTE;21;MA;210310;CEDRAL;9;1.95%;19;4.11%;337;72.94%;54;11.69%;24;5.19%;19;4.11%;462
NORDESTE;21;MA;210312;CENTRAL DO MARANHAO;14;2.65%;20;3.79%;399;75.57%;57;10.8%;18;3.41%;20;3.79%;528
NORDESTE;21;MA;210315;CENTRO DO GUILHERME;21;2.7%;46;5.92%;564;72.59%;75;9.65%;49;6.31%;22;2.83%;777
NORDESTE;21;MA;210317;CENTRO NOVO DO MARANHAO;19;1.82%;50;4.8%;726;69.67%;138;13.24%;65;6.24%;44;4.22%;1.042
NORDESTE;21;MA;210320;CHAPADINHA;104;2.41%;183;4.24%;2.997;69.38%;587;13.59%;288;6.67%;161;3.73%;4.320
NORDESTE;21;MA;210325;CIDELANDIA;28;3.33%;48;5.71%;552;65.64%;133;15.81%;50;5.95%;30;3.57%;841
NORDESTE;21;MA;210330;CODO;148;2.45%;650;10.78%;4.738;78.59%;280;4.64%;127;2.11%;86;1.43%;6.029
NORDESTE;21;MA;210340;COELHO NETO;49;1.7%;65;2.26%;1.858;64.51%;424;14.72%;323;11.22%;161;5.59%;2.880
NORDESTE;21;MA;210350;COLINAS;67;3.08%;126;5.8%;1.529;70.36%;263;12.1%;134;6.17%;54;2.49%;2.173
