Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
NORDESTE;21;MA;211300;VITORINO FREIRE;61;3.78%;83;5.14%;1.025;63.47%;221;13.68%;144;8.92%;81;5.02%;1.615
NORDESTE;21;MA;211400;ZE DOCA;55;2.44%;98;4.35%;1.481;65.68%;341;15.12%;195;8.65%;85;3.77%;2.255
TOTAL ESTADO MARANHÃO;;;;;10.653;3.4%;15.606;4.99%;211.976;67.71%;40.050;12.79%;21.694;6.93%;13.077;4.18%;313.056
NORDESTE;25;PB;250010;AGUA BRANCA;8;1.65%;19;3.91%;317;65.23%;81;16.67%;43;8.85%;18;3.7%;486
NORDESTE;25;PB;250020;AGUIAR;6;2.58%;4;1.72%;106;45.49%;44;18.88%;42;18.03%;31;13.3%;233
NORDESTE;25;PB;250030;ALAGOA GRANDE;33;2.54%;52;4.01%;782;60.25%;210;16.18%;141;10.86%;80;6.16%;1.298
NORDESTE;25;PB;250040;ALAGOA NOVA;17;1.3%;47;3.6%;821;62.96%;224;17.18%;117;8.97%;78;5.98%;1.304
NORDESTE;25;PB;250050;ALAGOINHA;17;2.1%;30;3.7%;459;56.6%;129;15.91%;109;13.44%;67;8.26%;811
NORDESTE;25;PB;250053;ALCANTIL;3;0.73%;8;1.95%;263;64.15%;64;15.61%;48;11.71%;24;5.85%;410
NORDESTE;25;PB;250057;ALGODAO DE JANDAIRA;4;3.57%;9;8.04%;77;68.75%;10;8.93%;8;7.14%;4;3.57%;112
NORDESTE;25;PB;250060;ALHANDRA;18;1.78%;23;2.28%;638;63.17%;153;15.15%;98;9.7%;80;7.92%;1.010
NORDESTE;25;PB;250073;AMPARO;0;-;1;0.5%;125;62.5%;33;16.5%;28;14%;13;6.5%;200
NORDESTE;25;PB;250077;APARECIDA;7;2.46%;14;4.93%;162;57.04%;49;17.25%;32;11.27%;20;7.04%;284
NORDESTE;25;PB;250080;ARACAGI;26;3.35%;26;3.35%;438;56.52%;150;19.35%;80;10.32%;55;7.1%;775
NORDESTE;25;PB;250090;ARARA;9;2.47%;14;3.85%;229;62.91%;49;13.46%;32;8.79%;31;8.52%;364
NORDESTE;25;PB;250100;ARARUNA;15;1.98%;27;3.57%;477;63.01%;122;16.12%;72;9.51%;44;5.81%;757
NORDESTE;25;PB;250110;AREIA;7;1.37%;18;3.53%;325;63.73%;74;14.51%;54;10.59%;32;6.27%;510
NORDESTE;25;PB;250115;AREIA DE BARAUNAS;2;1.32%;5;3.31%;108;71.52%;13;8.61%;12;7.95%;11;7.28%;151
NORDESTE;25;PB;250120;AREIAL;1;0.37%;9;3.37%;176;65.92%;34;12.73%;27;10.11%;20;7.49%;267
NORDESTE;25;PB;250130;AROEIRAS;24;2.55%;29;3.08%;507;53.88%;183;19.45%;119;12.65%;79;8.4%;941
NORDESTE;25;PB;250135;ASSUNCAO;4;1.1%;7;1.93%;232;64.09%;66;18.23%;34;9.39%;19;5.25%;362
NORDESTE;25;PB;250140;BAIA DA TRAICAO;2;4.55%;1;2.27%;32;72.73%;8;18.18%;1;2.27%;0;-;44
NORDESTE;25;PB;250150;BANANEIRAS;22;3.51%;21;3.35%;363;57.89%;104;16.59%;62;9.89%;55;8.77%;627
NORDESTE;25;PB;250153;BARAUNA;6;2.14%;12;4.27%;172;61.21%;40;14.23%;36;12.81%;15;5.34%;281
NORDESTE;25;PB;250160;BARRA DE SANTA ROSA;8;1.4%;21;3.67%;378;66.08%;95;16.61%;48;8.39%;22;3.85%;572
NORDESTE;25;PB;250157;BARRA DE SANTANA;5;1.41%;11;3.1%;213;60%;62;17.46%;36;10.14%;28;7.89%;355
NORDESTE;25;PB;250170;BARRA DE SAO MIGUEL;5;1.01%;19;3.82%;296;59.56%;97;19.52%;46;9.26%;34;6.84%;497
NORDESTE;25;PB;250180;BAYEUX;102;4.02%;102;4.02%;1.215;47.83%;465;18.31%;351;13.82%;305;12.01%;2.540
NORDESTE;25;PB;250190;BELEM;22;2.33%;25;2.64%;553;58.46%;184;19.45%;103;10.89%;59;6.24%;946
NORDESTE;25;PB;250200;BELEM DO BREJO DO CRUZ;7;2.97%;4;1.69%;103;43.64%;55;23.31%;39;16.53%;28;11.86%;236
NORDESTE;25;PB;250205;BERNARDINO BATISTA;6;2.08%;10;3.47%;201;69.79%;35;12.15%;28;9.72%;8;2.78%;288
NORDESTE;25;PB;250210;BOA VENTURA;5;1.66%;18;5.96%;190;62.91%;40;13.25%;31;10.26%;18;5.96%;302
NORDESTE;25;PB;250215;BOA VISTA;7;2.36%;12;4.05%;180;60.81%;36;12.16%;36;12.16%;25;8.45%;296
NORDESTE;25;PB;250220;BOM JESUS;7;5.15%;2;1.47%;95;69.85%;17;12.5%;9;6.62%;6;4.41%;136
NORDESTE;25;PB;250230;BOM SUCESSO;4;3.01%;2;1.5%;84;63.16%;11;8.27%;20;15.04%;12;9.02%;133
NORDESTE;25;PB;250240;BONITO DE SANTA FE;7;1.72%;22;5.41%;270;66.34%;61;14.99%;31;7.62%;16;3.93%;407
NORDESTE;25;PB;250250;BOQUEIRAO;7;0.86%;14;1.73%;459;56.6%;151;18.62%;96;11.84%;84;10.36%;811
NORDESTE;25;PB;250270;BORBOREMA;10;3.89%;14;5.45%;156;60.7%;42;16.34%;26;10.12%;9;3.5%;257
NORDESTE;25;PB;250280;BREJO DO CRUZ;7;1.51%;20;4.31%;271;58.41%;91;19.61%;45;9.7%;30;6.47%;464
NORDESTE;25;PB;250290;BREJO DOS SANTOS;3;1.78%;5;2.96%;110;65.09%;26;15.38%;11;6.51%;14;8.28%;169
NORDESTE;25;PB;250300;CAAPORA;22;2.67%;35;4.25%;459;55.77%;146;17.74%;90;10.94%;71;8.63%;823
NORDESTE;25;PB;250310;CABACEIRAS;5;3.03%;7;4.24%;96;58.18%;28;16.97%;19;11.52%;10;6.06%;165
NORDESTE;25;PB;250320;CABEDELO;17;0.93%;56;3.06%;1.142;62.47%;299;16.36%;185;10.12%;129;7.06%;1.828
NORDESTE;25;PB;250330;CACHOEIRA DOS INDIOS;8;2.02%;27;6.82%;229;57.83%;60;15.15%;37;9.34%;35;8.84%;396
NORDESTE;25;PB;250340;CACIMBA DE AREIA;3;1.29%;9;3.88%;124;53.45%;41;17.67%;36;15.52%;19;8.19%;232
NORDESTE;25;PB;250350;CACIMBA DE DENTRO;16;3.48%;17;3.7%;303;65.87%;58;12.61%;50;10.87%;16;3.48%;460
NORDESTE;25;PB;250355;CACIMBAS;22;4.89%;20;4.44%;314;69.78%;50;11.11%;26;5.78%;18;4%;450
NORDESTE;25;PB;250360;CAICARA;7;2.48%;8;2.84%;134;47.52%;62;21.99%;47;16.67%;24;8.51%;282
NORDESTE;25;PB;250370;CAJAZEIRAS;28;1.98%;64;4.53%;873;61.74%;210;14.85%;143;10.11%;96;6.79%;1.414
NORDESTE;25;PB;250375;CAJAZEIRINHAS;14;6.83%;12;5.85%;92;44.88%;39;19.02%;31;15.12%;17;8.29%;205
NORDESTE;25;PB;250380;CALDAS BRANDAO;5;1.34%;7;1.88%;202;54.16%;61;16.35%;65;17.43%;33;8.85%;373
NORDESTE;25;PB;250390;CAMALAU;9;2.2%;6;1.47%;260;63.57%;63;15.4%;48;11.74%;23;5.62%;409
NORDESTE;25;PB;250400;CAMPINA GRANDE;91;1.47%;208;3.35%;3.938;63.48%;980;15.8%;615;9.91%;372;6%;6.204
NORDESTE;25;PB;250403;CAPIM;7;2.03%;6;1.74%;217;62.9%;61;17.68%;32;9.28%;22;6.38%;345
NORDESTE;25;PB;250407;CARAUBAS;8;2.97%;13;4.83%;177;65.8%;36;13.38%;22;8.18%;13;4.83%;269
NORDESTE;25;PB;250410;CARRAPATEIRA;0;-;0;-;36;46.75%;12;15.58%;21;27.27%;8;10.39%;77
NORDESTE;25;PB;250415;CASSERENGUE;6;1.32%;22;4.85%;304;66.96%;64;14.1%;45;9.91%;13;2.86%;454
NORDESTE;25;PB;250420;CATINGUEIRA;4;1.79%;5;2.23%;142;63.39%;35;15.63%;25;11.16%;13;5.8%;224
NORDESTE;25;PB;250430;CATOLE DO ROCHA;19;2.27%;26;3.11%;473;56.51%;117;13.98%;115;13.74%;87;10.39%;837
NORDESTE;25;PB;250435;CATURITE;4;1.09%;10;2.73%;198;54.1%;64;17.49%;52;14.21%;38;10.38%;366
NORDESTE;25;PB;250440;CONCEICAO;25;3.67%;29;4.26%;376;55.21%;116;17.03%;66;9.69%;69;10.13%;681
NORDESTE;25;PB;250450;CONDADO;6;1.64%;12;3.29%;226;61.92%;57;15.62%;40;10.96%;24;6.58%;365
NORDESTE;25;PB;250460;CONDE;30;2.46%;39;3.2%;662;54.35%;223;18.31%;145;11.9%;119;9.77%;1.218
NORDESTE;25;PB;250470;CONGO;2;0.78%;11;4.26%;162;62.79%;41;15.89%;31;12.02%;11;4.26%;258
NORDESTE;25;PB;250480;COREMAS;26;3.17%;48;5.85%;504;61.39%;103;12.55%;87;10.6%;53;6.46%;821
NORDESTE;25;PB;250485;COXIXOLA;3;2.68%;3;2.68%;72;64.29%;23;20.54%;6;5.36%;5;4.46%;112
NORDESTE;25;PB;250490;CRUZ DO ESPIRITO SANTO;24;2.32%;40;3.87%;551;53.29%;185;17.89%;146;14.12%;88;8.51%;1.034
NORDESTE;25;PB;250500;CUBATI;6;1.35%;11;2.48%;275;61.94%;76;17.12%;49;11.04%;27;6.08%;444
NORDESTE;25;PB;250510;CUITE;15;1.95%;23;2.99%;523;67.92%;102;13.25%;70;9.09%;37;4.81%;770
NORDESTE;25;PB;250523;CUITE DE MAMANGUAPE;2;1.25%;4;2.5%;84;52.5%;37;23.13%;21;13.13%;12;7.5%;160
NORDESTE;25;PB;250520;CUITEGI;43;13.27%;10;3.09%;168;51.85%;46;14.2%;23;7.1%;34;10.49%;324
NORDESTE;25;PB;250527;CURRAL DE CIMA;5;2.31%;6;2.78%;137;63.43%;34;15.74%;14;6.48%;20;9.26%;216
NORDESTE;25;PB;250530;CURRAL VELHO;3;2.65%;7;6.19%;65;57.52%;18;15.93%;12;10.62%;8;7.08%;113
NORDESTE;25;PB;250535;DAMIAO;11;3.05%;24;6.65%;242;67.04%;39;10.8%;30;8.31%;15;4.16%;361
NORDESTE;25;PB;250540;DESTERRO;11;2.03%;23;4.24%;363;66.85%;74;13.63%;51;9.39%;21;3.87%;543
NORDESTE;25;PB;250560;DIAMANTE;6;2.17%;19;6.88%;178;64.49%;32;11.59%;23;8.33%;18;6.52%;276
NORDESTE;25;PB;250570;DONA INES;15;3.02%;21;4.23%;372;74.85%;58;11.67%;18;3.62%;13;2.62%;497
NORDESTE;25;PB;250580;DUAS ESTRADAS;4;1.58%;10;3.95%;149;58.89%;33;13.04%;35;13.83%;22;8.7%;253
NORDESTE;25;PB;250590;EMAS;6;3.37%;5;2.81%;112;62.92%;25;14.04%;18;10.11%;12;6.74%;178
NORDESTE;25;PB;250600;ESPERANCA;30;1.83%;41;2.5%;989;60.38%;281;17.16%;179;10.93%;118;7.2%;1.638
NORDESTE;25;PB;250610;FAGUNDES;19;2.52%;33;4.37%;479;63.44%;111;14.7%;67;8.87%;46;6.09%;755
NORDESTE;25;PB;250620;FREI MARTINHO;3;2.29%;1;0.76%;73;55.73%;24;18.32%;23;17.56%;7;5.34%;131
NORDESTE;25;PB;250625;GADO BRAVO;8;2.14%;18;4.81%;238;63.64%;56;14.97%;36;9.63%;18;4.81%;374
NORDESTE;25;PB;250630;GUARABIRA;17;1.31%;35;2.69%;748;57.54%;258;19.85%;149;11.46%;93;7.15%;1.300
NORDESTE;25;PB;250640;GURINHEM;16;2.11%;24;3.17%;471;62.14%;129;17.02%;85;11.21%;33;4.35%;758
NORDESTE;25;PB;250650;GURJAO;3;1.96%;4;2.61%;108;70.59%;20;13.07%;7;4.58%;11;7.19%;153
NORDESTE;25;PB;250660;IBIARA;6;2.38%;13;5.16%;168;66.67%;25;9.92%;23;9.13%;17;6.75%;252
NORDESTE;25;PB;250260;IGARACY;5;2.54%;9;4.57%;117;59.39%;31;15.74%;19;9.64%;16;8.12%;197
NORDESTE;25;PB;250670;IMACULADA;18;3.33%;28;5.18%;349;64.51%;68;12.57%;50;9.24%;28;5.18%;541
NORDESTE;25;PB;250680;INGA;12;1.45%;27;3.26%;484;58.45%;156;18.84%;92;11.11%;57;6.88%;828
NORDESTE;25;PB;250690;ITABAIANA;64;5.87%;58;5.32%;568;52.06%;164;15.03%;124;11.37%;113;10.36%;1.091
NORDESTE;25;PB;250700;ITAPORANGA;11;3.03%;17;4.68%;235;64.74%;57;15.7%;24;6.61%;19;5.23%;363
NORDESTE;25;PB;250710;ITAPOROROCA;22;3.17%;36;5.19%;438;63.11%;100;14.41%;55;7.93%;43;6.2%;694
NORDESTE;25;PB;250720;ITATUBA;10;1.51%;25;3.78%;413;62.48%;103;15.58%;66;9.98%;44;6.66%;661
NORDESTE;25;PB;250730;JACARAU;10;1.11%;24;2.68%;489;54.52%;164;18.28%;130;14.49%;80;8.92%;897
NORDESTE;25;PB;250740;JERICO;2;0.67%;6;2.01%;159;53.18%;62;20.74%;43;14.38%;27;9.03%;299
NORDESTE;25;PB;250750;JOAO PESSOA;322;3.43%;421;4.49%;5.350;57.04%;1.495;15.94%;1.027;10.95%;764;8.15%;9.379
NORDESTE;25;PB;251365;JOCA CLAUDINO;1;1.37%;2;2.74%;42;57.53%;14;19.18%;10;13.7%;4;5.48%;73
NORDESTE;25;PB;250760;JUAREZ TAVORA;5;1.22%;9;2.19%;358;87.1%;23;5.6%;11;2.68%;5;1.22%;411
NORDESTE;25;PB;250770;JUAZEIRINHO;21;2.61%;26;3.23%;534;66.42%;111;13.81%;70;8.71%;42;5.22%;804
NORDESTE;25;PB;250780;JUNCO DO SERIDO;4;1.07%;22;5.88%;228;60.96%;63;16.84%;34;9.09%;23;6.15%;374
NORDESTE;25;PB;250790;JURIPIRANGA;7;1.32%;15;2.82%;352;66.17%;77;14.47%;55;10.34%;26;4.89%;532
NORDESTE;25;PB;250800;JURU;11;2.24%;23;4.69%;322;65.71%;70;14.29%;37;7.55%;27;5.51%;490
NORDESTE;25;PB;250810;LAGOA;4;1.83%;6;2.75%;115;52.75%;44;20.18%;28;12.84%;21;9.63%;218
NORDESTE;25;PB;250820;LAGOA DE DENTRO;18;4.08%;12;2.72%;275;62.36%;77;17.46%;39;8.84%;20;4.54%;441
NORDESTE;25;PB;250830;LAGOA SECA;27;2.89%;31;3.32%;566;60.6%;139;14.88%;92;9.85%;79;8.46%;934
NORDESTE;25;PB;250840;LASTRO;0;-;1;0.8%;72;57.6%;27;21.6%;15;12%;10;8%;125
NORDESTE;25;PB;250850;LIVRAMENTO;4;0.89%;14;3.11%;308;68.44%;72;16%;39;8.67%;13;2.89%;450
NORDESTE;25;PB;250855;LOGRADOURO;5;2.54%;7;3.55%;112;56.85%;40;20.3%;17;8.63%;16;8.12%;197
NORDESTE;25;PB;250860;LUCENA;25;2.37%;41;3.88%;687;65.06%;151;14.3%;95;9%;57;5.4%;1.056
NORDESTE;25;PB;250870;MAE D'AGUA;5;3.05%;5;3.05%;109;66.46%;24;14.63%;13;7.93%;8;4.88%;164
NORDESTE;25;PB;250880;MALTA;1;0.82%;4;3.28%;79;64.75%;15;12.3%;11;9.02%;12;9.84%;122
NORDESTE;25;PB;250890;MAMANGUAPE;25;2.53%;26;2.63%;564;57.03%;181;18.3%;104;10.52%;89;9%;989
NORDESTE;25;PB;250900;MANAIRA;12;2.53%;22;4.64%;305;64.35%;78;16.46%;37;7.81%;20;4.22%;474
NORDESTE;25;PB;250905;MARCACAO;11;2.57%;12;2.8%;268;62.62%;68;15.89%;48;11.21%;21;4.91%;428
NORDESTE;25;PB;250910;MARI;23;2.01%;35;3.06%;701;61.22%;188;16.42%;124;10.83%;74;6.46%;1.145
NORDESTE;25;PB;250915;MARIZOPOLIS;9;3.36%;5;1.87%;152;56.72%;52;19.4%;34;12.69%;16;5.97%;268
NORDESTE;25;PB;250920;MASSARANDUBA;9;1.64%;19;3.47%;322;58.76%;92;16.79%;64;11.68%;42;7.66%;548
NORDESTE;25;PB;250930;MATARACA;32;4.1%;28;3.59%;469;60.05%;132;16.9%;71;9.09%;49;6.27%;781
NORDESTE;25;PB;250933;MATINHAS;5;3.07%;8;4.91%;49;30.06%;22;13.5%;30;18.4%;49;30.06%;163
NORDESTE;25;PB;250937;MATO GROSSO;4;3.77%;3;2.83%;48;45.28%;24;22.64%;16;15.09%;11;10.38%;106
NORDESTE;25;PB;250939;MATUREIA;5;0.93%;18;3.36%;375;70.09%;81;15.14%;31;5.79%;25;4.67%;535
NORDESTE;25;PB;250940;MOGEIRO;17;2.11%;20;2.49%;465;57.84%;136;16.92%;112;13.93%;54;6.72%;804
NORDESTE;25;PB;250950;MONTADAS;14;5.11%;18;6.57%;167;60.95%;34;12.41%;25;9.12%;16;5.84%;274
NORDESTE;25;PB;250960;MONTE HOREBE;4;1.56%;11;4.3%;177;69.14%;33;12.89%;23;8.98%;8;3.13%;256
NORDESTE;25;PB;250970;MONTEIRO;22;1.33%;56;3.39%;1.029;62.33%;270;16.35%;169;10.24%;105;6.36%;1.651
NORDESTE;25;PB;250980;MULUNGU;6;1.21%;23;4.63%;274;55.13%;86;17.3%;64;12.88%;44;8.85%;497
NORDESTE;25;PB;250990;NATUBA;9;2%;12;2.67%;265;59.02%;84;18.71%;45;10.02%;34;7.57%;449
NORDESTE;25;PB;251000;NAZAREZINHO;6;2.6%;10;4.33%;126;54.55%;38;16.45%;28;12.12%;23;9.96%;231
NORDESTE;25;PB;251010;NOVA FLORESTA;7;1.55%;25;5.52%;277;61.15%;71;15.67%;41;9.05%;32;7.06%;453
NORDESTE;25;PB;251020;NOVA OLINDA;5;1.34%;18;4.83%;269;72.12%;49;13.14%;24;6.43%;8;2.14%;373
NORDESTE;25;PB;251030;NOVA PALMEIRA;2;2.17%;3;3.26%;60;65.22%;11;11.96%;12;13.04%;4;4.35%;92
NORDESTE;25;PB;251040;OLHO D'AGUA;13;5.99%;13;5.99%;113;52.07%;26;11.98%;28;12.9%;24;11.06%;217
NORDESTE;25;PB;251050;OLIVEDOS;6;3.87%;8;5.16%;81;52.26%;29;18.71%;21;13.55%;10;6.45%;155
NORDESTE;25;PB;251060;OURO VELHO;1;1.02%;1;1.02%;80;81.63%;8;8.16%;4;4.08%;4;4.08%;98
NORDESTE;25;PB;251065;PARARI;1;1.16%;0;-;50;58.14%;21;24.42%;10;11.63%;4;4.65%;86
NORDESTE;25;PB;251070;PASSAGEM;0;-;5;4.42%;66;58.41%;24;21.24%;10;8.85%;8;7.08%;113
NORDESTE;25;PB;251080;PATOS;38;1.68%;90;3.98%;1.435;63.47%;340;15.04%;213;9.42%;145;6.41%;2.261
NORDESTE;25;PB;251090;PAULISTA;14;3%;15;3.22%;230;49.36%;97;20.82%;55;11.8%;55;11.8%;466
NORDESTE;25;PB;251100;PEDRA BRANCA;4;2.38%;7;4.17%;119;70.83%;20;11.9%;12;7.14%;6;3.57%;168
NORDESTE;25;PB;251110;PEDRA LAVRADA;7;3.11%;4;1.78%;140;62.22%;38;16.89%;20;8.89%;16;7.11%;225
NORDESTE;25;PB;251120;PEDRAS DE FOGO;55;3.06%;60;3.33%;1.007;55.94%;305;16.94%;241;13.39%;132;7.33%;1.800
NORDESTE;25;PB;251272;PEDRO REGIS;5;2.76%;6;3.31%;111;61.33%;24;13.26%;23;12.71%;12;6.63%;181
NORDESTE;25;PB;251130;PIANCO;10;1.85%;18;3.33%;328;60.63%;95;17.56%;47;8.69%;43;7.95%;541
NORDESTE;25;PB;251140;PICUI;22;2.7%;22;2.7%;493;60.57%;145;17.81%;76;9.34%;56;6.88%;814
NORDESTE;25;PB;251150;PILAR;7;1.04%;23;3.42%;403;59.97%;106;15.77%;79;11.76%;54;8.04%;672
NORDESTE;25;PB;251160;PILOES;17;4.2%;12;2.96%;216;53.33%;84;20.74%;55;13.58%;21;5.19%;405
NORDESTE;25;PB;251170;PILOEZINHOS;15;4.27%;13;3.7%;220;62.68%;45;12.82%;36;10.26%;22;6.27%;351
NORDESTE;25;PB;251180;PIRPIRITUBA;4;1.35%;13;4.39%;170;57.43%;54;18.24%;28;9.46%;27;9.12%;296
NORDESTE;25;PB;251190;PITIMBU;1;1.06%;1;1.06%;64;68.09%;17;18.09%;4;4.26%;7;7.45%;94
NORDESTE;25;PB;251200;POCINHOS;17;2.19%;31;3.98%;513;65.94%;103;13.24%;57;7.33%;57;7.33%;778
NORDESTE;25;PB;251203;POCO DANTAS;5;2.5%;3;1.5%;124;62%;33;16.5%;24;12%;11;5.5%;200
NORDESTE;25;PB;251207;POCO DE JOSE DE MOURA;3;1.66%;5;2.76%;86;47.51%;37;20.44%;31;17.13%;19;10.5%;181
NORDESTE;25;PB;251210;POMBAL;16;1.92%;33;3.95%;482;57.72%;135;16.17%;98;11.74%;71;8.5%;835
NORDESTE;25;PB;251220;PRATA;4;1.49%;13;4.83%;182;67.66%;37;13.75%;25;9.29%;8;2.97%;269
NORDESTE;25;PB;251230;PRINCESA ISABEL;20;2.13%;30;3.2%;570;60.83%;162;17.29%;92;9.82%;63;6.72%;937
NORDESTE;25;PB;251240;PUXINANA;13;1.89%;16;2.33%;429;62.35%;122;17.73%;74;10.76%;34;4.94%;688
NORDESTE;25;PB;251250;QUEIMADAS;63;2.35%;76;2.84%;1.637;61.17%;454;16.97%;269;10.05%;177;6.61%;2.676
NORDESTE;25;PB;251260;QUIXABA;0;-;6;6%;68;68%;13;13%;7;7%;6;6%;100
NORDESTE;25;PB;251270;REMIGIO;13;2.8%;19;4.09%;277;59.57%;85;18.28%;44;9.46%;27;5.81%;465
NORDESTE;25;PB;251274;RIACHAO;5;2.66%;18;9.57%;111;59.04%;33;17.55%;16;8.51%;5;2.66%;188
NORDESTE;25;PB;251275;RIACHAO DO BACAMARTE;8;3.35%;11;4.6%;138;57.74%;39;16.32%;26;10.88%;17;7.11%;239
NORDESTE;25;PB;251276;RIACHAO DO POCO;3;1.52%;6;3.05%;138;70.05%;22;11.17%;20;10.15%;8;4.06%;197
NORDESTE;25;PB;251278;RIACHO DE SANTO ANTONIO;0;-;3;2.63%;45;39.47%;21;18.42%;17;14.91%;28;24.56%;114
NORDESTE;25;PB;251280;RIACHO DOS CAVALOS;7;1.59%;6;1.36%;202;45.91%;106;24.09%;65;14.77%;54;12.27%;440
NORDESTE;25;PB;251290;RIO TINTO;29;2.64%;30;2.73%;722;65.64%;165;15%;79;7.18%;75;6.82%;1.100
NORDESTE;25;PB;251300;SALGADINHO;1;0.65%;11;7.14%;95;61.69%;26;16.88%;14;9.09%;7;4.55%;154
NORDESTE;25;PB;251310;SALGADO DE SAO FELIX;14;2.27%;23;3.73%;379;61.43%;90;14.59%;69;11.18%;42;6.81%;617
NORDESTE;25;PB;251315;SANTA CECILIA;4;2.33%;9;5.23%;89;51.74%;37;21.51%;22;12.79%;11;6.4%;172
NORDESTE;25;PB;251320;SANTA CRUZ;4;1.36%;6;2.04%;164;55.78%;48;16.33%;42;14.29%;30;10.2%;294
NORDESTE;25;PB;251330;SANTA HELENA;5;1.97%;4;1.57%;175;68.9%;41;16.14%;22;8.66%;7;2.76%;254
NORDESTE;25;PB;251335;SANTA INES;8;5.06%;7;4.43%;89;56.33%;29;18.35%;17;10.76%;8;5.06%;158
NORDESTE;25;PB;251340;SANTA LUZIA;8;1.57%;27;5.31%;294;57.87%;88;17.32%;49;9.65%;42;8.27%;508
NORDESTE;25;PB;251370;SANTA RITA;81;3.49%;98;4.22%;1.329;57.26%;366;15.77%;263;11.33%;184;7.93%;2.321
NORDESTE;25;PB;251380;SANTA TERESINHA;4;2.02%;10;5.05%;111;56.06%;37;18.69%;21;10.61%;15;7.58%;198
NORDESTE;25;PB;251350;SANTANA DE MANGUEIRA;1;0.45%;6;2.68%;157;70.09%;34;15.18%;19;8.48%;7;3.13%;224
NORDESTE;25;PB;251360;SANTANA DOS GARROTES;15;3.69%;18;4.43%;257;63.3%;61;15.02%;38;9.36%;17;4.19%;406
NORDESTE;25;PB;251385;SANTO ANDRE;2;1.29%;1;0.65%;99;63.87%;27;17.42%;16;10.32%;10;6.45%;155
NORDESTE;25;PB;251392;SAO BENTINHO;2;0.81%;7;2.82%;147;59.27%;33;13.31%;37;14.92%;22;8.87%;248
NORDESTE;25;PB;251390;SAO BENTO;21;2.68%;16;2.04%;425;54.21%;105;13.39%;126;16.07%;91;11.61%;784
NORDESTE;25;PB;251396;SAO DOMINGOS;1;1.59%;0;-;30;47.62%;12;19.05%;10;15.87%;10;15.87%;63
NORDESTE;25;PB;251394;SAO DOMINGOS DO CARIRI;1;1.01%;4;4.04%;57;57.58%;27;27.27%;7;7.07%;3;3.03%;99
NORDESTE;25;PB;251398;SAO FRANCISCO;0;-;10;4.48%;124;55.61%;33;14.8%;37;16.59%;19;8.52%;223
NORDESTE;25;PB;251400;SAO JOAO DO CARIRI;2;0.89%;7;3.13%;165;73.66%;26;11.61%;14;6.25%;10;4.46%;224
NORDESTE;25;PB;250070;SAO JOAO DO RIO DO PEIXE;15;2.42%;22;3.55%;336;54.28%;121;19.55%;87;14.05%;38;6.14%;619
NORDESTE;25;PB;251410;SAO JOAO DO TIGRE;2;0.84%;4;1.69%;179;75.53%;31;13.08%;12;5.06%;9;3.8%;237
NORDESTE;25;PB;251420;SAO JOSE DA LAGOA TAPADA;16;5.56%;17;5.9%;155;53.82%;51;17.71%;28;9.72%;21;7.29%;288
NORDESTE;25;PB;251430;SAO JOSE DE CAIANA;4;1.67%;7;2.92%;154;64.17%;32;13.33%;30;12.5%;13;5.42%;240
NORDESTE;25;PB;251440;SAO JOSE DE ESPINHARAS;1;0.41%;4;1.66%;160;66.39%;34;14.11%;36;14.94%;6;2.49%;241
NORDESTE;25;PB;251450;SAO JOSE DE PIRANHAS;21;2.38%;31;3.51%;496;56.24%;151;17.12%;126;14.29%;57;6.46%;882
NORDESTE;25;PB;251455;SAO JOSE DE PRINCESA;5;2.98%;2;1.19%;100;59.52%;34;20.24%;17;10.12%;10;5.95%;168
NORDESTE;25;PB;251460;SAO JOSE DO BONFIM;1;0.75%;9;6.72%;75;55.97%;26;19.4%;14;10.45%;9;6.72%;134
NORDESTE;25;PB;251465;SAO JOSE DO BREJO DO CRUZ;0;-;1;1.11%;44;48.89%;21;23.33%;20;22.22%;4;4.44%;90
NORDESTE;25;PB;251470;SAO JOSE DO SABUGI;2;1.55%;2;1.55%;69;53.49%;20;15.5%;21;16.28%;15;11.63%;129
NORDESTE;25;PB;251480;SAO JOSE DOS CORDEIROS;5;2.4%;5;2.4%;131;62.98%;39;18.75%;22;10.58%;6;2.88%;208
NORDESTE;25;PB;251445;SAO JOSE DOS RAMOS;5;1.33%;9;2.4%;194;51.73%;72;19.2%;38;10.13%;57;15.2%;375
NORDESTE;25;PB;251490;SAO MAMEDE;8;3.33%;6;2.5%;134;55.83%;50;20.83%;26;10.83%;16;6.67%;240
NORDESTE;25;PB;251500;SAO MIGUEL DE TAIPU;14;2.72%;15;2.91%;321;62.33%;83;16.12%;53;10.29%;29;5.63%;515
NORDESTE;25;PB;251510;SAO SEBASTIAO DE LAGOA DE ROCA;11;2.82%;15;3.85%;265;67.95%;46;11.79%;25;6.41%;28;7.18%;390
NORDESTE;25;PB;251520;SAO SEBASTIAO DO UMBUZEIRO;1;0.68%;6;4.08%;71;48.3%;27;18.37%;24;16.33%;18;12.24%;147
NORDESTE;25;PB;251540;SAO VICENTE DO SERIDO;10;1.62%;9;1.46%;379;61.53%;120;19.48%;69;11.2%;29;4.71%;616
