Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
NORDESTE;27;AL;270810;SANTANA DO MUNDAU;6;2.44%;9;3.66%;160;65.04%;41;16.67%;16;6.5%;14;5.69%;246
NORDESTE;27;AL;270820;SAO BRAS;10;3.7%;12;4.44%;171;63.33%;33;12.22%;26;9.63%;18;6.67%;270
NORDESTE;27;AL;270830;SAO JOSE DA LAJE;28;2.43%;30;2.6%;663;57.5%;199;17.26%;136;11.8%;97;8.41%;1.153
NORDESTE;27;AL;270840;SAO JOSE DA TAPERA;64;3.38%;63;3.33%;1.208;63.81%;305;16.11%;163;8.61%;90;4.75%;1.893
NORDESTE;27;AL;270850;SAO LUIS DO QUITUNDE;2;1.27%;5;3.16%;99;62.66%;28;17.72%;16;10.13%;8;5.06%;158
NORDESTE;27;AL;270860;SAO MIGUEL DOS CAMPOS;45;4.21%;43;4.02%;636;59.44%;167;15.61%;103;9.63%;76;7.1%;1.070
NORDESTE;27;AL;270870;SAO MIGUEL DOS MILAGRES;2;6.67%;2;6.67%;16;53.33%;3;10%;5;16.67%;2;6.67%;30
NORDESTE;27;AL;270880;SAO SEBASTIAO;8;1.03%;33;4.26%;497;64.13%;125;16.13%;75;9.68%;37;4.77%;775
NORDESTE;27;AL;270890;SATUBA;0;-;0;-;2;28.57%;1;14.29%;0;-;4;57.14%;7
NORDESTE;27;AL;270895;SENADOR RUI PALMEIRA;20;3.2%;33;5.28%;440;70.4%;75;12%;36;5.76%;21;3.36%;625
NORDESTE;27;AL;270900;TANQUE D'ARCA;9;2.88%;11;3.53%;180;57.69%;63;20.19%;37;11.86%;12;3.85%;312
NORDESTE;27;AL;270910;TAQUARANA;18;2.59%;26;3.75%;425;61.24%;124;17.87%;68;9.8%;33;4.76%;694
NORDESTE;27;AL;270915;TEOTONIO VILELA;16;0.89%;55;3.06%;1.119;62.31%;299;16.65%;182;10.13%;125;6.96%;1.796
NORDESTE;27;AL;270920;TRAIPU;25;3.91%;27;4.22%;389;60.78%;109;17.03%;54;8.44%;36;5.63%;640
NORDESTE;27;AL;270930;UNIAO DOS PALMARES;8;1.81%;13;2.95%;327;74.15%;46;10.43%;32;7.26%;15;3.4%;441
NORDESTE;27;AL;270940;VICOSA;28;4.12%;22;3.24%;387;56.91%;123;18.09%;68;10%;52;7.65%;680
TOTAL ESTADO ALAGOAS;;;;;1.582;2.68%;2.185;3.7%;36.873;62.46%;9.069;15.36%;5.633;9.54%;3.688;6.25%;59.030
NORDESTE;29;BA;290010;ABAIRA;5;2.3%;7;3.23%;134;61.75%;37;17.05%;21;9.68%;13;5.99%;217
NORDESTE;29;BA;290020;ABARE;3;0.68%;17;3.86%;295;67.05%;69;15.68%;36;8.18%;20;4.55%;440
NORDESTE;29;BA;290030;ACAJUTIBA;0;-;0;-;43;72.88%;7;11.86%;6;10.17%;3;5.08%;59
NORDESTE;29;BA;290035;ADUSTINA;9;3%;9;3%;208;69.33%;42;14%;26;8.67%;6;2%;300
NORDESTE;29;BA;290040;AGUA FRIA;2;4.88%;1;2.44%;28;68.29%;5;12.2%;3;7.32%;2;4.88%;41
NORDESTE;29;BA;290060;AIQUARA;0;-;0;-;0;-;1;100%;0;-;0;-;1
NORDESTE;29;BA;290070;ALAGOINHAS;93;2.72%;165;4.83%;2.342;68.6%;422;12.36%;248;7.26%;144;4.22%;3.414
NORDESTE;29;BA;290080;ALCOBACA;21;4.62%;26;5.71%;281;61.76%;61;13.41%;42;9.23%;24;5.27%;455
NORDESTE;29;BA;290090;ALMADINA;4;1.73%;8;3.46%;137;59.31%;44;19.05%;27;11.69%;11;4.76%;231
NORDESTE;29;BA;290100;AMARGOSA;4;1.17%;11;3.21%;209;60.93%;50;14.58%;40;11.66%;29;8.45%;343
NORDESTE;29;BA;290110;AMELIA RODRIGUES;1;2.94%;1;2.94%;17;50%;8;23.53%;6;17.65%;1;2.94%;34
NORDESTE;29;BA;290115;AMERICA DOURADA;0;-;2;2.27%;72;81.82%;8;9.09%;6;6.82%;0;-;88
NORDESTE;29;BA;290120;ANAGE;34;3.85%;49;5.56%;546;61.9%;147;16.67%;69;7.82%;37;4.2%;882
NORDESTE;29;BA;290130;ANDARAI;1;0.43%;0;-;173;73.62%;46;19.57%;11;4.68%;4;1.7%;235
NORDESTE;29;BA;290135;ANDORINHA;2;2.44%;5;6.1%;54;65.85%;10;12.2%;7;8.54%;4;4.88%;82
NORDESTE;29;BA;290140;ANGICAL;3;3.06%;6;6.12%;66;67.35%;12;12.24%;7;7.14%;4;4.08%;98
NORDESTE;29;BA;290150;ANGUERA;1;2.5%;0;-;15;37.5%;7;17.5%;12;30%;5;12.5%;40
NORDESTE;29;BA;290160;ANTAS;0;-;0;-;16;66.67%;4;16.67%;2;8.33%;2;8.33%;24
NORDESTE;29;BA;290170;ANTONIO CARDOSO;11;2.28%;16;3.32%;311;64.52%;84;17.43%;42;8.71%;18;3.73%;482
NORDESTE;29;BA;290180;ANTONIO GONCALVES;4;1.5%;13;4.87%;173;64.79%;41;15.36%;25;9.36%;11;4.12%;267
NORDESTE;29;BA;290190;APORA;0;-;0;-;2;33.33%;3;50%;0;-;1;16.67%;6
NORDESTE;29;BA;290195;APUAREMA;2;1.19%;8;4.76%;106;63.1%;30;17.86%;13;7.74%;9;5.36%;168
NORDESTE;29;BA;290205;ARACAS;7;3.87%;12;6.63%;115;63.54%;25;13.81%;13;7.18%;9;4.97%;181
NORDESTE;29;BA;290200;ARACATU;5;1.19%;7;1.66%;298;70.78%;61;14.49%;35;8.31%;15;3.56%;421
NORDESTE;29;BA;290210;ARACI;9;2.49%;18;4.99%;249;68.98%;56;15.51%;18;4.99%;11;3.05%;361
NORDESTE;29;BA;290220;ARAMARI;0;-;0;-;0;-;2;100%;0;-;0;-;2
NORDESTE;29;BA;290225;ARATACA;0;-;0;-;6;85.71%;1;14.29%;0;-;0;-;7
NORDESTE;29;BA;290230;ARATUIPE;5;1.22%;21;5.12%;234;57.07%;73;17.8%;51;12.44%;26;6.34%;410
NORDESTE;29;BA;290240;AURELINO LEAL;14;2.9%;14;2.9%;311;64.52%;68;14.11%;49;10.17%;26;5.39%;482
NORDESTE;29;BA;290250;BAIANOPOLIS;8;1.63%;31;6.31%;339;69.04%;70;14.26%;33;6.72%;10;2.04%;491
NORDESTE;29;BA;290260;BAIXA GRANDE;18;7.06%;12;4.71%;144;56.47%;38;14.9%;25;9.8%;18;7.06%;255
NORDESTE;29;BA;290265;BANZAE;0;-;2;3.85%;34;65.38%;10;19.23%;4;7.69%;2;3.85%;52
NORDESTE;29;BA;290270;BARRA;90;3.99%;131;5.81%;1.548;68.71%;256;11.36%;137;6.08%;91;4.04%;2.253
NORDESTE;29;BA;290280;BARRA DA ESTIVA;26;2.25%;43;3.73%;721;62.48%;231;20.02%;94;8.15%;39;3.38%;1.154
NORDESTE;29;BA;290290;BARRA DO CHOCA;20;2.2%;37;4.06%;624;68.5%;141;15.48%;64;7.03%;25;2.74%;911
NORDESTE;29;BA;290300;BARRA DO MENDES;13;1.9%;31;4.53%;467;68.18%;105;15.33%;45;6.57%;24;3.5%;685
NORDESTE;29;BA;290310;BARRA DO ROCHA;2;2.04%;2;2.04%;63;64.29%;18;18.37%;7;7.14%;6;6.12%;98
NORDESTE;29;BA;290320;BARREIRAS;58;2.4%;105;4.34%;1.504;62.2%;408;16.87%;216;8.93%;127;5.25%;2.418
NORDESTE;29;BA;290323;BARRO ALTO;11;6.92%;6;3.77%;104;65.41%;19;11.95%;11;6.92%;8;5.03%;159
NORDESTE;29;BA;290330;BARRO PRETO;1;5.26%;1;5.26%;16;84.21%;0;-;0;-;1;5.26%;19
NORDESTE;29;BA;290327;BARROCAS;11;1.88%;21;3.58%;359;61.26%;104;17.75%;65;11.09%;26;4.44%;586
NORDESTE;29;BA;290340;BELMONTE;9;2.5%;25;6.94%;234;65%;41;11.39%;36;10%;15;4.17%;360
NORDESTE;29;BA;290350;BELO CAMPO;13;3.5%;16;4.31%;274;73.85%;43;11.59%;17;4.58%;8;2.16%;371
NORDESTE;29;BA;290360;BIRITINGA;14;2.53%;24;4.34%;371;67.09%;75;13.56%;39;7.05%;30;5.42%;553
NORDESTE;29;BA;290370;BOA NOVA;0;-;7;8.24%;60;70.59%;9;10.59%;6;7.06%;3;3.53%;85
NORDESTE;29;BA;290380;BOA VISTA DO TUPIM;25;3.58%;11;1.57%;327;46.78%;159;22.75%;103;14.74%;74;10.59%;699
NORDESTE;29;BA;290390;BOM JESUS DA LAPA;101;3.1%;141;4.33%;2.074;63.72%;503;15.45%;260;7.99%;176;5.41%;3.255
NORDESTE;29;BA;290395;BOM JESUS DA SERRA;1;3.03%;4;12.12%;23;69.7%;3;9.09%;2;6.06%;0;-;33
NORDESTE;29;BA;290400;BONINAL;8;1.72%;26;5.6%;300;64.66%;84;18.1%;27;5.82%;19;4.09%;464
NORDESTE;29;BA;290405;BONITO;6;3.82%;4;2.55%;117;74.52%;22;14.01%;6;3.82%;2;1.27%;157
NORDESTE;29;BA;290410;BOQUIRA;25;4.69%;15;2.81%;371;69.61%;69;12.95%;37;6.94%;16;3%;533
NORDESTE;29;BA;290420;BOTUPORA;6;1.57%;17;4.45%;236;61.78%;78;20.42%;32;8.38%;13;3.4%;382
NORDESTE;29;BA;290430;BREJOES;0;-;0;-;8;72.73%;1;9.09%;1;9.09%;1;9.09%;11
NORDESTE;29;BA;290440;BREJOLANDIA;2;1.32%;8;5.26%;97;63.82%;28;18.42%;15;9.87%;2;1.32%;152
NORDESTE;29;BA;290450;BROTAS DE MACAUBAS;3;2.38%;6;4.76%;99;78.57%;10;7.94%;6;4.76%;2;1.59%;126
NORDESTE;29;BA;290460;BRUMADO;0;-;4;2.37%;115;68.05%;22;13.02%;19;11.24%;9;5.33%;169
NORDESTE;29;BA;290470;BUERAREMA;8;13.11%;6;9.84%;30;49.18%;10;16.39%;3;4.92%;4;6.56%;61
NORDESTE;29;BA;290475;BURITIRAMA;1;1.41%;3;4.23%;41;57.75%;13;18.31%;12;16.9%;1;1.41%;71
NORDESTE;29;BA;290480;CAATIBA;1;0.71%;5;3.55%;94;66.67%;25;17.73%;13;9.22%;3;2.13%;141
NORDESTE;29;BA;290485;CABACEIRAS DO PARAGUACU;27;3.07%;34;3.87%;494;56.2%;222;25.26%;82;9.33%;20;2.28%;879
NORDESTE;29;BA;290490;CACHOEIRA;35;4.21%;37;4.45%;422;50.78%;156;18.77%;92;11.07%;89;10.71%;831
NORDESTE;29;BA;290500;CACULE;2;1.01%;11;5.56%;145;73.23%;20;10.1%;14;7.07%;6;3.03%;198
NORDESTE;29;BA;290510;CAEM;2;1.28%;6;3.85%;100;64.1%;26;16.67%;14;8.97%;8;5.13%;156
NORDESTE;29;BA;290515;CAETANOS;12;2.07%;18;3.1%;399;68.79%;71;12.24%;58;10%;22;3.79%;580
NORDESTE;29;BA;290520;CAETITE;5;1.5%;15;4.5%;212;63.66%;51;15.32%;31;9.31%;19;5.71%;333
NORDESTE;29;BA;290530;CAFARNAUM;1;0.68%;4;2.7%;112;75.68%;16;10.81%;7;4.73%;8;5.41%;148
NORDESTE;29;BA;290540;CAIRU;14;4.61%;14;4.61%;181;59.54%;43;14.14%;31;10.2%;21;6.91%;304
NORDESTE;29;BA;290550;CALDEIRAO GRANDE;12;2.36%;24;4.72%;357;70.28%;74;14.57%;27;5.31%;14;2.76%;508
NORDESTE;29;BA;290560;CAMACAN;0;-;0;-;13;68.42%;3;15.79%;2;10.53%;1;5.26%;19
NORDESTE;29;BA;290570;CAMACARI;17;2.03%;25;2.98%;533;63.53%;135;16.09%;80;9.54%;49;5.84%;839
NORDESTE;29;BA;290580;CAMAMU;29;3.32%;26;2.97%;634;72.54%;113;12.93%;50;5.72%;22;2.52%;874
NORDESTE;29;BA;290590;CAMPO ALEGRE DE LOURDES;3;2.94%;4;3.92%;66;64.71%;18;17.65%;6;5.88%;5;4.9%;102
NORDESTE;29;BA;290600;CAMPO FORMOSO;68;3.13%;117;5.38%;1.430;65.75%;326;14.99%;144;6.62%;90;4.14%;2.175
NORDESTE;29;BA;290610;CANAPOLIS;12;3.47%;25;7.23%;205;59.25%;54;15.61%;30;8.67%;20;5.78%;346
NORDESTE;29;BA;290620;CANARANA;32;1.84%;104;5.98%;1.209;69.48%;226;12.99%;123;7.07%;46;2.64%;1.740
NORDESTE;29;BA;290630;CANAVIEIRAS;16;2.71%;28;4.75%;411;69.66%;68;11.53%;39;6.61%;28;4.75%;590
NORDESTE;29;BA;290640;CANDEAL;8;2.84%;13;4.61%;190;67.38%;37;13.12%;15;5.32%;19;6.74%;282
NORDESTE;29;BA;290650;CANDEIAS;13;0.9%;27;1.87%;1.106;76.49%;175;12.1%;66;4.56%;59;4.08%;1.446
NORDESTE;29;BA;290660;CANDIBA;2;4%;1;2%;30;60%;11;22%;5;10%;1;2%;50
NORDESTE;29;BA;290670;CANDIDO SALES;23;2.82%;48;5.88%;539;66.05%;115;14.09%;57;6.99%;34;4.17%;816
NORDESTE;29;BA;290680;CANSANCAO;38;2.33%;47;2.88%;926;56.67%;273;16.71%;195;11.93%;155;9.49%;1.634
NORDESTE;29;BA;290682;CANUDOS;1;9.09%;0;-;8;72.73%;2;18.18%;0;-;0;-;11
NORDESTE;29;BA;290685;CAPELA DO ALTO ALEGRE;7;2.87%;5;2.05%;152;62.3%;39;15.98%;28;11.48%;13;5.33%;244
NORDESTE;29;BA;290687;CAPIM GROSSO;1;6.25%;1;6.25%;8;50%;4;25%;0;-;2;12.5%;16
NORDESTE;29;BA;290689;CARAIBAS;11;2.52%;12;2.75%;286;65.6%;60;13.76%;43;9.86%;24;5.5%;436
NORDESTE;29;BA;290690;CARAVELAS;47;4.57%;31;3.02%;611;59.44%;178;17.32%;128;12.45%;33;3.21%;1.028
NORDESTE;29;BA;290700;CARDEAL DA SILVA;14;3.37%;18;4.34%;226;54.46%;81;19.52%;47;11.33%;29;6.99%;415
NORDESTE;29;BA;290710;CARINHANHA;33;3.97%;44;5.29%;539;64.86%;128;15.4%;44;5.29%;43;5.17%;831
NORDESTE;29;BA;290720;CASA NOVA;63;3.31%;87;4.56%;1.276;66.95%;269;14.11%;132;6.93%;79;4.14%;1.906
NORDESTE;29;BA;290730;CASTRO ALVES;0;-;1;1.85%;34;62.96%;10;18.52%;6;11.11%;3;5.56%;54
NORDESTE;29;BA;290740;CATOLANDIA;5;2.4%;8;3.85%;138;66.35%;36;17.31%;11;5.29%;10;4.81%;208
NORDESTE;29;BA;290750;CATU;29;3.22%;39;4.33%;529;58.78%;141;15.67%;95;10.56%;67;7.44%;900
NORDESTE;29;BA;290755;CATURAMA;4;1.98%;12;5.94%;129;63.86%;32;15.84%;18;8.91%;7;3.47%;202
NORDESTE;29;BA;290760;CENTRAL;12;7.02%;17;9.94%;91;53.22%;25;14.62%;16;9.36%;10;5.85%;171
NORDESTE;29;BA;290770;CHORROCHO;4;5.26%;4;5.26%;54;71.05%;6;7.89%;3;3.95%;5;6.58%;76
NORDESTE;29;BA;290780;CICERO DANTAS;9;2.58%;17;4.87%;253;72.49%;44;12.61%;16;4.58%;10;2.87%;349
NORDESTE;29;BA;290790;CIPO;3;2.73%;3;2.73%;67;60.91%;15;13.64%;14;12.73%;8;7.27%;110
NORDESTE;29;BA;290800;COARACI;2;2.99%;5;7.46%;39;58.21%;8;11.94%;7;10.45%;6;8.96%;67
NORDESTE;29;BA;290810;COCOS;8;1.81%;18;4.07%;271;61.31%;90;20.36%;42;9.5%;13;2.94%;442
NORDESTE;29;BA;290820;CONCEICAO DA FEIRA;1;2.27%;6;13.64%;20;45.45%;7;15.91%;6;13.64%;4;9.09%;44
NORDESTE;29;BA;290830;CONCEICAO DO ALMEIDA;12;2.01%;8;1.34%;276;46.31%;151;25.34%;90;15.1%;59;9.9%;596
NORDESTE;29;BA;290840;CONCEICAO DO COITE;9;2.74%;20;6.08%;196;59.57%;65;19.76%;18;5.47%;21;6.38%;329
NORDESTE;29;BA;290850;CONCEICAO DO JACUIPE;15;3.88%;11;2.84%;221;57.11%;68;17.57%;49;12.66%;23;5.94%;387
NORDESTE;29;BA;290860;CONDE;44;3.47%;69;5.44%;779;61.44%;185;14.59%;84;6.62%;107;8.44%;1.268
NORDESTE;29;BA;290870;CONDEUBA;4;2.42%;7;4.24%;112;67.88%;23;13.94%;11;6.67%;8;4.85%;165
NORDESTE;29;BA;290880;CONTENDAS DO SINCORA;0;-;7;3.74%;133;71.12%;29;15.51%;9;4.81%;9;4.81%;187
NORDESTE;29;BA;290890;CORACAO DE MARIA;12;3.26%;14;3.8%;217;58.97%;67;18.21%;34;9.24%;24;6.52%;368
NORDESTE;29;BA;290900;CORDEIROS;1;0.37%;6;2.25%;173;64.79%;44;16.48%;27;10.11%;16;5.99%;267
NORDESTE;29;BA;290910;CORIBE;4;3.45%;2;1.72%;87;75%;14;12.07%;4;3.45%;5;4.31%;116
NORDESTE;29;BA;290920;CORONEL JOAO SA;14;3.15%;21;4.73%;315;70.95%;56;12.61%;25;5.63%;13;2.93%;444
NORDESTE;29;BA;290930;CORRENTINA;2;1.96%;2;1.96%;62;60.78%;18;17.65%;10;9.8%;8;7.84%;102
NORDESTE;29;BA;290940;COTEGIPE;20;4.42%;27;5.97%;324;71.68%;51;11.28%;20;4.42%;10;2.21%;452
NORDESTE;29;BA;290950;CRAVOLANDIA;1;1%;5;5%;69;69%;16;16%;7;7%;2;2%;100
NORDESTE;29;BA;290960;CRISOPOLIS;23;3.59%;25;3.9%;408;63.65%;103;16.07%;51;7.96%;31;4.84%;641
NORDESTE;29;BA;290970;CRISTOPOLIS;19;3.07%;34;5.49%;431;69.63%;81;13.09%;37;5.98%;17;2.75%;619
NORDESTE;29;BA;290980;CRUZ DAS ALMAS;2;2.53%;2;2.53%;49;62.03%;12;15.19%;5;6.33%;9;11.39%;79
NORDESTE;29;BA;290990;CURACA;7;6.36%;2;1.82%;65;59.09%;19;17.27%;11;10%;6;5.45%;110
NORDESTE;29;BA;291000;DARIO MEIRA;0;-;0;-;44;75.86%;9;15.52%;4;6.9%;1;1.72%;58
NORDESTE;29;BA;291005;DIAS D'AVILA;1;1.03%;6;6.19%;58;59.79%;17;17.53%;6;6.19%;9;9.28%;97
NORDESTE;29;BA;291010;DOM BASILIO;7;1.74%;13;3.23%;266;66.17%;68;16.92%;36;8.96%;12;2.99%;402
NORDESTE;29;BA;291020;DOM MACEDO COSTA;5;5.43%;5;5.43%;58;63.04%;11;11.96%;8;8.7%;5;5.43%;92
NORDESTE;29;BA;291030;ELISIO MEDRADO;1;0.68%;0;-;143;96.62%;0;-;2;1.35%;2;1.35%;148
NORDESTE;29;BA;291040;ENCRUZILHADA;16;4.23%;16;4.23%;200;52.91%;67;17.72%;43;11.38%;36;9.52%;378
NORDESTE;29;BA;291050;ENTRE RIOS;9;7.5%;3;2.5%;75;62.5%;17;14.17%;12;10%;4;3.33%;120
NORDESTE;29;BA;290050;ERICO CARDOSO;8;2.27%;16;4.53%;221;62.61%;64;18.13%;30;8.5%;14;3.97%;353
NORDESTE;29;BA;291060;ESPLANADA;7;7.61%;5;5.43%;52;56.52%;16;17.39%;4;4.35%;8;8.7%;92
NORDESTE;29;BA;291070;EUCLIDES DA CUNHA;11;2.03%;22;4.06%;368;67.9%;67;12.36%;45;8.3%;29;5.35%;542
NORDESTE;29;BA;291072;EUNAPOLIS;3;1.12%;9;3.36%;176;65.67%;42;15.67%;24;8.96%;14;5.22%;268
NORDESTE;29;BA;291075;FATIMA;1;4.35%;1;4.35%;20;86.96%;0;-;0;-;1;4.35%;23
NORDESTE;29;BA;291077;FEIRA DA MATA;6;3.14%;4;2.09%;118;61.78%;46;24.08%;13;6.81%;4;2.09%;191
NORDESTE;29;BA;291080;FEIRA DE SANTANA;196;2.8%;279;3.98%;4.121;58.8%;1.113;15.88%;741;10.57%;558;7.96%;7.008
NORDESTE;29;BA;291085;FILADELFIA;12;3.92%;8;2.61%;178;58.17%;67;21.9%;27;8.82%;14;4.58%;306
NORDESTE;29;BA;291090;FIRMINO ALVES;5;3.62%;10;7.25%;80;57.97%;25;18.12%;11;7.97%;7;5.07%;138
NORDESTE;29;BA;291100;FLORESTA AZUL;0;-;0;-;7;70%;1;10%;2;20%;0;-;10
NORDESTE;29;BA;291110;FORMOSA DO RIO PRETO;1;1.16%;2;2.33%;61;70.93%;18;20.93%;3;3.49%;1;1.16%;86
NORDESTE;29;BA;291120;GANDU;18;2.47%;21;2.88%;485;66.44%;111;15.21%;64;8.77%;31;4.25%;730
NORDESTE;29;BA;291125;GAVIAO;2;1.87%;4;3.74%;63;58.88%;19;17.76%;12;11.21%;7;6.54%;107
NORDESTE;29;BA;291130;GENTIO DO OURO;8;1.62%;25;5.07%;362;73.43%;58;11.76%;25;5.07%;15;3.04%;493
NORDESTE;29;BA;291140;GLORIA;15;3.66%;10;2.44%;230;56.1%;103;25.12%;35;8.54%;17;4.15%;410
NORDESTE;29;BA;291150;GONGOGI;0;-;1;1.92%;38;73.08%;7;13.46%;6;11.54%;0;-;52
NORDESTE;29;BA;291160;GOVERNADOR MANGABEIRA;3;2.78%;3;2.78%;67;62.04%;16;14.81%;9;8.33%;10;9.26%;108
NORDESTE;29;BA;291165;GUAJERU;0;-;7;2.83%;162;65.59%;52;21.05%;18;7.29%;8;3.24%;247
NORDESTE;29;BA;291170;GUANAMBI;19;2.15%;30;3.4%;591;66.93%;112;12.68%;76;8.61%;55;6.23%;883
NORDESTE;29;BA;291180;GUARATINGA;1;1.39%;4;5.56%;47;65.28%;14;19.44%;5;6.94%;1;1.39%;72
NORDESTE;29;BA;291185;HELIOPOLIS;5;4.2%;6;5.04%;86;72.27%;12;10.08%;6;5.04%;4;3.36%;119
NORDESTE;29;BA;291190;IACU;20;3.45%;39;6.74%;390;67.36%;59;10.19%;49;8.46%;22;3.8%;579
NORDESTE;29;BA;291200;IBIASSUCE;5;1.74%;13;4.53%;178;62.02%;42;14.63%;24;8.36%;25;8.71%;287
NORDESTE;29;BA;291210;IBICARAI;9;1.58%;13;2.28%;410;71.8%;80;14.01%;38;6.65%;21;3.68%;571
NORDESTE;29;BA;291220;IBICOARA;14;2.99%;18;3.84%;247;52.67%;102;21.75%;59;12.58%;29;6.18%;469
NORDESTE;29;BA;291230;IBICUI;2;1.61%;2;1.61%;85;68.55%;22;17.74%;9;7.26%;4;3.23%;124
NORDESTE;29;BA;291240;IBIPEBA;3;1.97%;3;1.97%;98;64.47%;23;15.13%;13;8.55%;12;7.89%;152
NORDESTE;29;BA;291250;IBIPITANGA;13;2.65%;23;4.68%;282;57.43%;86;17.52%;54;11%;33;6.72%;491
NORDESTE;29;BA;291260;IBIQUERA;4;2%;6;3%;127;63.5%;26;13%;18;9%;19;9.5%;200
NORDESTE;29;BA;291270;IBIRAPITANGA;2;2.44%;5;6.1%;47;57.32%;14;17.07%;4;4.88%;10;12.2%;82
NORDESTE;29;BA;291280;IBIRAPUA;0;-;0;-;4;36.36%;1;9.09%;3;27.27%;3;27.27%;11
NORDESTE;29;BA;291290;IBIRATAIA;3;1.46%;8;3.9%;133;64.88%;30;14.63%;17;8.29%;14;6.83%;205
NORDESTE;29;BA;291300;IBITIARA;19;3.19%;21;3.52%;385;64.6%;86;14.43%;53;8.89%;32;5.37%;596
NORDESTE;29;BA;291310;IBITITA;2;1.74%;6;5.22%;53;46.09%;22;19.13%;14;12.17%;18;15.65%;115
NORDESTE;29;BA;291320;IBOTIRAMA;9;2.97%;11;3.63%;202;66.67%;45;14.85%;22;7.26%;14;4.62%;303
NORDESTE;29;BA;291330;ICHU;11;3.93%;12;4.29%;174;62.14%;43;15.36%;28;10%;12;4.29%;280
NORDESTE;29;BA;291340;IGAPORA;8;2.45%;13;3.98%;219;66.97%;53;16.21%;19;5.81%;15;4.59%;327
NORDESTE;29;BA;291345;IGRAPIUNA;16;3.46%;29;6.28%;324;70.13%;56;12.12%;16;3.46%;21;4.55%;462
NORDESTE;29;BA;291350;IGUAI;9;2.76%;10;3.07%;211;64.72%;50;15.34%;26;7.98%;20;6.13%;326
NORDESTE;29;BA;291360;ILHEUS;38;4.27%;31;3.49%;574;64.57%;127;14.29%;71;7.99%;48;5.4%;889
NORDESTE;29;BA;291370;INHAMBUPE;20;2.93%;21;3.08%;404;59.24%;122;17.89%;62;9.09%;53;7.77%;682
NORDESTE;29;BA;291380;IPECAETA;26;4.48%;23;3.97%;279;48.1%;130;22.41%;93;16.03%;29;5%;580
NORDESTE;29;BA;291390;IPIAU;23;3.12%;26;3.53%;370;50.2%;140;19%;94;12.75%;84;11.4%;737
NORDESTE;29;BA;291400;IPIRA;40;2.84%;57;4.05%;942;66.9%;219;15.55%;89;6.32%;61;4.33%;1.408
NORDESTE;29;BA;291410;IPUPIARA;7;1.61%;19;4.36%;325;74.54%;50;11.47%;27;6.19%;8;1.83%;436
NORDESTE;29;BA;291420;IRAJUBA;7;2.9%;5;2.07%;167;69.29%;35;14.52%;19;7.88%;8;3.32%;241
NORDESTE;29;BA;291430;IRAMAIA;5;2.16%;21;9.09%;148;64.07%;26;11.26%;24;10.39%;7;3.03%;231
NORDESTE;29;BA;291440;IRAQUARA;2;0.61%;16;4.85%;220;66.67%;57;17.27%;23;6.97%;12;3.64%;330
NORDESTE;29;BA;291450;IRARA;6;4.58%;5;3.82%;69;52.67%;27;20.61%;16;12.21%;8;6.11%;131
NORDESTE;29;BA;291460;IRECE;31;2.06%;43;2.86%;957;63.67%;259;17.23%;128;8.52%;85;5.66%;1.503
NORDESTE;29;BA;291465;ITABELA;21;1.94%;39;3.61%;735;67.99%;161;14.89%;79;7.31%;46;4.26%;1.081
NORDESTE;29;BA;291470;ITABERABA;12;0.57%;33;1.56%;1.240;58.55%;720;33.99%;93;4.39%;20;0.94%;2.118
NORDESTE;29;BA;291480;ITABUNA;52;3.04%;62;3.62%;1.091;63.73%;268;15.65%;128;7.48%;111;6.48%;1.712
NORDESTE;29;BA;291490;ITACARE;9;3.33%;20;7.41%;189;70%;24;8.89%;20;7.41%;8;2.96%;270
NORDESTE;29;BA;291500;ITAETE;0;-;0;-;7;100%;0;-;0;-;0;-;7
NORDESTE;29;BA;291510;ITAGI;2;0.85%;10;4.26%;160;68.09%;36;15.32%;19;8.09%;8;3.4%;235
NORDESTE;29;BA;291520;ITAGIBA;8;2.48%;17;5.26%;193;59.75%;56;17.34%;33;10.22%;16;4.95%;323
NORDESTE;29;BA;291530;ITAGIMIRIM;4;3.36%;8;6.72%;86;72.27%;13;10.92%;6;5.04%;2;1.68%;119
NORDESTE;29;BA;291535;ITAGUACU DA BAHIA;26;5.16%;35;6.94%;327;64.88%;63;12.5%;31;6.15%;22;4.37%;504
NORDESTE;29;BA;291540;ITAJU DO COLONIA;3;1.75%;4;2.34%;83;48.54%;35;20.47%;23;13.45%;23;13.45%;171
NORDESTE;29;BA;291550;ITAJUIPE;5;2.16%;7;3.03%;171;74.03%;28;12.12%;9;3.9%;11;4.76%;231
NORDESTE;29;BA;291560;ITAMARAJU;21;2.5%;31;3.69%;584;69.61%;118;14.06%;53;6.32%;32;3.81%;839
NORDESTE;29;BA;291570;ITAMARI;1;0.75%;7;5.26%;89;66.92%;21;15.79%;10;7.52%;5;3.76%;133
NORDESTE;29;BA;291580;ITAMBE;3;2.11%;6;4.23%;102;71.83%;21;14.79%;8;5.63%;2;1.41%;142
NORDESTE;29;BA;291590;ITANAGRA;16;5.3%;16;5.3%;184;60.93%;44;14.57%;27;8.94%;15;4.97%;302
NORDESTE;29;BA;291600;ITANHEM;5;4.59%;5;4.59%;54;49.54%;11;10.09%;6;5.5%;28;25.69%;109
