Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
NORDESTE;23;CE;230480;GRANJEIRO;5;2.24%;8;3.59%;141;63.23%;31;13.9%;18;8.07%;20;8.97%;223
NORDESTE;23;CE;230490;GROAIRAS;4;1.2%;12;3.59%;186;55.69%;64;19.16%;45;13.47%;23;6.89%;334
NORDESTE;23;CE;230495;GUAIUBA;19;1.57%;37;3.06%;704;58.28%;214;17.72%;148;12.25%;86;7.12%;1.208
NORDESTE;23;CE;230500;GUARACIABA DO NORTE;34;2.15%;45;2.84%;1.069;67.57%;233;14.73%;141;8.91%;60;3.79%;1.582
NORDESTE;23;CE;230510;GUARAMIRANGA;7;2.36%;4;1.35%;185;62.5%;54;18.24%;27;9.12%;19;6.42%;296
NORDESTE;23;CE;230520;HIDROLANDIA;11;1.49%;22;2.97%;533;72.03%;97;13.11%;51;6.89%;26;3.51%;740
NORDESTE;23;CE;230523;HORIZONTE;22;1.95%;26;2.3%;687;60.85%;202;17.89%;129;11.43%;63;5.58%;1.129
NORDESTE;23;CE;230526;IBARETAMA;21;3.38%;26;4.18%;324;52.09%;101;16.24%;93;14.95%;57;9.16%;622
NORDESTE;23;CE;230530;IBIAPINA;15;1.39%;31;2.87%;688;63.76%;185;17.15%;109;10.1%;51;4.73%;1.079
NORDESTE;23;CE;230533;IBICUITINGA;4;0.59%;16;2.35%;361;53.09%;175;25.74%;94;13.82%;30;4.41%;680
NORDESTE;23;CE;230535;ICAPUI;25;2.91%;18;2.09%;414;48.14%;169;19.65%;122;14.19%;112;13.02%;860
NORDESTE;23;CE;230540;ICO;68;2.31%;97;3.29%;1.687;57.3%;545;18.51%;326;11.07%;221;7.51%;2.944
NORDESTE;23;CE;230550;IGUATU;72;2.51%;95;3.31%;1.682;58.67%;543;18.94%;310;10.81%;165;5.76%;2.867
NORDESTE;23;CE;230560;INDEPENDENCIA;26;2.49%;25;2.39%;594;56.9%;202;19.35%;123;11.78%;74;7.09%;1.044
NORDESTE;23;CE;230565;IPAPORANGA;12;2.61%;10;2.17%;303;65.87%;78;16.96%;37;8.04%;20;4.35%;460
NORDESTE;23;CE;230570;IPAUMIRIM;20;3.57%;16;2.86%;323;57.68%;105;18.75%;59;10.54%;37;6.61%;560
NORDESTE;23;CE;230580;IPU;43;2.25%;56;2.93%;1.037;54.18%;434;22.68%;199;10.4%;145;7.58%;1.914
NORDESTE;23;CE;230590;IPUEIRAS;28;1.76%;61;3.84%;1.021;64.21%;289;18.18%;123;7.74%;68;4.28%;1.590
NORDESTE;23;CE;230600;IRACEMA;8;1.67%;17;3.55%;309;64.51%;76;15.87%;49;10.23%;20;4.18%;479
NORDESTE;23;CE;230610;IRAUCUBA;34;2.32%;48;3.27%;812;55.31%;329;22.41%;156;10.63%;89;6.06%;1.468
NORDESTE;23;CE;230620;ITAICABA;1;0.28%;4;1.11%;187;51.94%;79;21.94%;54;15%;35;9.72%;360
NORDESTE;23;CE;230625;ITAITINGA;14;1.11%;23;1.82%;752;59.64%;229;18.16%;154;12.21%;89;7.06%;1.261
NORDESTE;23;CE;230630;ITAPAGE;17;0.99%;38;2.21%;1.039;60.41%;313;18.2%;191;11.1%;122;7.09%;1.720
NORDESTE;23;CE;230640;ITAPIPOCA;73;1.39%;100;1.91%;3.343;63.79%;928;17.71%;534;10.19%;263;5.02%;5.241
NORDESTE;23;CE;230650;ITAPIUNA;15;1.97%;23;3.02%;458;60.18%;127;16.69%;98;12.88%;40;5.26%;761
NORDESTE;23;CE;230655;ITAREMA;30;1.18%;51;2%;1.461;57.27%;582;22.81%;291;11.41%;136;5.33%;2.551
NORDESTE;23;CE;230660;ITATIRA;31;2.7%;43;3.74%;701;61.01%;196;17.06%;108;9.4%;70;6.09%;1.149
NORDESTE;23;CE;230670;JAGUARETAMA;9;0.98%;20;2.17%;549;59.61%;183;19.87%;101;10.97%;59;6.41%;921
NORDESTE;23;CE;230680;JAGUARIBARA;3;0.63%;12;2.54%;273;57.72%;88;18.6%;63;13.32%;34;7.19%;473
NORDESTE;23;CE;230690;JAGUARIBE;41;3.32%;32;2.59%;728;58.95%;232;18.79%;131;10.61%;71;5.75%;1.235
NORDESTE;23;CE;230700;JAGUARUANA;24;1.49%;36;2.24%;890;55.38%;317;19.73%;219;13.63%;121;7.53%;1.607
NORDESTE;23;CE;230710;JARDIM;30;2.1%;40;2.8%;911;63.84%;243;17.03%;131;9.18%;72;5.05%;1.427
NORDESTE;23;CE;230720;JATI;7;2.22%;7;2.22%;204;64.76%;50;15.87%;30;9.52%;17;5.4%;315
NORDESTE;23;CE;230725;JIJOCA DE JERICOACOARA;9;1.39%;11;1.69%;352;54.24%;143;22.03%;84;12.94%;50;7.7%;649
NORDESTE;23;CE;230730;JUAZEIRO DO NORTE;111;2.23%;191;3.84%;3.136;63.12%;787;15.84%;459;9.24%;284;5.72%;4.968
NORDESTE;23;CE;230740;JUCAS;22;2.23%;34;3.44%;590;59.78%;194;19.66%;101;10.23%;46;4.66%;987
NORDESTE;23;CE;230750;LAVRAS DA MANGABEIRA;29;1.96%;56;3.78%;890;60.01%;261;17.6%;156;10.52%;91;6.14%;1.483
NORDESTE;23;CE;230760;LIMOEIRO DO NORTE;36;1.83%;39;1.98%;1.072;54.5%;394;20.03%;279;14.18%;147;7.47%;1.967
NORDESTE;23;CE;230763;MADALENA;12;1.56%;25;3.26%;439;57.16%;136;17.71%;100;13.02%;56;7.29%;768
NORDESTE;23;CE;230765;MARACANAU;100;1.89%;144;2.72%;3.128;59.07%;972;18.36%;594;11.22%;357;6.74%;5.295
NORDESTE;23;CE;230770;MARANGUAPE;54;1.32%;81;1.98%;2.413;58.94%;729;17.81%;482;11.77%;335;8.18%;4.094
NORDESTE;23;CE;230780;MARCO;37;2.05%;48;2.66%;1.144;63.38%;324;17.95%;174;9.64%;78;4.32%;1.805
NORDESTE;23;CE;230790;MARTINOPOLE;9;1.44%;14;2.24%;389;62.34%;124;19.87%;53;8.49%;35;5.61%;624
NORDESTE;23;CE;230800;MASSAPE;45;3.18%;50;3.53%;802;56.64%;277;19.56%;170;12.01%;72;5.08%;1.416
NORDESTE;23;CE;230810;MAURITI;49;2%;85;3.48%;1.575;64.39%;407;16.64%;221;9.04%;109;4.46%;2.446
NORDESTE;23;CE;230820;MERUOCA;16;2.7%;14;2.36%;313;52.87%;144;24.32%;69;11.66%;36;6.08%;592
NORDESTE;23;CE;230830;MILAGRES;32;2.69%;33;2.77%;662;55.58%;234;19.65%;143;12.01%;87;7.3%;1.191
NORDESTE;23;CE;230835;MILHA;9;1.51%;19;3.18%;369;61.81%;102;17.09%;63;10.55%;35;5.86%;597
NORDESTE;23;CE;230837;MIRAIMA;12;1.73%;12;1.73%;454;65.32%;135;19.42%;53;7.63%;29;4.17%;695
NORDESTE;23;CE;230840;MISSAO VELHA;47;2.49%;63;3.33%;1.265;66.9%;271;14.33%;148;7.83%;97;5.13%;1.891
NORDESTE;23;CE;230850;MOMBACA;45;2.59%;58;3.34%;1.109;63.77%;274;15.76%;167;9.6%;86;4.95%;1.739
NORDESTE;23;CE;230860;MONSENHOR TABOSA;17;2.49%;22;3.22%;409;59.88%;132;19.33%;56;8.2%;47;6.88%;683
NORDESTE;23;CE;230870;MORADA NOVA;40;1.37%;54;1.85%;1.690;58.02%;545;18.71%;387;13.29%;197;6.76%;2.913
NORDESTE;23;CE;230880;MORAUJO;11;2.58%;5;1.17%;247;57.98%;84;19.72%;49;11.5%;30;7.04%;426
NORDESTE;23;CE;230890;MORRINHOS;8;1.08%;10;1.34%;632;84.95%;72;9.68%;15;2.02%;7;0.94%;744
NORDESTE;23;CE;230900;MUCAMBO;8;1.64%;7;1.43%;305;62.5%;96;19.67%;52;10.66%;20;4.1%;488
NORDESTE;23;CE;230910;MULUNGU;14;2.99%;12;2.56%;270;57.57%;73;15.57%;64;13.65%;36;7.68%;469
NORDESTE;23;CE;230920;NOVA OLINDA;13;1.52%;24;2.8%;594;69.31%;113;13.19%;71;8.28%;42;4.9%;857
NORDESTE;23;CE;230930;NOVA RUSSAS;24;2.25%;30;2.81%;640;59.93%;165;15.45%;139;13.01%;70;6.55%;1.068
NORDESTE;23;CE;230940;NOVO ORIENTE;35;2.44%;46;3.21%;918;64.11%;235;16.41%;128;8.94%;70;4.89%;1.432
NORDESTE;23;CE;230945;OCARA;12;1.12%;18;1.68%;553;51.73%;324;30.31%;106;9.92%;56;5.24%;1.069
NORDESTE;23;CE;230950;OROS;22;1.68%;33;2.52%;741;56.65%;278;21.25%;170;13%;64;4.89%;1.308
NORDESTE;23;CE;230960;PACAJUS;31;1.76%;32;1.81%;940;53.29%;374;21.2%;248;14.06%;139;7.88%;1.764
NORDESTE;23;CE;230970;PACATUBA;41;2.12%;53;2.74%;974;50.44%;301;15.59%;292;15.12%;270;13.98%;1.931
NORDESTE;23;CE;230980;PACOTI;7;1%;4;0.57%;377;54.01%;173;24.79%;95;13.61%;42;6.02%;698
NORDESTE;23;CE;230990;PACUJA;9;3.8%;7;2.95%;146;61.6%;47;19.83%;15;6.33%;13;5.49%;237
NORDESTE;23;CE;231000;PALHANO;7;2.14%;11;3.36%;184;56.27%;69;21.1%;30;9.17%;26;7.95%;327
NORDESTE;23;CE;231010;PALMACIA;12;2.25%;6;1.12%;372;69.66%;82;15.36%;42;7.87%;20;3.75%;534
NORDESTE;23;CE;231020;PARACURU;47;2.14%;59;2.69%;1.320;60.22%;374;17.06%;272;12.41%;120;5.47%;2.192
NORDESTE;23;CE;231025;PARAIPABA;26;2.1%;30;2.43%;638;51.62%;265;21.44%;165;13.35%;112;9.06%;1.236
NORDESTE;23;CE;231030;PARAMBU;24;2.61%;44;4.79%;565;61.48%;144;15.67%;76;8.27%;66;7.18%;919
NORDESTE;23;CE;231040;PARAMOTI;10;1.81%;10;1.81%;328;59.31%;116;20.98%;54;9.76%;35;6.33%;553
NORDESTE;23;CE;231050;PEDRA BRANCA;85;4.39%;63;3.25%;1.073;55.37%;344;17.75%;251;12.95%;122;6.3%;1.938
NORDESTE;23;CE;231060;PENAFORTE;13;2.55%;15;2.94%;285;55.88%;103;20.2%;57;11.18%;37;7.25%;510
NORDESTE;23;CE;231070;PENTECOSTE;22;1.59%;30;2.17%;878;63.53%;236;17.08%;135;9.77%;81;5.86%;1.382
NORDESTE;23;CE;231080;PEREIRO;16;2.07%;12;1.55%;453;58.68%;170;22.02%;82;10.62%;39;5.05%;772
NORDESTE;23;CE;231085;PINDORETAMA;20;1.58%;23;1.82%;648;51.14%;265;20.92%;193;15.23%;118;9.31%;1.267
NORDESTE;23;CE;231090;PIQUET CARNEIRO;10;1.53%;15;2.29%;351;53.67%;124;18.96%;87;13.3%;67;10.24%;654
NORDESTE;23;CE;231095;PIRES FERREIRA;9;1.64%;19;3.46%;361;65.76%;89;16.21%;44;8.01%;27;4.92%;549
NORDESTE;23;CE;231100;PORANGA;10;1.96%;18;3.52%;331;64.77%;73;14.29%;42;8.22%;37;7.24%;511
NORDESTE;23;CE;231110;PORTEIRAS;27;3.21%;37;4.39%;507;60.21%;156;18.53%;71;8.43%;44;5.23%;842
NORDESTE;23;CE;231120;POTENGI;13;2.89%;20;4.44%;293;65.11%;68;15.11%;34;7.56%;22;4.89%;450
NORDESTE;23;CE;231123;POTIRETAMA;4;1.58%;11;4.35%;162;64.03%;37;14.62%;27;10.67%;12;4.74%;253
NORDESTE;23;CE;231126;QUITERIANOPOLIS;29;3.52%;27;3.27%;499;60.48%;152;18.42%;71;8.61%;47;5.7%;825
NORDESTE;23;CE;231130;QUIXADA;99;2.24%;157;3.56%;2.491;56.41%;971;21.99%;495;11.21%;203;4.6%;4.416
NORDESTE;23;CE;231135;QUIXELO;7;1.02%;12;1.74%;394;57.18%;135;19.59%;98;14.22%;43;6.24%;689
NORDESTE;23;CE;231140;QUIXERAMOBIM;67;2.42%;82;2.96%;1.545;55.84%;549;19.84%;306;11.06%;218;7.88%;2.767
NORDESTE;23;CE;231150;QUIXERE;5;0.57%;14;1.59%;553;62.77%;156;17.71%;96;10.9%;57;6.47%;881
NORDESTE;23;CE;231160;REDENCAO;20;2.44%;17;2.08%;475;58.07%;154;18.83%;91;11.12%;61;7.46%;818
NORDESTE;23;CE;231170;RERIUTABA;26;4.13%;25;3.97%;374;59.46%;103;16.38%;74;11.76%;27;4.29%;629
NORDESTE;23;CE;231180;RUSSAS;50;2.71%;52;2.82%;1.042;56.51%;338;18.33%;202;10.95%;160;8.68%;1.844
NORDESTE;23;CE;231190;SABOEIRO;16;3.83%;17;4.07%;271;64.83%;61;14.59%;34;8.13%;19;4.55%;418
NORDESTE;23;CE;231195;SALITRE;10;0.92%;37;3.39%;740;67.83%;186;17.05%;80;7.33%;38;3.48%;1.091
NORDESTE;23;CE;231220;SANTA QUITERIA;32;1.72%;44;2.37%;889;47.85%;392;21.1%;277;14.91%;224;12.06%;1.858
NORDESTE;23;CE;231200;SANTANA DO ACARAU;34;2.01%;30;1.78%;1.018;60.31%;301;17.83%;198;11.73%;107;6.34%;1.688
NORDESTE;23;CE;231210;SANTANA DO CARIRI;22;2.53%;31;3.56%;583;66.93%;139;15.96%;63;7.23%;33;3.79%;871
NORDESTE;23;CE;231230;SAO BENEDITO;27;1.48%;41;2.25%;1.172;64.29%;327;17.94%;181;9.93%;75;4.11%;1.823
NORDESTE;23;CE;231240;SAO GONCALO DO AMARANTE;27;1.11%;60;2.46%;1.422;58.4%;414;17%;375;15.4%;137;5.63%;2.435
NORDESTE;23;CE;231250;SAO JOAO DO JAGUARIBE;4;1.84%;2;0.92%;101;46.54%;39;17.97%;43;19.82%;28;12.9%;217
NORDESTE;23;CE;231260;SAO LUIS DO CURU;20;3.74%;14;2.62%;299;55.89%;99;18.5%;67;12.52%;36;6.73%;535
NORDESTE;23;CE;231270;SENADOR POMPEU;14;1.6%;16;1.83%;532;60.8%;157;17.94%;90;10.29%;66;7.54%;875
NORDESTE;23;CE;231280;SENADOR SA;4;1.32%;3;0.99%;179;58.88%;61;20.07%;29;9.54%;28;9.21%;304
NORDESTE;23;CE;231290;SOBRAL;117;1.56%;164;2.18%;4.424;58.85%;1.411;18.77%;887;11.8%;515;6.85%;7.518
NORDESTE;23;CE;231300;SOLONOPOLE;15;3.21%;11;2.36%;228;48.82%;99;21.2%;67;14.35%;47;10.06%;467
NORDESTE;23;CE;231310;TABULEIRO DO NORTE;13;1.63%;20;2.51%;431;54.01%;146;18.3%;103;12.91%;85;10.65%;798
NORDESTE;23;CE;231320;TAMBORIL;24;2.39%;30;2.99%;598;59.5%;176;17.51%;111;11.04%;66;6.57%;1.005
NORDESTE;23;CE;231325;TARRAFAS;9;2.78%;8;2.47%;195;60.19%;67;20.68%;28;8.64%;17;5.25%;324
NORDESTE;23;CE;231330;TAUA;33;2.42%;54;3.96%;785;57.51%;209;15.31%;179;13.11%;105;7.69%;1.365
NORDESTE;23;CE;231335;TEJUCUOCA;13;1.17%;25;2.24%;709;63.59%;209;18.74%;101;9.06%;58;5.2%;1.115
NORDESTE;23;CE;231340;TIANGUA;49;1.54%;50;1.57%;2.330;73.11%;414;12.99%;222;6.97%;122;3.83%;3.187
NORDESTE;23;CE;231350;TRAIRI;67;2.05%;109;3.34%;1.942;59.53%;620;19.01%;347;10.64%;177;5.43%;3.262
NORDESTE;23;CE;231355;TURURU;18;2.05%;19;2.16%;510;58.02%;152;17.29%;118;13.42%;62;7.05%;879
NORDESTE;23;CE;231360;UBAJARA;20;1.67%;24;2%;703;58.68%;255;21.29%;128;10.68%;68;5.68%;1.198
NORDESTE;23;CE;231370;UMARI;6;2.68%;5;2.23%;162;72.32%;26;11.61%;15;6.7%;10;4.46%;224
NORDESTE;23;CE;231375;UMIRIM;19;1.74%;22;2.02%;693;63.64%;188;17.26%;111;10.19%;56;5.14%;1.089
NORDESTE;23;CE;231380;URUBURETAMA;17;1.32%;25;1.95%;744;57.94%;283;22.04%;128;9.97%;87;6.78%;1.284
NORDESTE;23;CE;231390;URUOCA;10;1.51%;16;2.42%;366;55.29%;124;18.73%;100;15.11%;46;6.95%;662
NORDESTE;23;CE;231395;VARJOTA;5;1.08%;25;5.39%;304;65.52%;67;14.44%;38;8.19%;25;5.39%;464
NORDESTE;23;CE;231400;VARZEA ALEGRE;24;1.28%;47;2.5%;1.227;65.27%;333;17.71%;174;9.26%;75;3.99%;1.880
NORDESTE;23;CE;231410;VICOSA DO CEARA;56;1.72%;81;2.48%;2.178;66.79%;571;17.51%;247;7.57%;128;3.93%;3.261
TOTAL ESTADO CEARÁ;;;;;5.358;1.87%;7.433;2.6%;169.755;59.39%;53.016;18.55%;31.881;11.15%;18.387;6.43%;285.830
NORDESTE;21;MA;210005;ACAILANDIA;60;1.61%;118;3.17%;2.809;75.55%;459;12.35%;187;5.03%;85;2.29%;3.718
NORDESTE;21;MA;210010;AFONSO CUNHA;27;3.87%;24;3.44%;476;68.29%;110;15.78%;47;6.74%;13;1.87%;697
NORDESTE;21;MA;210015;AGUA DOCE DO MARANHAO;20;2.85%;25;3.57%;480;68.47%;101;14.41%;50;7.13%;25;3.57%;701
NORDESTE;21;MA;210020;ALCANTARA;42;4.71%;60;6.73%;638;71.6%;85;9.54%;49;5.5%;17;1.91%;891
NORDESTE;21;MA;210030;ALDEIAS ALTAS;28;1.74%;38;2.37%;1.335;83.13%;146;9.09%;46;2.86%;13;0.81%;1.606
NORDESTE;21;MA;210040;ALTAMIRA DO MARANHAO;7;1.38%;18;3.54%;346;68.11%;84;16.54%;38;7.48%;15;2.95%;508
NORDESTE;21;MA;210043;ALTO ALEGRE DO MARANHAO;27;1.62%;38;2.28%;1.160;69.54%;175;10.49%;92;5.52%;176;10.55%;1.668
NORDESTE;21;MA;210047;ALTO ALEGRE DO PINDARE;45;2.46%;39;2.13%;1.316;72.03%;300;16.42%;92;5.04%;35;1.92%;1.827
NORDESTE;21;MA;210050;ALTO PARNAIBA;31;3.73%;55;6.63%;582;70.12%;98;11.81%;45;5.42%;19;2.29%;830
NORDESTE;21;MA;210055;AMAPA DO MARANHAO;10;2.74%;12;3.29%;255;69.86%;51;13.97%;23;6.3%;14;3.84%;365
NORDESTE;21;MA;210060;AMARANTE DO MARANHAO;45;1.79%;85;3.38%;1.831;72.72%;316;12.55%;173;6.87%;68;2.7%;2.518
NORDESTE;21;MA;210070;ANAJATUBA;45;3.57%;80;6.34%;899;71.29%;138;10.94%;66;5.23%;33;2.62%;1.261
NORDESTE;21;MA;210080;ANAPURUS;24;1.55%;41;2.66%;1.249;80.89%;158;10.23%;46;2.98%;26;1.68%;1.544
NORDESTE;21;MA;210083;APICUM-ACU;44;3.12%;51;3.62%;1.032;73.24%;189;13.41%;62;4.4%;31;2.2%;1.409
NORDESTE;21;MA;210087;ARAGUANA;12;1.79%;29;4.32%;462;68.75%;89;13.24%;48;7.14%;32;4.76%;672
NORDESTE;21;MA;210090;ARAIOSES;61;2.53%;80;3.32%;1.687;69.91%;355;14.71%;155;6.42%;75;3.11%;2.413
NORDESTE;21;MA;210095;ARAME;58;2.71%;97;4.52%;1.610;75.09%;257;11.99%;76;3.54%;46;2.15%;2.144
NORDESTE;21;MA;210100;ARARI;88;4.72%;130;6.97%;1.300;69.71%;210;11.26%;101;5.42%;36;1.93%;1.865
NORDESTE;21;MA;210110;AXIXA;20;2.4%;35;4.21%;603;72.48%;111;13.34%;44;5.29%;19;2.28%;832
NORDESTE;21;MA;210120;BACABAL;147;3.32%;192;4.33%;3.247;73.25%;473;10.67%;252;5.68%;122;2.75%;4.433
NORDESTE;21;MA;210125;BACABEIRA;26;2.44%;57;5.35%;745;69.89%;139;13.04%;68;6.38%;31;2.91%;1.066
NORDESTE;21;MA;210130;BACURI;39;3.45%;78;6.91%;755;66.87%;142;12.58%;81;7.17%;34;3.01%;1.129
NORDESTE;21;MA;210135;BACURITUBA;29;7.4%;24;6.12%;244;62.24%;46;11.73%;37;9.44%;12;3.06%;392
NORDESTE;21;MA;210140;BALSAS;55;4.03%;41;3%;961;70.4%;172;12.6%;88;6.45%;48;3.52%;1.365
NORDESTE;21;MA;210150;BARAO DE GRAJAU;46;4.39%;59;5.62%;725;69.11%;127;12.11%;67;6.39%;25;2.38%;1.049
NORDESTE;21;MA;210160;BARRA DO CORDA;114;3.45%;140;4.24%;2.244;67.96%;492;14.9%;206;6.24%;106;3.21%;3.302
NORDESTE;21;MA;210170;BARREIRINHAS;125;2.78%;148;3.29%;2.981;66.24%;758;16.84%;330;7.33%;158;3.51%;4.500
NORDESTE;21;MA;210177;BELA VISTA DO MARANHAO;42;4.31%;62;6.36%;659;67.59%;134;13.74%;54;5.54%;24;2.46%;975
NORDESTE;21;MA;210173;BELAGUA;42;4.52%;22;2.37%;702;75.57%;112;12.06%;38;4.09%;13;1.4%;929
NORDESTE;21;MA;210180;BENEDITO LEITE;3;0.98%;9;2.95%;213;69.84%;46;15.08%;27;8.85%;7;2.3%;305
NORDESTE;21;MA;210190;BEQUIMAO;29;4.51%;45;7%;424;65.94%;75;11.66%;48;7.47%;22;3.42%;643
NORDESTE;21;MA;210193;BERNARDO DO MEARIM;8;5.93%;7;5.19%;87;64.44%;18;13.33%;10;7.41%;5;3.7%;135
NORDESTE;21;MA;210197;BOA VISTA DO GURUPI;14;3.37%;17;4.09%;310;74.52%;46;11.06%;20;4.81%;9;2.16%;416
NORDESTE;21;MA;210200;BOM JARDIM;86;4.08%;94;4.46%;1.478;70.15%;278;13.19%;124;5.89%;47;2.23%;2.107
NORDESTE;21;MA;210203;BOM JESUS DAS SELVAS;51;2.81%;85;4.69%;1.285;70.88%;250;13.79%;107;5.9%;35;1.93%;1.813
NORDESTE;21;MA;210207;BOM LUGAR;22;3.44%;28;4.38%;402;62.81%;116;18.13%;57;8.91%;15;2.34%;640
NORDESTE;21;MA;210210;BREJO;88;3.87%;90;3.95%;1.560;68.54%;308;13.53%;131;5.76%;99;4.35%;2.276
NORDESTE;21;MA;210215;BREJO DE AREIA;13;2.84%;23;5.03%;327;71.55%;65;14.22%;21;4.6%;8;1.75%;457
NORDESTE;21;MA;210220;BURITI;91;4.11%;148;6.68%;1.629;73.54%;248;11.2%;68;3.07%;31;1.4%;2.215
NORDESTE;21;MA;210230;BURITI BRAVO;40;2.79%;71;4.96%;1.114;77.79%;146;10.2%;37;2.58%;24;1.68%;1.432
NORDESTE;21;MA;210232;BURITICUPU;71;2.1%;133;3.93%;2.638;77.93%;388;11.46%;105;3.1%;50;1.48%;3.385
NORDESTE;21;MA;210235;BURITIRANA;36;3.58%;58;5.77%;694;69.05%;138;13.73%;53;5.27%;26;2.59%;1.005
NORDESTE;21;MA;210237;CACHOEIRA GRANDE;26;2.96%;43;4.9%;611;69.59%;126;14.35%;48;5.47%;24;2.73%;878
NORDESTE;21;MA;210240;CAJAPIO;23;3.16%;47;6.46%;546;75%;70;9.62%;30;4.12%;12;1.65%;728
NORDESTE;21;MA;210250;CAJARI;39;3.13%;83;6.67%;907;72.85%;126;10.12%;65;5.22%;25;2.01%;1.245
NORDESTE;21;MA;210255;CAMPESTRE DO MARANHAO;17;1.93%;36;4.08%;671;75.99%;88;9.97%;54;6.12%;17;1.93%;883
NORDESTE;21;MA;210260;CANDIDO MENDES;60;5.52%;60;5.52%;688;63.35%;154;14.18%;73;6.72%;51;4.7%;1.086
NORDESTE;21;MA;210270;CANTANHEDE;34;2.56%;58;4.36%;1.023;76.98%;127;9.56%;64;4.82%;23;1.73%;1.329
NORDESTE;21;MA;210275;CAPINZAL DO NORTE;19;2.02%;45;4.78%;704;74.73%;122;12.95%;38;4.03%;14;1.49%;942
NORDESTE;21;MA;210280;CAROLINA;26;3%;38;4.38%;606;69.9%;114;13.15%;50;5.77%;33;3.81%;867
NORDESTE;21;MA;210290;CARUTAPERA;37;2.23%;59;3.55%;1.240;74.65%;214;12.88%;76;4.58%;35;2.11%;1.661
NORDESTE;21;MA;210300;CAXIAS;184;2.53%;317;4.35%;5.369;73.71%;864;11.86%;379;5.2%;171;2.35%;7.284
NORDESTE;21;MA;210310;CEDRAL;7;1.43%;24;4.9%;367;74.9%;53;10.82%;29;5.92%;10;2.04%;490
NORDESTE;21;MA;210312;CENTRAL DO MARANHAO;15;3.27%;17;3.7%;247;53.81%;80;17.43%;68;14.81%;32;6.97%;459
NORDESTE;21;MA;210315;CENTRO DO GUILHERME;38;4.31%;60;6.81%;577;65.49%;133;15.1%;50;5.68%;23;2.61%;881
NORDESTE;21;MA;210317;CENTRO NOVO DO MARANHAO;34;2.67%;45;3.53%;979;76.84%;131;10.28%;54;4.24%;31;2.43%;1.274
NORDESTE;21;MA;210320;CHAPADINHA;141;2.84%;215;4.34%;3.595;72.51%;642;12.95%;245;4.94%;120;2.42%;4.958
NORDESTE;21;MA;210325;CIDELANDIA;18;2.6%;24;3.46%;464;66.96%;109;15.73%;54;7.79%;24;3.46%;693
NORDESTE;21;MA;210330;CODO;70;1.06%;309;4.67%;5.515;83.31%;524;7.92%;146;2.21%;56;0.85%;6.620
NORDESTE;21;MA;210340;COELHO NETO;98;2.97%;172;5.21%;2.428;73.49%;367;11.11%;173;5.24%;66;2%;3.304
NORDESTE;21;MA;210350;COLINAS;91;7.04%;67;5.19%;825;63.85%;156;12.07%;98;7.59%;55;4.26%;1.292
NORDESTE;21;MA;210355;CONCEICAO DO LAGO-ACU;13;1.08%;23;1.91%;604;50.21%;428;35.58%;106;8.81%;29;2.41%;1.203
NORDESTE;21;MA;210360;COROATA;110;2.7%;163;4%;2.957;72.55%;479;11.75%;233;5.72%;134;3.29%;4.076
NORDESTE;21;MA;210370;CURURUPU;50;2.07%;106;4.39%;1.874;77.69%;213;8.83%;108;4.48%;61;2.53%;2.412
NORDESTE;21;MA;210375;DAVINOPOLIS;14;2.03%;29;4.22%;471;68.46%;101;14.68%;59;8.58%;14;2.03%;688
NORDESTE;21;MA;210380;DOM PEDRO;28;2.28%;50;4.07%;759;61.86%;222;18.09%;99;8.07%;69;5.62%;1.227
NORDESTE;21;MA;210390;DUQUE BACELAR;24;2.82%;35;4.12%;626;73.65%;102;12%;46;5.41%;17;2%;850
NORDESTE;21;MA;210400;ESPERANTINOPOLIS;29;3.2%;50;5.52%;597;65.97%;128;14.14%;69;7.62%;32;3.54%;905
NORDESTE;21;MA;210405;ESTREITO;57;2.89%;110;5.58%;1.398;70.89%;255;12.93%;110;5.58%;42;2.13%;1.972
NORDESTE;21;MA;210407;FEIRA NOVA DO MARANHAO;17;4.57%;26;6.99%;234;62.9%;58;15.59%;23;6.18%;14;3.76%;372
NORDESTE;21;MA;210408;FERNANDO FALCAO;25;2.93%;28;3.29%;540;63.38%;170;19.95%;50;5.87%;39;4.58%;852
NORDESTE;21;MA;210409;FORMOSA DA SERRA NEGRA;29;2.74%;25;2.36%;780;73.58%;137;12.92%;66;6.23%;23;2.17%;1.060
NORDESTE;21;MA;210410;FORTALEZA DOS NOGUEIRAS;21;2.39%;17;1.94%;558;63.55%;207;23.58%;48;5.47%;27;3.08%;878
NORDESTE;21;MA;210420;FORTUNA;23;1.99%;61;5.29%;864;74.93%;149;12.92%;43;3.73%;13;1.13%;1.153
NORDESTE;21;MA;210430;GODOFREDO VIANA;14;3.66%;17;4.44%;270;70.5%;41;10.7%;18;4.7%;23;6.01%;383
NORDESTE;21;MA;210440;GONCALVES DIAS;32;4.3%;46;6.17%;518;69.53%;93;12.48%;37;4.97%;19;2.55%;745
NORDESTE;21;MA;210450;GOVERNADOR ARCHER;21;3.65%;33;5.73%;388;67.36%;93;16.15%;30;5.21%;11;1.91%;576
