Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
NORDESTE;21;MA;210060;AMARANTE DO MARANHAO;63;2.87%;100;4.56%;1.341;61.15%;372;16.96%;182;8.3%;135;6.16%;2.193
NORDESTE;21;MA;210070;ANAJATUBA;86;5.13%;89;5.3%;925;55.13%;280;16.69%;125;7.45%;173;10.31%;1.678
NORDESTE;21;MA;210080;ANAPURUS;27;3.84%;38;5.41%;428;60.88%;102;14.51%;53;7.54%;55;7.82%;703
NORDESTE;21;MA;210083;APICUM-ACU;53;4.11%;54;4.19%;809;62.76%;204;15.83%;84;6.52%;85;6.59%;1.289
NORDESTE;21;MA;210087;ARAGUANA;31;4.38%;28;3.95%;342;48.31%;151;21.33%;75;10.59%;81;11.44%;708
NORDESTE;21;MA;210090;ARAIOSES;45;1.96%;48;2.09%;888;38.66%;351;15.28%;239;10.4%;726;31.61%;2.297
NORDESTE;21;MA;210095;ARAME;70;3.98%;82;4.66%;1.077;61.19%;305;17.33%;124;7.05%;102;5.8%;1.760
NORDESTE;21;MA;210100;ARARI;163;10.15%;96;5.98%;836;52.05%;235;14.63%;131;8.16%;145;9.03%;1.606
NORDESTE;21;MA;210110;AXIXA;60;7.47%;42;5.23%;466;58.03%;120;14.94%;58;7.22%;57;7.1%;803
NORDESTE;21;MA;210120;BACABAL;161;4.5%;130;3.64%;2.422;67.73%;440;12.3%;158;4.42%;265;7.41%;3.576
NORDESTE;21;MA;210125;BACABEIRA;63;5.39%;70;5.99%;735;62.93%;126;10.79%;67;5.74%;107;9.16%;1.168
NORDESTE;21;MA;210130;BACURI;28;4.9%;40;7.01%;351;61.47%;80;14.01%;36;6.3%;36;6.3%;571
NORDESTE;21;MA;210135;BACURITUBA;30;7.5%;34;8.5%;226;56.5%;48;12%;25;6.25%;37;9.25%;400
NORDESTE;21;MA;210140;BALSAS;123;4.72%;115;4.41%;1.551;59.47%;457;17.52%;185;7.09%;177;6.79%;2.608
NORDESTE;21;MA;210150;BARAO DE GRAJAU;59;5.1%;68;5.88%;716;61.88%;156;13.48%;81;7%;77;6.66%;1.157
NORDESTE;21;MA;210160;BARRA DO CORDA;201;6.51%;136;4.41%;1.619;52.46%;531;17.21%;297;9.62%;302;9.79%;3.086
NORDESTE;21;MA;210170;BARREIRINHAS;196;4.92%;136;3.41%;2.029;50.94%;713;17.9%;357;8.96%;552;13.86%;3.983
NORDESTE;21;MA;210177;BELA VISTA DO MARANHAO;36;4.25%;52;6.13%;514;60.61%;111;13.09%;68;8.02%;67;7.9%;848
NORDESTE;21;MA;210173;BELAGUA;91;10.85%;42;5.01%;446;53.16%;119;14.18%;54;6.44%;87;10.37%;839
NORDESTE;21;MA;210180;BENEDITO LEITE;15;4.67%;13;4.05%;181;56.39%;62;19.31%;29;9.03%;21;6.54%;321
NORDESTE;21;MA;210190;BEQUIMAO;40;4.61%;57;6.57%;538;62.05%;105;12.11%;68;7.84%;59;6.81%;867
NORDESTE;21;MA;210193;BERNARDO DO MEARIM;1;16.67%;1;16.67%;2;33.33%;0;-;0;-;2;33.33%;6
NORDESTE;21;MA;210197;BOA VISTA DO GURUPI;12;2.32%;18;3.48%;343;66.34%;70;13.54%;27;5.22%;47;9.09%;517
NORDESTE;21;MA;210200;BOM JARDIM;52;2.5%;57;2.74%;1.344;64.49%;315;15.12%;169;8.11%;147;7.05%;2.084
NORDESTE;21;MA;210203;BOM JESUS DAS SELVAS;35;5.62%;24;3.85%;362;58.11%;92;14.77%;50;8.03%;60;9.63%;623
NORDESTE;21;MA;210207;BOM LUGAR;23;4.1%;24;4.28%;302;53.83%;86;15.33%;54;9.63%;72;12.83%;561
NORDESTE;21;MA;210210;BREJO;94;5.59%;83;4.94%;999;59.43%;261;15.53%;135;8.03%;109;6.48%;1.681
NORDESTE;21;MA;210215;BREJO DE AREIA;9;2.92%;9;2.92%;192;62.34%;58;18.83%;21;6.82%;19;6.17%;308
NORDESTE;21;MA;210220;BURITI;70;3.71%;100;5.29%;1.194;63.21%;282;14.93%;129;6.83%;114;6.03%;1.889
NORDESTE;21;MA;210230;BURITI BRAVO;28;2.55%;44;4%;719;65.36%;167;15.18%;74;6.73%;68;6.18%;1.100
NORDESTE;21;MA;210232;BURITICUPU;99;3.16%;103;3.28%;1.994;63.56%;490;15.62%;207;6.6%;244;7.78%;3.137
NORDESTE;21;MA;210235;BURITIRANA;34;3.38%;57;5.67%;548;54.53%;182;18.11%;96;9.55%;88;8.76%;1.005
NORDESTE;21;MA;210237;CACHOEIRA GRANDE;58;9.39%;48;7.77%;344;55.66%;72;11.65%;50;8.09%;46;7.44%;618
NORDESTE;21;MA;210240;CAJAPIO;43;5.86%;52;7.08%;442;60.22%;91;12.4%;59;8.04%;47;6.4%;734
NORDESTE;21;MA;210250;CAJARI;59;5.42%;48;4.41%;689;63.33%;151;13.88%;77;7.08%;64;5.88%;1.088
NORDESTE;21;MA;210255;CAMPESTRE DO MARANHAO;39;4.43%;46;5.23%;532;60.45%;139;15.8%;61;6.93%;63;7.16%;880
NORDESTE;21;MA;210260;CANDIDO MENDES;55;6.08%;54;5.97%;446;49.28%;132;14.59%;76;8.4%;142;15.69%;905
NORDESTE;21;MA;210270;CANTANHEDE;35;2.78%;36;2.86%;766;60.94%;250;19.89%;98;7.8%;72;5.73%;1.257
NORDESTE;21;MA;210275;CAPINZAL DO NORTE;25;3.35%;24;3.21%;440;58.9%;134;17.94%;60;8.03%;64;8.57%;747
NORDESTE;21;MA;210280;CAROLINA;79;7.88%;32;3.19%;543;54.14%;180;17.95%;65;6.48%;104;10.37%;1.003
NORDESTE;21;MA;210290;CARUTAPERA;64;4.24%;62;4.1%;934;61.81%;236;15.62%;115;7.61%;100;6.62%;1.511
NORDESTE;21;MA;210300;CAXIAS;301;6.01%;246;4.91%;3.001;59.95%;741;14.8%;345;6.89%;372;7.43%;5.006
NORDESTE;21;MA;210310;CEDRAL;45;10.32%;22;5.05%;256;58.72%;60;13.76%;22;5.05%;31;7.11%;436
NORDESTE;21;MA;210312;CENTRAL DO MARANHAO;18;5.16%;12;3.44%;217;62.18%;44;12.61%;29;8.31%;29;8.31%;349
NORDESTE;21;MA;210315;CENTRO DO GUILHERME;42;4.2%;82;8.2%;507;50.7%;164;16.4%;95;9.5%;110;11%;1.000
NORDESTE;21;MA;210317;CENTRO NOVO DO MARANHAO;44;4.57%;20;2.08%;356;37.01%;153;15.9%;52;5.41%;337;35.03%;962
NORDESTE;21;MA;210320;CHAPADINHA;194;3.56%;195;3.58%;3.474;63.71%;922;16.91%;382;7.01%;286;5.24%;5.453
NORDESTE;21;MA;210325;CIDELANDIA;44;5.61%;49;6.24%;445;56.69%;92;11.72%;56;7.13%;99;12.61%;785
NORDESTE;21;MA;210330;CODO;58;0.95%;67;1.1%;4.409;72.31%;1.210;19.85%;262;4.3%;91;1.49%;6.097
NORDESTE;21;MA;210340;COELHO NETO;51;1.67%;103;3.38%;2.165;71.08%;451;14.81%;161;5.29%;115;3.78%;3.046
NORDESTE;21;MA;210350;COLINAS;121;6.05%;94;4.7%;1.142;57.07%;295;14.74%;155;7.75%;194;9.7%;2.001
NORDESTE;21;MA;210355;CONCEICAO DO LAGO-ACU;103;8.35%;69;5.6%;583;47.28%;153;12.41%;121;9.81%;204;16.55%;1.233
NORDESTE;21;MA;210360;COROATA;104;3.17%;138;4.21%;1.969;60.07%;501;15.28%;250;7.63%;316;9.64%;3.278
NORDESTE;21;MA;210370;CURURUPU;74;4.07%;61;3.36%;1.187;65.36%;289;15.91%;105;5.78%;100;5.51%;1.816
NORDESTE;21;MA;210375;DAVINOPOLIS;34;4.64%;27;3.69%;419;57.24%;119;16.26%;58;7.92%;75;10.25%;732
NORDESTE;21;MA;210380;DOM PEDRO;89;7.05%;78;6.18%;730;57.8%;159;12.59%;79;6.25%;128;10.13%;1.263
NORDESTE;21;MA;210390;DUQUE BACELAR;49;5.22%;39;4.15%;570;60.7%;135;14.38%;77;8.2%;69;7.35%;939
NORDESTE;21;MA;210400;ESPERANTINOPOLIS;45;4.46%;55;5.46%;533;52.88%;160;15.87%;109;10.81%;106;10.52%;1.008
NORDESTE;21;MA;210405;ESTREITO;103;5.84%;83;4.7%;1.035;58.64%;263;14.9%;153;8.67%;128;7.25%;1.765
NORDESTE;21;MA;210407;FEIRA NOVA DO MARANHAO;22;5.87%;21;5.6%;191;50.93%;60;16%;36;9.6%;45;12%;375
NORDESTE;21;MA;210408;FERNANDO FALCAO;31;4.67%;27;4.07%;376;56.63%;108;16.27%;62;9.34%;60;9.04%;664
NORDESTE;21;MA;210409;FORMOSA DA SERRA NEGRA;102;10.79%;36;3.81%;518;54.81%;167;17.67%;60;6.35%;62;6.56%;945
NORDESTE;21;MA;210410;FORTALEZA DOS NOGUEIRAS;48;6.86%;31;4.43%;307;43.86%;116;16.57%;65;9.29%;133;19%;700
NORDESTE;21;MA;210420;FORTUNA;23;1.77%;36;2.77%;876;67.33%;216;16.6%;92;7.07%;58;4.46%;1.301
NORDESTE;21;MA;210430;GODOFREDO VIANA;18;35.29%;7;13.73%;19;37.25%;2;3.92%;2;3.92%;3;5.88%;51
NORDESTE;21;MA;210440;GONCALVES DIAS;44;4.99%;49;5.56%;479;54.31%;155;17.57%;75;8.5%;80;9.07%;882
NORDESTE;21;MA;210450;GOVERNADOR ARCHER;17;2.82%;11;1.83%;358;59.47%;119;19.77%;44;7.31%;53;8.8%;602
NORDESTE;21;MA;210455;GOVERNADOR EDISON LOBAO;44;6.12%;23;3.2%;433;60.22%;111;15.44%;44;6.12%;64;8.9%;719
NORDESTE;21;MA;210460;GOVERNADOR EUGENIO BARROS;59;5.74%;60;5.84%;556;54.14%;171;16.65%;98;9.54%;83;8.08%;1.027
NORDESTE;21;MA;210462;GOVERNADOR LUIZ ROCHA;22;7.51%;7;2.39%;60;20.48%;24;8.19%;22;7.51%;158;53.92%;293
NORDESTE;21;MA;210465;GOVERNADOR NEWTON BELLO;39;5.45%;39;5.45%;420;58.74%;114;15.94%;52;7.27%;51;7.13%;715
NORDESTE;21;MA;210467;GOVERNADOR NUNES FREIRE;88;4.41%;87;4.36%;1.138;56.99%;433;21.68%;138;6.91%;113;5.66%;1.997
NORDESTE;21;MA;210470;GRACA ARANHA;25;7.18%;22;6.32%;193;55.46%;49;14.08%;31;8.91%;28;8.05%;348
NORDESTE;21;MA;210480;GRAJAU;329;6.85%;280;5.83%;2.615;54.41%;646;13.44%;401;8.34%;535;11.13%;4.806
NORDESTE;21;MA;210490;GUIMARAES;33;4.05%;38;4.67%;544;66.83%;105;12.9%;59;7.25%;35;4.3%;814
NORDESTE;21;MA;210500;HUMBERTO DE CAMPOS;75;3.54%;95;4.48%;1.293;60.99%;340;16.04%;180;8.49%;137;6.46%;2.120
NORDESTE;21;MA;210510;ICATU;66;3.59%;81;4.4%;992;53.88%;287;15.59%;171;9.29%;244;13.25%;1.841
NORDESTE;21;MA;210515;IGARAPE DO MEIO;48;5.56%;51;5.9%;476;55.09%;136;15.74%;66;7.64%;87;10.07%;864
NORDESTE;21;MA;210520;IGARAPE GRANDE;23;4.43%;26;5.01%;224;43.16%;94;18.11%;64;12.33%;88;16.96%;519
NORDESTE;21;MA;210530;IMPERATRIZ;200;4.17%;190;3.96%;3.053;63.6%;743;15.48%;317;6.6%;297;6.19%;4.800
NORDESTE;21;MA;210535;ITAIPAVA DO GRAJAU;312;29.08%;65;6.06%;404;37.65%;129;12.02%;63;5.87%;100;9.32%;1.073
NORDESTE;21;MA;210540;ITAPECURU MIRIM;121;5.07%;117;4.9%;1.397;58.53%;357;14.96%;176;7.37%;219;9.17%;2.387
NORDESTE;21;MA;210542;ITINGA DO MARANHAO;359;26.01%;70;5.07%;638;46.23%;128;9.28%;83;6.01%;102;7.39%;1.380
NORDESTE;21;MA;210545;JATOBA;24;4.15%;25;4.32%;323;55.79%;91;15.72%;60;10.36%;56;9.67%;579
NORDESTE;21;MA;210547;JENIPAPO DOS VIEIRAS;69;7.97%;32;3.7%;461;53.23%;134;15.47%;85;9.82%;85;9.82%;866
NORDESTE;21;MA;210550;JOAO LISBOA;104;8.72%;85;7.12%;661;55.41%;169;14.17%;89;7.46%;85;7.12%;1.193
NORDESTE;21;MA;210560;JOSELANDIA;50;6.2%;44;5.45%;435;53.9%;129;15.99%;59;7.31%;90;11.15%;807
NORDESTE;21;MA;210565;JUNCO DO MARANHAO;20;4.93%;8;1.97%;225;55.42%;69;17%;45;11.08%;39;9.61%;406
NORDESTE;21;MA;210570;LAGO DA PEDRA;107;4.06%;53;2.01%;618;23.44%;1.249;47.36%;377;14.3%;233;8.84%;2.637
NORDESTE;21;MA;210580;LAGO DO JUNCO;41;5.6%;40;5.46%;396;54.1%;120;16.39%;61;8.33%;74;10.11%;732
NORDESTE;21;MA;210594;LAGO DOS RODRIGUES;33;6.72%;23;4.68%;246;50.1%;81;16.5%;67;13.65%;41;8.35%;491
NORDESTE;21;MA;210590;LAGO VERDE;50;5.79%;46;5.33%;512;59.33%;135;15.64%;54;6.26%;66;7.65%;863
NORDESTE;21;MA;210592;LAGOA DO MATO;15;2.2%;28;4.11%;436;63.93%;113;16.57%;49;7.18%;41;6.01%;682
NORDESTE;21;MA;210596;LAGOA GRANDE DO MARANHAO;58;7.87%;34;4.61%;428;58.07%;101;13.7%;62;8.41%;54;7.33%;737
NORDESTE;21;MA;210598;LAJEADO NOVO;23;5.45%;26;6.16%;244;57.82%;61;14.45%;25;5.92%;43;10.19%;422
NORDESTE;21;MA;210600;LIMA CAMPOS;30;5.67%;26;4.91%;340;64.27%;72;13.61%;28;5.29%;33;6.24%;529
NORDESTE;21;MA;210610;LORETO;26;4.51%;17;2.95%;312;54.17%;100;17.36%;46;7.99%;75;13.02%;576
NORDESTE;21;MA;210620;LUIS DOMINGUES;30;5.67%;32;6.05%;309;58.41%;76;14.37%;31;5.86%;51;9.64%;529
NORDESTE;21;MA;210630;MAGALHAES DE ALMEIDA;31;3.97%;27;3.46%;453;58%;145;18.57%;60;7.68%;65;8.32%;781
NORDESTE;21;MA;210632;MARACACUME;72;5.82%;58;4.68%;528;42.65%;148;11.95%;127;10.26%;305;24.64%;1.238
NORDESTE;21;MA;210635;MARAJA DO SENA;14;2.43%;5;0.87%;89;15.48%;30;5.22%;26;4.52%;411;71.48%;575
NORDESTE;21;MA;210637;MARANHAOZINHO;35;4.65%;51;6.77%;460;61.09%;100;13.28%;50;6.64%;57;7.57%;753
NORDESTE;21;MA;210640;MATA ROMA;49;3.73%;41;3.12%;842;64.03%;195;14.83%;101;7.68%;87;6.62%;1.315
NORDESTE;21;MA;210650;MATINHA;132;8.38%;116;7.36%;859;54.51%;217;13.77%;114;7.23%;138;8.76%;1.576
NORDESTE;21;MA;210660;MATOES;88;4.52%;93;4.78%;1.150;59.1%;332;17.06%;165;8.48%;118;6.06%;1.946
NORDESTE;21;MA;210663;MATOES DO NORTE;19;4.24%;30;6.7%;265;59.15%;66;14.73%;37;8.26%;31;6.92%;448
NORDESTE;21;MA;210667;MILAGRES DO MARANHAO;7;1.32%;9;1.7%;314;59.25%;108;20.38%;51;9.62%;41;7.74%;530
NORDESTE;21;MA;210670;MIRADOR;523;42.73%;149;12.17%;359;29.33%;75;6.13%;63;5.15%;55;4.49%;1.224
NORDESTE;21;MA;210675;MIRANDA DO NORTE;33;4.83%;20;2.93%;403;59%;101;14.79%;62;9.08%;64;9.37%;683
NORDESTE;21;MA;210680;MIRINZAL;42;5.73%;43;5.87%;471;64.26%;87;11.87%;38;5.18%;52;7.09%;733
NORDESTE;21;MA;210690;MONCAO;376;15.36%;183;7.48%;1.177;48.08%;238;9.72%;177;7.23%;297;12.13%;2.448
NORDESTE;21;MA;210700;MONTES ALTOS;14;3.83%;14;3.83%;212;57.92%;54;14.75%;34;9.29%;38;10.38%;366
NORDESTE;21;MA;210710;MORROS;31;5.46%;37;6.51%;293;51.58%;95;16.73%;40;7.04%;72;12.68%;568
NORDESTE;21;MA;210720;NINA RODRIGUES;50;5.88%;55;6.46%;433;50.88%;140;16.45%;82;9.64%;91;10.69%;851
NORDESTE;21;MA;210725;NOVA COLINAS;18;6.08%;19;6.42%;163;55.07%;42;14.19%;31;10.47%;23;7.77%;296
NORDESTE;21;MA;210730;NOVA IORQUE;3;1.4%;12;5.58%;139;64.65%;31;14.42%;17;7.91%;13;6.05%;215
NORDESTE;21;MA;210735;NOVA OLINDA DO MARANHAO;61;5.47%;61;5.47%;641;57.49%;179;16.05%;84;7.53%;89;7.98%;1.115
NORDESTE;21;MA;210740;OLHO D'AGUA DAS CUNHAS;146;18.07%;27;3.34%;302;37.38%;131;16.21%;78;9.65%;124;15.35%;808
NORDESTE;21;MA;210745;OLINDA NOVA DO MARANHAO;33;3.39%;54;5.55%;591;60.74%;144;14.8%;79;8.12%;72;7.4%;973
NORDESTE;21;MA;210750;PACO DO LUMIAR;124;6.55%;113;5.97%;974;51.48%;285;15.06%;160;8.46%;236;12.47%;1.892
NORDESTE;21;MA;210760;PALMEIRANDIA;54;5.76%;56;5.98%;500;53.36%;137;14.62%;88;9.39%;102;10.89%;937
NORDESTE;21;MA;210770;PARAIBANO;80;4.98%;48;2.99%;988;61.48%;281;17.49%;124;7.72%;86;5.35%;1.607
NORDESTE;21;MA;210780;PARNARAMA;80;6.08%;91;6.91%;801;60.87%;162;12.31%;93;7.07%;89;6.76%;1.316
NORDESTE;21;MA;210790;PASSAGEM FRANCA;48;3.93%;52;4.26%;787;64.4%;196;16.04%;67;5.48%;72;5.89%;1.222
NORDESTE;21;MA;210800;PASTOS BONS;85;6.87%;102;8.24%;594;47.98%;150;12.12%;70;5.65%;237;19.14%;1.238
NORDESTE;21;MA;210805;PAULINO NEVES;18;2.79%;19;2.94%;390;60.37%;111;17.18%;54;8.36%;54;8.36%;646
NORDESTE;21;MA;210810;PAULO RAMOS;38;3.25%;31;2.65%;429;36.73%;188;16.1%;163;13.96%;319;27.31%;1.168
NORDESTE;21;MA;210820;PEDREIRAS;73;4.26%;94;5.49%;1.054;61.57%;264;15.42%;122;7.13%;105;6.13%;1.712
NORDESTE;21;MA;210825;PEDRO DO ROSARIO;56;7.55%;32;4.31%;403;54.31%;98;13.21%;57;7.68%;96;12.94%;742
NORDESTE;21;MA;210830;PENALVA;83;5.41%;93;6.06%;915;59.61%;219;14.27%;114;7.43%;111;7.23%;1.535
NORDESTE;21;MA;210840;PERI MIRIM;47;7.57%;47;7.57%;314;50.56%;98;15.78%;46;7.41%;69;11.11%;621
NORDESTE;21;MA;210845;PERITORO;121;8.58%;77;5.46%;708;50.21%;204;14.47%;116;8.23%;184;13.05%;1.410
NORDESTE;21;MA;210850;PINDARE-MIRIM;66;4.63%;66;4.63%;901;63.27%;185;12.99%;101;7.09%;105;7.37%;1.424
NORDESTE;21;MA;210860;PINHEIRO;92;4.32%;78;3.66%;1.247;58.54%;327;15.35%;176;8.26%;210;9.86%;2.130
NORDESTE;21;MA;210870;PIO XII;34;3.35%;62;6.11%;603;59.47%;155;15.29%;66;6.51%;94;9.27%;1.014
NORDESTE;21;MA;210880;PIRAPEMAS;44;5.18%;63;7.41%;545;64.12%;105;12.35%;59;6.94%;34;4%;850
NORDESTE;21;MA;210890;POCAO DE PEDRAS;38;4.94%;41;5.33%;401;52.15%;131;17.04%;90;11.7%;68;8.84%;769
NORDESTE;21;MA;210900;PORTO FRANCO;20;4.19%;13;2.73%;317;66.46%;64;13.42%;34;7.13%;29;6.08%;477
NORDESTE;21;MA;210905;PORTO RICO DO MARANHAO;39;10.08%;25;6.46%;226;58.4%;42;10.85%;23;5.94%;32;8.27%;387
NORDESTE;21;MA;210910;PRESIDENTE DUTRA;56;5.85%;48;5.02%;562;58.73%;141;14.73%;78;8.15%;72;7.52%;957
NORDESTE;21;MA;210920;PRESIDENTE JUSCELINO;19;3.4%;23;4.11%;335;59.93%;64;11.45%;41;7.33%;77;13.77%;559
NORDESTE;21;MA;210923;PRESIDENTE MEDICI;20;5.25%;12;3.15%;201;52.76%;68;17.85%;48;12.6%;32;8.4%;381
NORDESTE;21;MA;210927;PRESIDENTE SARNEY;100;6.92%;86;5.95%;795;55.02%;208;14.39%;111;7.68%;145;10.03%;1.445
NORDESTE;21;MA;210930;PRESIDENTE VARGAS;52;5.76%;47;5.2%;553;61.24%;117;12.96%;70;7.75%;64;7.09%;903
NORDESTE;21;MA;210940;PRIMEIRA CRUZ;47;6.57%;37;5.17%;429;60%;110;15.38%;44;6.15%;48;6.71%;715
NORDESTE;21;MA;210945;RAPOSA;77;6.07%;63;4.96%;556;43.81%;198;15.6%;123;9.69%;252;19.86%;1.269
NORDESTE;21;MA;210950;RIACHAO;71;6.02%;51;4.32%;657;55.68%;176;14.92%;109;9.24%;116;9.83%;1.180
NORDESTE;21;MA;210955;RIBAMAR FIQUENE;32;6.93%;20;4.33%;166;35.93%;54;11.69%;60;12.99%;130;28.14%;462
NORDESTE;21;MA;210960;ROSARIO;71;4.98%;75;5.26%;809;56.69%;193;13.52%;107;7.5%;172;12.05%;1.427
NORDESTE;21;MA;210970;SAMBAIBA;35;11.44%;27;8.82%;159;51.96%;45;14.71%;13;4.25%;27;8.82%;306
NORDESTE;21;MA;210975;SANTA FILOMENA DO MARANHAO;37;8.33%;20;4.5%;240;54.05%;63;14.19%;46;10.36%;38;8.56%;444
NORDESTE;21;MA;210980;SANTA HELENA;72;4.34%;74;4.46%;1.106;66.67%;177;10.67%;103;6.21%;127;7.66%;1.659
NORDESTE;21;MA;210990;SANTA INES;88;4.86%;80;4.42%;987;54.56%;288;15.92%;154;8.51%;212;11.72%;1.809
NORDESTE;21;MA;211000;SANTA LUZIA;157;5.09%;124;4.02%;1.736;56.31%;505;16.38%;276;8.95%;285;9.24%;3.083
NORDESTE;21;MA;211003;SANTA LUZIA DO PARUA;55;4.86%;41;3.62%;619;54.68%;188;16.61%;100;8.83%;129;11.4%;1.132
NORDESTE;21;MA;211010;SANTA QUITERIA DO MARANHAO;106;5.18%;93;4.55%;1.210;59.17%;307;15.01%;162;7.92%;167;8.17%;2.045
NORDESTE;21;MA;211020;SANTA RITA;124;5.38%;119;5.17%;1.234;53.58%;392;17.02%;216;9.38%;218;9.47%;2.303
NORDESTE;21;MA;211023;SANTANA DO MARANHAO;29;7.3%;15;3.78%;223;56.17%;64;16.12%;34;8.56%;32;8.06%;397
NORDESTE;21;MA;211027;SANTO AMARO DO MARANHAO;34;4.74%;52;7.25%;414;57.74%;97;13.53%;57;7.95%;63;8.79%;717
NORDESTE;21;MA;211030;SANTO ANTONIO DOS LOPES;144;16.27%;60;6.78%;406;45.88%;126;14.24%;70;7.91%;79;8.93%;885
NORDESTE;21;MA;211040;SAO BENEDITO DO RIO PRETO;63;3.89%;59;3.64%;1.014;62.55%;262;16.16%;109;6.72%;114;7.03%;1.621
NORDESTE;21;MA;211050;SAO BENTO;112;5.95%;64;3.4%;1.105;58.71%;302;16.05%;128;6.8%;171;9.09%;1.882
NORDESTE;21;MA;211060;SAO BERNARDO;51;3.62%;52;3.69%;845;60.01%;220;15.63%;121;8.59%;119;8.45%;1.408
NORDESTE;21;MA;211065;SAO DOMINGOS DO AZEITAO;25;4.65%;13;2.42%;326;60.59%;91;16.91%;47;8.74%;36;6.69%;538
NORDESTE;21;MA;211070;SAO DOMINGOS DO MARANHAO;136;6.32%;157;7.3%;1.171;54.44%;344;15.99%;181;8.41%;162;7.53%;2.151
NORDESTE;21;MA;211080;SAO FELIX DE BALSAS;24;6.98%;12;3.49%;204;59.3%;48;13.95%;26;7.56%;30;8.72%;344
NORDESTE;21;MA;211085;SAO FRANCISCO DO BREJAO;21;4.34%;11;2.27%;279;57.64%;81;16.74%;48;9.92%;44;9.09%;484
NORDESTE;21;MA;211090;SAO FRANCISCO DO MARANHAO;41;6.56%;29;4.64%;320;51.2%;110;17.6%;50;8%;75;12%;625
NORDESTE;21;MA;211100;SAO JOAO BATISTA;67;5.8%;76;6.58%;727;62.94%;142;12.29%;68;5.89%;75;6.49%;1.155
NORDESTE;21;MA;211102;SAO JOAO DO CARU;25;4.49%;29;5.21%;315;56.55%;89;15.98%;56;10.05%;43;7.72%;557
NORDESTE;21;MA;211105;SAO JOAO DO PARAISO;22;3.5%;26;4.14%;319;50.8%;115;18.31%;78;12.42%;68;10.83%;628
NORDESTE;21;MA;211107;SAO JOAO DO SOTER;58;6.22%;67;7.18%;591;63.34%;122;13.08%;55;5.89%;40;4.29%;933
NORDESTE;21;MA;211110;SAO JOAO DOS PATOS;66;5.45%;62;5.12%;740;61.06%;201;16.58%;80;6.6%;63;5.2%;1.212
NORDESTE;21;MA;211120;SAO JOSE DE RIBAMAR;224;4.02%;210;3.77%;3.247;58.29%;957;17.18%;462;8.29%;470;8.44%;5.570
NORDESTE;21;MA;211125;SAO JOSE DOS BASILIOS;11;2.37%;16;3.45%;254;54.74%;94;20.26%;49;10.56%;40;8.62%;464
NORDESTE;21;MA;211130;SAO LUIS;619;4.6%;589;4.38%;7.902;58.78%;2.171;16.15%;1.114;8.29%;1.049;7.8%;13.444
NORDESTE;21;MA;211140;SAO LUIS GONZAGA DO MARANHAO;108;10.75%;43;4.28%;377;37.51%;125;12.44%;103;10.25%;249;24.78%;1.005
NORDESTE;21;MA;211150;SAO MATEUS DO MARANHAO;124;6.21%;88;4.4%;1.140;57.06%;346;17.32%;152;7.61%;148;7.41%;1.998
NORDESTE;21;MA;211153;SAO PEDRO DA AGUA BRANCA;18;2.63%;23;3.36%;421;61.55%;108;15.79%;57;8.33%;57;8.33%;684
NORDESTE;21;MA;211157;SAO PEDRO DOS CRENTES;9;3.85%;8;3.42%;130;55.56%;42;17.95%;23;9.83%;22;9.4%;234
NORDESTE;21;MA;211160;SAO RAIMUNDO DAS MANGABEIRAS;58;6.37%;34;3.73%;522;57.3%;150;16.47%;76;8.34%;71;7.79%;911
NORDESTE;21;MA;211163;SAO RAIMUNDO DO DOCA BEZERRA;16;3.83%;14;3.35%;252;60.29%;78;18.66%;32;7.66%;26;6.22%;418
NORDESTE;21;MA;211167;SAO ROBERTO;49;10.7%;18;3.93%;219;47.82%;71;15.5%;48;10.48%;53;11.57%;458
NORDESTE;21;MA;211170;SAO VICENTE FERRER;72;7.24%;49;4.93%;531;53.42%;154;15.49%;87;8.75%;101;10.16%;994
NORDESTE;21;MA;211172;SATUBINHA;18;3.54%;25;4.92%;278;54.72%;79;15.55%;46;9.06%;62;12.2%;508
NORDESTE;21;MA;211174;SENADOR ALEXANDRE COSTA;29;5.1%;37;6.5%;355;62.39%;66;11.6%;36;6.33%;46;8.08%;569
NORDESTE;21;MA;211176;SENADOR LA ROCQUE;40;5.08%;30;3.81%;417;52.99%;134;17.03%;70;8.89%;96;12.2%;787
NORDESTE;21;MA;211178;SERRANO DO MARANHAO;59;8.26%;55;7.7%;374;52.38%;108;15.13%;53;7.42%;65;9.1%;714
NORDESTE;21;MA;211180;SITIO NOVO;30;2.45%;29;2.37%;756;61.71%;219;17.88%;101;8.24%;90;7.35%;1.225
NORDESTE;21;MA;211190;SUCUPIRA DO NORTE;42;6.49%;36;5.56%;352;54.4%;94;14.53%;56;8.66%;67;10.36%;647
NORDESTE;21;MA;211195;SUCUPIRA DO RIACHAO;19;4.22%;23;5.11%;251;55.78%;57;12.67%;34;7.56%;66;14.67%;450
NORDESTE;21;MA;211200;TASSO FRAGOSO;94;12.16%;68;8.8%;430;55.63%;103;13.32%;41;5.3%;37;4.79%;773
NORDESTE;21;MA;211210;TIMBIRAS;94;6.75%;69;4.95%;828;59.44%;215;15.43%;111;7.97%;76;5.46%;1.393
