Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
NORDESTE;29;BA;292465;PINTADAS;7;3.89%;9;5%;104;57.78%;40;22.22%;14;7.78%;6;3.33%;180
NORDESTE;29;BA;292467;PIRAI DO NORTE;4;4.76%;6;7.14%;46;54.76%;17;20.24%;8;9.52%;3;3.57%;84
NORDESTE;29;BA;292470;PIRIPA;2;1.08%;5;2.69%;129;69.35%;36;19.35%;10;5.38%;4;2.15%;186
NORDESTE;29;BA;292480;PIRITIBA;4;5.71%;5;7.14%;39;55.71%;12;17.14%;5;7.14%;5;7.14%;70
NORDESTE;29;BA;292490;PLANALTINO;8;3.72%;8;3.72%;142;66.05%;23;10.7%;9;4.19%;25;11.63%;215
NORDESTE;29;BA;292500;PLANALTO;16;3.19%;18;3.59%;308;61.48%;92;18.36%;44;8.78%;23;4.59%;501
NORDESTE;29;BA;292510;POCOES;51;3.14%;61;3.76%;962;59.27%;259;15.96%;160;9.86%;130;8.01%;1.623
NORDESTE;29;BA;292520;POJUCA;0;-;5;2.4%;125;60.1%;48;23.08%;17;8.17%;13;6.25%;208
NORDESTE;29;BA;292525;PONTO NOVO;10;2.81%;9;2.53%;185;51.97%;84;23.6%;35;9.83%;33;9.27%;356
NORDESTE;29;BA;292530;PORTO SEGURO;248;7.47%;190;5.72%;1.888;56.85%;460;13.85%;243;7.32%;292;8.79%;3.321
NORDESTE;29;BA;292540;POTIRAGUA;2;2.44%;2;2.44%;44;53.66%;23;28.05%;9;10.98%;2;2.44%;82
NORDESTE;29;BA;292550;PRADO;101;6.51%;77;4.96%;954;61.47%;235;15.14%;107;6.89%;78;5.03%;1.552
NORDESTE;29;BA;292560;PRESIDENTE DUTRA;27;4.23%;35;5.49%;413;64.73%;93;14.58%;42;6.58%;28;4.39%;638
NORDESTE;29;BA;292570;PRESIDENTE JANIO QUADROS;20;2.59%;29;3.75%;522;67.53%;110;14.23%;52;6.73%;40;5.17%;773
NORDESTE;29;BA;292575;PRESIDENTE TANCREDO NEVES;37;2.22%;75;4.49%;1.024;61.32%;287;17.19%;138;8.26%;109;6.53%;1.670
NORDESTE;29;BA;292580;QUEIMADAS;12;2.82%;10;2.35%;258;60.56%;93;21.83%;36;8.45%;17;3.99%;426
NORDESTE;29;BA;292590;QUIJINGUE;44;3.66%;50;4.16%;719;59.77%;197;16.38%;86;7.15%;107;8.89%;1.203
NORDESTE;29;BA;292593;QUIXABEIRA;1;0.23%;8;1.85%;316;73.15%;65;15.05%;22;5.09%;20;4.63%;432
NORDESTE;29;BA;292595;RAFAEL JAMBEIRO;119;10.71%;52;4.68%;548;49.32%;162;14.58%;124;11.16%;106;9.54%;1.111
NORDESTE;29;BA;292600;REMANSO;23;2.52%;36;3.94%;612;66.96%;126;13.79%;54;5.91%;63;6.89%;914
NORDESTE;29;BA;292610;RETIROLANDIA;5;4.35%;4;3.48%;82;71.3%;18;15.65%;3;2.61%;3;2.61%;115
NORDESTE;29;BA;292620;RIACHAO DAS NEVES;43;6.46%;35;5.26%;345;51.8%;99;14.86%;72;10.81%;72;10.81%;666
NORDESTE;29;BA;292630;RIACHAO DO JACUIPE;48;5.16%;53;5.7%;506;54.41%;153;16.45%;72;7.74%;98;10.54%;930
NORDESTE;29;BA;292640;RIACHO DE SANTANA;29;5.47%;22;4.15%;358;67.55%;71;13.4%;28;5.28%;22;4.15%;530
NORDESTE;29;BA;292650;RIBEIRA DO AMPARO;40;4.08%;34;3.47%;550;56.07%;151;15.39%;111;11.31%;95;9.68%;981
NORDESTE;29;BA;292660;RIBEIRA DO POMBAL;19;2.45%;24;3.09%;435;56.06%;165;21.26%;79;10.18%;54;6.96%;776
NORDESTE;29;BA;292665;RIBEIRAO DO LARGO;22;5.1%;16;3.71%;212;49.19%;83;19.26%;48;11.14%;50;11.6%;431
NORDESTE;29;BA;292670;RIO DE CONTAS;24;3.09%;33;4.25%;496;63.92%;137;17.65%;54;6.96%;32;4.12%;776
NORDESTE;29;BA;292680;RIO DO ANTONIO;21;5.34%;20;5.09%;209;53.18%;68;17.3%;41;10.43%;34;8.65%;393
NORDESTE;29;BA;292690;RIO DO PIRES;5;1.36%;14;3.79%;250;67.75%;53;14.36%;34;9.21%;13;3.52%;369
NORDESTE;29;BA;292700;RIO REAL;4;1.34%;7;2.34%;176;58.86%;59;19.73%;32;10.7%;21;7.02%;299
NORDESTE;29;BA;292710;RODELAS;0;-;0;-;49;81.67%;6;10%;3;5%;2;3.33%;60
NORDESTE;29;BA;292720;RUY BARBOSA;6;1.14%;17;3.23%;360;68.44%;86;16.35%;37;7.03%;20;3.8%;526
NORDESTE;29;BA;292730;SALINAS DA MARGARIDA;23;6.48%;15;4.23%;154;43.38%;47;13.24%;54;15.21%;62;17.46%;355
NORDESTE;29;BA;292740;SALVADOR;455;3.39%;641;4.78%;8.025;59.86%;2.124;15.84%;1.082;8.07%;1.079;8.05%;13.406
NORDESTE;29;BA;292750;SANTA BARBARA;6;2.47%;5;2.06%;146;60.08%;45;18.52%;23;9.47%;18;7.41%;243
NORDESTE;29;BA;292760;SANTA BRIGIDA;6;1.72%;5;1.43%;210;60.17%;83;23.78%;32;9.17%;13;3.72%;349
NORDESTE;29;BA;292770;SANTA CRUZ CABRALIA;44;5.03%;40;4.58%;534;61.1%;108;12.36%;70;8.01%;78;8.92%;874
NORDESTE;29;BA;292780;SANTA CRUZ DA VITORIA;8;3.28%;8;3.28%;134;54.92%;27;11.07%;26;10.66%;41;16.8%;244
NORDESTE;29;BA;292790;SANTA INES;14;2.94%;25;5.25%;267;56.09%;87;18.28%;39;8.19%;44;9.24%;476
NORDESTE;29;BA;292805;SANTA LUZIA;18;3.63%;16;3.23%;271;54.64%;90;18.15%;56;11.29%;45;9.07%;496
NORDESTE;29;BA;292810;SANTA MARIA DA VITORIA;69;5.89%;77;6.58%;707;60.38%;148;12.64%;84;7.17%;86;7.34%;1.171
NORDESTE;29;BA;292840;SANTA RITA DE CASSIA;21;5.24%;24;5.99%;262;65.34%;52;12.97%;22;5.49%;20;4.99%;401
NORDESTE;29;BA;292850;SANTA TERESINHA;20;4.61%;24;5.53%;273;62.9%;58;13.36%;40;9.22%;19;4.38%;434
NORDESTE;29;BA;292800;SANTALUZ;38;3.2%;43;3.62%;705;59.39%;223;18.79%;98;8.26%;80;6.74%;1.187
NORDESTE;29;BA;292820;SANTANA;42;4.06%;69;6.67%;568;54.88%;166;16.04%;100;9.66%;90;8.7%;1.035
NORDESTE;29;BA;292830;SANTANOPOLIS;15;3.39%;22;4.97%;279;62.98%;51;11.51%;40;9.03%;36;8.13%;443
NORDESTE;29;BA;292860;SANTO AMARO;0;-;1;3.13%;22;68.75%;8;25%;0;-;1;3.13%;32
NORDESTE;29;BA;292870;SANTO ANTONIO DE JESUS;68;2.98%;87;3.81%;1.397;61.19%;351;15.37%;154;6.75%;226;9.9%;2.283
NORDESTE;29;BA;292880;SANTO ESTEVAO;12;3.51%;13;3.8%;203;59.36%;62;18.13%;33;9.65%;19;5.56%;342
NORDESTE;29;BA;292890;SAO DESIDERIO;85;5.88%;72;4.98%;897;62.03%;227;15.7%;97;6.71%;68;4.7%;1.446
NORDESTE;29;BA;292895;SAO DOMINGOS;6;4.35%;8;5.8%;85;61.59%;19;13.77%;8;5.8%;12;8.7%;138
NORDESTE;29;BA;292910;SAO FELIPE;19;2.35%;28;3.46%;471;58.15%;141;17.41%;84;10.37%;67;8.27%;810
NORDESTE;29;BA;292900;SAO FELIX;9;4.59%;13;6.63%;110;56.12%;31;15.82%;14;7.14%;19;9.69%;196
NORDESTE;29;BA;292905;SAO FELIX DO CORIBE;5;5.38%;4;4.3%;48;51.61%;22;23.66%;8;8.6%;6;6.45%;93
NORDESTE;29;BA;292920;SAO FRANCISCO DO CONDE;8;2.29%;9;2.58%;201;57.59%;67;19.2%;42;12.03%;22;6.3%;349
NORDESTE;29;BA;292925;SAO GABRIEL;73;7.72%;59;6.24%;532;56.3%;148;15.66%;70;7.41%;63;6.67%;945
NORDESTE;29;BA;292930;SAO GONCALO DOS CAMPOS;10;3.01%;17;5.12%;150;45.18%;60;18.07%;42;12.65%;53;15.96%;332
NORDESTE;29;BA;292935;SAO JOSE DA VITORIA;3;1.54%;2;1.03%;127;65.13%;37;18.97%;16;8.21%;10;5.13%;195
NORDESTE;29;BA;292937;SAO JOSE DO JACUIPE;1;0.6%;9;5.42%;115;69.28%;28;16.87%;11;6.63%;2;1.2%;166
NORDESTE;29;BA;292940;SAO MIGUEL DAS MATAS;18;4.35%;12;2.9%;224;54.11%;78;18.84%;47;11.35%;35;8.45%;414
NORDESTE;29;BA;292950;SAO SEBASTIAO DO PASSE;9;1.9%;25;5.29%;271;57.29%;72;15.22%;55;11.63%;41;8.67%;473
NORDESTE;29;BA;292960;SAPEACU;9;2.45%;11;2.99%;190;51.63%;74;20.11%;36;9.78%;48;13.04%;368
NORDESTE;29;BA;292970;SATIRO DIAS;3;3.61%;4;4.82%;53;63.86%;9;10.84%;7;8.43%;7;8.43%;83
NORDESTE;29;BA;292975;SAUBARA;26;3.78%;17;2.47%;410;59.59%;75;10.9%;59;8.58%;101;14.68%;688
NORDESTE;29;BA;292980;SAUDE;12;3.05%;12;3.05%;282;71.76%;56;14.25%;20;5.09%;11;2.8%;393
NORDESTE;29;BA;292990;SEABRA;86;5.6%;81;5.27%;861;56.02%;249;16.2%;136;8.85%;124;8.07%;1.537
NORDESTE;29;BA;293000;SEBASTIAO LARANJEIRAS;10;2.46%;17;4.19%;252;62.07%;74;18.23%;34;8.37%;19;4.68%;406
NORDESTE;29;BA;293010;SENHOR DO BONFIM;13;2.3%;13;2.3%;335;59.4%;105;18.62%;39;6.91%;59;10.46%;564
NORDESTE;29;BA;293020;SENTO SE;2;1.92%;1;0.96%;67;64.42%;21;20.19%;9;8.65%;4;3.85%;104
NORDESTE;29;BA;293015;SERRA DO RAMALHO;11;2.35%;15;3.21%;290;61.97%;88;18.8%;38;8.12%;26;5.56%;468
NORDESTE;29;BA;293030;SERRA DOURADA;15;2.28%;37;5.62%;398;60.49%;106;16.11%;48;7.29%;54;8.21%;658
NORDESTE;29;BA;293040;SERRA PRETA;16;2.57%;33;5.31%;355;57.07%;102;16.4%;64;10.29%;52;8.36%;622
NORDESTE;29;BA;293050;SERRINHA;17;1.92%;33;3.73%;546;61.76%;134;15.16%;50;5.66%;104;11.76%;884
NORDESTE;29;BA;293060;SERROLANDIA;5;3.97%;3;2.38%;77;61.11%;22;17.46%;9;7.14%;10;7.94%;126
NORDESTE;29;BA;293070;SIMOES FILHO;21;2.86%;26;3.55%;457;62.35%;122;16.64%;68;9.28%;39;5.32%;733
NORDESTE;29;BA;293075;SITIO DO MATO;32;4.17%;27;3.52%;472;61.54%;117;15.25%;56;7.3%;63;8.21%;767
NORDESTE;29;BA;293076;SITIO DO QUINTO;3;1.68%;6;3.35%;116;64.8%;26;14.53%;16;8.94%;12;6.7%;179
NORDESTE;29;BA;293077;SOBRADINHO;13;2.2%;7;1.18%;344;58.21%;115;19.46%;65;11%;47;7.95%;591
NORDESTE;29;BA;293080;SOUTO SOARES;6;3.7%;8;4.94%;94;58.02%;35;21.6%;13;8.02%;6;3.7%;162
NORDESTE;29;BA;293090;TABOCAS DO BREJO VELHO;28;5.23%;24;4.49%;323;60.37%;84;15.7%;46;8.6%;30;5.61%;535
NORDESTE;29;BA;293100;TANHACU;13;1.84%;11;1.56%;486;68.84%;123;17.42%;47;6.66%;26;3.68%;706
NORDESTE;29;BA;293105;TANQUE NOVO;15;2.17%;23;3.32%;527;76.16%;91;13.15%;31;4.48%;5;0.72%;692
NORDESTE;29;BA;293110;TANQUINHO;9;3.6%;12;4.8%;152;60.8%;39;15.6%;23;9.2%;15;6%;250
NORDESTE;29;BA;293120;TAPEROA;16;3.81%;23;5.48%;251;59.76%;65;15.48%;35;8.33%;30;7.14%;420
NORDESTE;29;BA;293130;TAPIRAMUTA;3;3.23%;5;5.38%;65;69.89%;15;16.13%;3;3.23%;2;2.15%;93
NORDESTE;29;BA;293135;TEIXEIRA DE FREITAS;271;6.75%;198;4.93%;2.279;56.73%;558;13.89%;328;8.17%;383;9.53%;4.017
NORDESTE;29;BA;293140;TEODORO SAMPAIO;68;17.94%;23;6.07%;179;47.23%;52;13.72%;34;8.97%;23;6.07%;379
NORDESTE;29;BA;293150;TEOFILANDIA;37;4.27%;57;6.57%;500;57.67%;143;16.49%;74;8.54%;56;6.46%;867
NORDESTE;29;BA;293160;TEOLANDIA;29;3.97%;23;3.15%;474;64.84%;116;15.87%;51;6.98%;38;5.2%;731
NORDESTE;29;BA;293170;TERRA NOVA;14;4.83%;10;3.45%;153;52.76%;44;15.17%;32;11.03%;37;12.76%;290
NORDESTE;29;BA;293180;TREMEDAL;9;1.98%;6;1.32%;299;65.86%;78;17.18%;47;10.35%;15;3.3%;454
NORDESTE;29;BA;293190;TUCANO;19;1.34%;51;3.6%;857;60.48%;292;20.61%;118;8.33%;80;5.65%;1.417
NORDESTE;29;BA;293200;UAUA;62;4.73%;44;3.35%;662;50.46%;244;18.6%;151;11.51%;149;11.36%;1.312
NORDESTE;29;BA;293210;UBAIRA;3;5.66%;3;5.66%;29;54.72%;9;16.98%;8;15.09%;1;1.89%;53
NORDESTE;29;BA;293220;UBAITABA;11;3.7%;18;6.06%;198;66.67%;40;13.47%;23;7.74%;7;2.36%;297
NORDESTE;29;BA;293230;UBATA;1;10%;1;10%;7;70%;0;-;1;10%;0;-;10
NORDESTE;29;BA;293240;UIBAI;36;5.01%;36;5.01%;449;62.45%;92;12.8%;60;8.34%;46;6.4%;719
NORDESTE;29;BA;293245;UMBURANAS;32;3.47%;37;4.02%;584;63.41%;139;15.09%;76;8.25%;53;5.75%;921
NORDESTE;29;BA;293250;UNA;21;2.56%;28;3.41%;526;64.15%;142;17.32%;58;7.07%;45;5.49%;820
NORDESTE;29;BA;293260;URANDI;10;2.31%;12;2.78%;291;67.36%;76;17.59%;31;7.18%;12;2.78%;432
NORDESTE;29;BA;293270;URUCUCA;7;2.78%;15;5.95%;162;64.29%;36;14.29%;18;7.14%;14;5.56%;252
NORDESTE;29;BA;293280;UTINGA;41;5.41%;35;4.62%;469;61.87%;110;14.51%;49;6.46%;54;7.12%;758
NORDESTE;29;BA;293290;VALENCA;21;9.13%;19;8.26%;128;55.65%;42;18.26%;8;3.48%;12;5.22%;230
NORDESTE;29;BA;293300;VALENTE;16;2.47%;23;3.54%;410;63.17%;119;18.34%;51;7.86%;30;4.62%;649
NORDESTE;29;BA;293305;VARZEA DA ROCA;32;4.64%;23;3.33%;399;57.83%;123;17.83%;54;7.83%;59;8.55%;690
NORDESTE;29;BA;293310;VARZEA DO POCO;11;4.21%;11;4.21%;166;63.6%;40;15.33%;15;5.75%;18;6.9%;261
NORDESTE;29;BA;293315;VARZEA NOVA;15;4.87%;10;3.25%;195;63.31%;56;18.18%;19;6.17%;13;4.22%;308
NORDESTE;29;BA;293317;VARZEDO;2;1.41%;9;6.34%;79;55.63%;19;13.38%;17;11.97%;16;11.27%;142
NORDESTE;29;BA;293320;VERA CRUZ;6;2.1%;6;2.1%;179;62.59%;52;18.18%;24;8.39%;19;6.64%;286
NORDESTE;29;BA;293325;VEREDA;1;1.64%;1;1.64%;38;62.3%;17;27.87%;3;4.92%;1;1.64%;61
NORDESTE;29;BA;293330;VITORIA DA CONQUISTA;50;1.96%;88;3.44%;1.702;66.56%;448;17.52%;164;6.41%;105;4.11%;2.557
NORDESTE;29;BA;293340;WAGNER;1;1.69%;0;-;35;59.32%;15;25.42%;5;8.47%;3;5.08%;59
NORDESTE;29;BA;293345;WANDERLEY;17;3.14%;21;3.88%;346;63.96%;86;15.9%;45;8.32%;26;4.81%;541
NORDESTE;29;BA;293350;WENCESLAU GUIMARAES;47;5.86%;37;4.61%;465;57.98%;104;12.97%;60;7.48%;89;11.1%;802
NORDESTE;29;BA;293360;XIQUE-XIQUE;82;6.62%;68;5.49%;757;61.15%;166;13.41%;85;6.87%;80;6.46%;1.238
TOTAL ESTADO BAHIA;;;;;11.400;3.96%;12.285;4.27%;172.734;60.02%;47.234;16.41%;23.400;8.13%;20.747;7.21%;287.800
NORDESTE;23;CE;230010;ABAIARA;5;2.12%;6;2.54%;111;47.03%;49;20.76%;37;15.68%;28;11.86%;236
NORDESTE;23;CE;230015;ACARAPE;3;3.7%;3;3.7%;34;41.98%;22;27.16%;10;12.35%;9;11.11%;81
NORDESTE;23;CE;230020;ACARAU;31;2.87%;28;2.59%;477;44.13%;244;22.57%;144;13.32%;157;14.52%;1.081
NORDESTE;23;CE;230030;ACOPIARA;44;4.63%;37;3.89%;434;45.68%;185;19.47%;130;13.68%;120;12.63%;950
NORDESTE;23;CE;230040;AIUABA;24;2.67%;27;3%;515;57.29%;172;19.13%;87;9.68%;74;8.23%;899
NORDESTE;23;CE;230050;ALCANTARAS;5;2.35%;6;2.82%;121;56.81%;44;20.66%;16;7.51%;21;9.86%;213
NORDESTE;23;CE;230060;ALTANEIRA;6;1.94%;15;4.84%;158;50.97%;47;15.16%;35;11.29%;49;15.81%;310
NORDESTE;23;CE;230070;ALTO SANTO;15;2.33%;28;4.35%;370;57.45%;97;15.06%;64;9.94%;70;10.87%;644
NORDESTE;23;CE;230075;AMONTADA;40;2.24%;70;3.92%;1.009;56.46%;350;19.59%;168;9.4%;150;8.39%;1.787
NORDESTE;23;CE;230080;ANTONINA DO NORTE;10;3.29%;17;5.59%;174;57.24%;43;14.14%;30;9.87%;30;9.87%;304
NORDESTE;23;CE;230090;APUIARES;15;2.71%;20;3.61%;268;48.38%;122;22.02%;62;11.19%;67;12.09%;554
NORDESTE;23;CE;230100;AQUIRAZ;151;4.8%;107;3.4%;1.333;42.41%;592;18.84%;442;14.06%;518;16.48%;3.143
NORDESTE;23;CE;230110;ARACATI;52;2.35%;58;2.62%;1.125;50.77%;448;20.22%;271;12.23%;262;11.82%;2.216
NORDESTE;23;CE;230120;ARACOIABA;6;1.97%;16;5.26%;140;46.05%;64;21.05%;39;12.83%;39;12.83%;304
NORDESTE;23;CE;230125;ARARENDA;3;0.9%;8;2.41%;185;55.72%;84;25.3%;41;12.35%;11;3.31%;332
NORDESTE;23;CE;230130;ARARIPE;51;3.33%;53;3.46%;852;55.61%;287;18.73%;162;10.57%;127;8.29%;1.532
NORDESTE;23;CE;230140;ARATUBA;27;4.89%;21;3.8%;255;46.2%;95;17.21%;74;13.41%;80;14.49%;552
NORDESTE;23;CE;230150;ARNEIROZ;5;1.66%;6;1.99%;180;59.6%;54;17.88%;29;9.6%;28;9.27%;302
NORDESTE;23;CE;230160;ASSARE;52;4.03%;47;3.64%;664;51.47%;251;19.46%;151;11.71%;125;9.69%;1.290
NORDESTE;23;CE;230170;AURORA;20;4.57%;11;2.51%;250;57.08%;85;19.41%;41;9.36%;31;7.08%;438
NORDESTE;23;CE;230180;BAIXIO;5;3.91%;4;3.13%;79;61.72%;14;10.94%;12;9.38%;14;10.94%;128
NORDESTE;23;CE;230185;BANABUIU;21;4.04%;13;2.5%;222;42.69%;106;20.38%;89;17.12%;69;13.27%;520
NORDESTE;23;CE;230190;BARBALHA;66;3.67%;71;3.94%;1.055;58.61%;299;16.61%;152;8.44%;157;8.72%;1.800
NORDESTE;23;CE;230195;BARREIRA;2;0.83%;4;1.66%;123;51.04%;55;22.82%;31;12.86%;26;10.79%;241
NORDESTE;23;CE;230200;BARRO;29;4.24%;24;3.51%;363;53.07%;125;18.27%;74;10.82%;69;10.09%;684
NORDESTE;23;CE;230205;BARROQUINHA;6;1.33%;10;2.22%;252;55.88%;84;18.63%;49;10.86%;50;11.09%;451
NORDESTE;23;CE;230210;BATURITE;34;3.33%;36;3.53%;483;47.31%;213;20.86%;115;11.26%;140;13.71%;1.021
NORDESTE;23;CE;230220;BEBERIBE;7;1.44%;13;2.67%;240;49.38%;127;26.13%;63;12.96%;36;7.41%;486
NORDESTE;23;CE;230230;BELA CRUZ;4;1.59%;4;1.59%;137;54.58%;63;25.1%;29;11.55%;14;5.58%;251
NORDESTE;23;CE;230240;BOA VIAGEM;10;2.62%;9;2.36%;227;59.42%;66;17.28%;36;9.42%;34;8.9%;382
NORDESTE;23;CE;230250;BREJO SANTO;32;1.85%;68;3.93%;1.067;61.68%;318;18.38%;144;8.32%;101;5.84%;1.730
NORDESTE;23;CE;230260;CAMOCIM;63;3.61%;41;2.35%;822;47.13%;330;18.92%;229;13.13%;259;14.85%;1.744
NORDESTE;23;CE;230270;CAMPOS SALES;33;3.36%;35;3.56%;580;59.06%;192;19.55%;91;9.27%;51;5.19%;982
NORDESTE;23;CE;230280;CANINDE;19;2.21%;19;2.21%;359;41.84%;196;22.84%;105;12.24%;160;18.65%;858
NORDESTE;23;CE;230290;CAPISTRANO;32;3.58%;28;3.13%;393;43.96%;202;22.6%;107;11.97%;132;14.77%;894
NORDESTE;23;CE;230300;CARIDADE;7;12.96%;1;1.85%;26;48.15%;5;9.26%;4;7.41%;11;20.37%;54
NORDESTE;23;CE;230310;CARIRE;20;2.71%;25;3.39%;427;57.86%;121;16.4%;71;9.62%;74;10.03%;738
NORDESTE;23;CE;230320;CARIRIACU;15;1.71%;18;2.05%;525;59.73%;187;21.27%;91;10.35%;43;4.89%;879
NORDESTE;23;CE;230330;CARIUS;17;3.33%;15;2.94%;298;58.43%;109;21.37%;36;7.06%;35;6.86%;510
NORDESTE;23;CE;230340;CARNAUBAL;24;2.84%;24;2.84%;487;57.57%;161;19.03%;77;9.1%;73;8.63%;846
NORDESTE;23;CE;230350;CASCAVEL;13;3.5%;11;2.96%;195;52.56%;70;18.87%;45;12.13%;37;9.97%;371
NORDESTE;23;CE;230360;CATARINA;4;0.74%;9;1.67%;209;38.85%;78;14.5%;55;10.22%;183;34.01%;538
NORDESTE;23;CE;230365;CATUNDA;98;17.53%;37;6.62%;257;45.97%;73;13.06%;51;9.12%;43;7.69%;559
NORDESTE;23;CE;230370;CAUCAIA;39;1.53%;60;2.36%;1.339;52.57%;574;22.54%;316;12.41%;219;8.6%;2.547
NORDESTE;23;CE;230380;CEDRO;12;1.85%;14;2.16%;334;51.54%;154;23.77%;73;11.27%;61;9.41%;648
NORDESTE;23;CE;230390;CHAVAL;20;5.48%;15;4.11%;159;43.56%;76;20.82%;31;8.49%;64;17.53%;365
NORDESTE;23;CE;230393;CHORO;8;2.24%;5;1.4%;204;57.14%;68;19.05%;45;12.61%;27;7.56%;357
NORDESTE;23;CE;230395;CHOROZINHO;22;2.48%;29;3.27%;517;58.35%;118;13.32%;86;9.71%;114;12.87%;886
NORDESTE;23;CE;230400;COREAU;28;3.84%;28;3.84%;367;50.34%;138;18.93%;95;13.03%;73;10.01%;729
NORDESTE;23;CE;230410;CRATEUS;41;4.46%;33;3.59%;453;49.24%;196;21.3%;102;11.09%;95;10.33%;920
NORDESTE;23;CE;230420;CRATO;81;4.85%;84;5.03%;921;55.12%;259;15.5%;153;9.16%;173;10.35%;1.671
NORDESTE;23;CE;230423;CROATA;15;2.15%;15;2.15%;314;44.99%;147;21.06%;98;14.04%;109;15.62%;698
NORDESTE;23;CE;230425;CRUZ;32;1.44%;54;2.42%;1.289;57.85%;431;19.34%;251;11.27%;171;7.68%;2.228
NORDESTE;23;CE;230426;DEPUTADO IRAPUAN PINHEIRO;14;4.56%;12;3.91%;132;43%;56;18.24%;51;16.61%;42;13.68%;307
NORDESTE;23;CE;230427;ERERE;5;2.45%;12;5.88%;83;40.69%;46;22.55%;29;14.22%;29;14.22%;204
NORDESTE;23;CE;230428;EUSEBIO;17;1.65%;22;2.14%;530;51.56%;222;21.6%;120;11.67%;117;11.38%;1.028
NORDESTE;23;CE;230430;FARIAS BRITO;7;0.9%;15;1.92%;496;63.51%;166;21.25%;71;9.09%;26;3.33%;781
NORDESTE;23;CE;230435;FORQUILHA;89;9.56%;49;5.26%;451;48.44%;147;15.79%;102;10.96%;93;9.99%;931
NORDESTE;23;CE;230440;FORTALEZA;926;1.79%;876;1.69%;26.321;50.77%;12.292;23.71%;6.532;12.6%;4.893;9.44%;51.840
NORDESTE;23;CE;230445;FORTIM;55;6.83%;24;2.98%;365;45.34%;133;16.52%;74;9.19%;154;19.13%;805
NORDESTE;23;CE;230450;FRECHEIRINHA;9;2.98%;11;3.64%;117;38.74%;54;17.88%;40;13.25%;71;23.51%;302
NORDESTE;23;CE;230460;GENERAL SAMPAIO;10;3.65%;7;2.55%;142;51.82%;47;17.15%;39;14.23%;29;10.58%;274
NORDESTE;23;CE;230465;GRACA;20;3.04%;21;3.2%;365;55.56%;126;19.18%;68;10.35%;57;8.68%;657
NORDESTE;23;CE;230470;GRANJA;36;3.59%;32;3.19%;499;49.8%;205;20.46%;131;13.07%;99;9.88%;1.002
NORDESTE;23;CE;230480;GRANJEIRO;8;4.65%;5;2.91%;74;43.02%;40;23.26%;18;10.47%;27;15.7%;172
NORDESTE;23;CE;230490;GROAIRAS;12;2.38%;16;3.17%;243;48.12%;114;22.57%;80;15.84%;40;7.92%;505
NORDESTE;23;CE;230495;GUAIUBA;10;1.69%;20;3.38%;258;43.65%;131;22.17%;76;12.86%;96;16.24%;591
NORDESTE;23;CE;230500;GUARACIABA DO NORTE;39;2.42%;29;1.8%;1.041;64.66%;272;16.89%;117;7.27%;112;6.96%;1.610
NORDESTE;23;CE;230510;GUARAMIRANGA;1;2.17%;0;-;26;56.52%;9;19.57%;6;13.04%;4;8.7%;46
NORDESTE;23;CE;230520;HIDROLANDIA;13;1.81%;22;3.07%;428;59.69%;158;22.04%;49;6.83%;47;6.56%;717
NORDESTE;23;CE;230523;HORIZONTE;6;0.34%;17;0.97%;843;48.12%;478;27.28%;285;16.27%;123;7.02%;1.752
NORDESTE;23;CE;230526;IBARETAMA;11;1.73%;15;2.36%;340;53.54%;135;21.26%;69;10.87%;65;10.24%;635
NORDESTE;23;CE;230530;IBIAPINA;28;3.6%;24;3.08%;404;51.93%;163;20.95%;81;10.41%;78;10.03%;778
NORDESTE;23;CE;230533;IBICUITINGA;11;3.37%;13;3.99%;145;44.48%;59;18.1%;51;15.64%;47;14.42%;326
NORDESTE;23;CE;230535;ICAPUI;2;1.77%;6;5.31%;67;59.29%;23;20.35%;10;8.85%;5;4.42%;113
NORDESTE;23;CE;230540;ICO;34;4.26%;31;3.88%;442;55.32%;165;20.65%;73;9.14%;54;6.76%;799
NORDESTE;23;CE;230550;IGUATU;233;7.77%;117;3.9%;1.497;49.92%;506;16.87%;301;10.04%;345;11.5%;2.999
NORDESTE;23;CE;230560;INDEPENDENCIA;21;4.62%;11;2.42%;233;51.21%;106;23.3%;62;13.63%;22;4.84%;455
NORDESTE;23;CE;230565;IPAPORANGA;5;4.85%;3;2.91%;59;57.28%;17;16.5%;11;10.68%;8;7.77%;103
NORDESTE;23;CE;230570;IPAUMIRIM;2;4.35%;0;-;21;45.65%;7;15.22%;8;17.39%;8;17.39%;46
NORDESTE;23;CE;230580;IPU;100;4.28%;84;3.59%;842;36.01%;371;15.87%;350;14.97%;591;25.28%;2.338
NORDESTE;23;CE;230590;IPUEIRAS;22;3.87%;15;2.64%;266;46.83%;108;19.01%;77;13.56%;80;14.08%;568
NORDESTE;23;CE;230600;IRACEMA;42;6.84%;20;3.26%;291;47.39%;118;19.22%;69;11.24%;74;12.05%;614
NORDESTE;23;CE;230610;IRAUCUBA;60;3.46%;51;2.94%;967;55.8%;347;20.02%;158;9.12%;150;8.66%;1.733
NORDESTE;23;CE;230620;ITAICABA;8;2.16%;5;1.35%;183;49.33%;77;20.75%;54;14.56%;44;11.86%;371
