Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
NORDESTE;29;BA;292205;MULUNGU DO MORRO;15;1.8%;26;3.13%;591;71.03%;116;13.94%;40;4.81%;44;5.29%;832
NORDESTE;29;BA;292210;MUNDO NOVO;29;3.16%;33;3.6%;545;59.43%;153;16.68%;64;6.98%;93;10.14%;917
NORDESTE;29;BA;292220;MUNIZ FERREIRA;12;3.99%;12;3.99%;161;53.49%;56;18.6%;24;7.97%;36;11.96%;301
NORDESTE;29;BA;292225;MUQUEM DE SAO FRANCISCO;27;4.37%;22;3.56%;369;59.71%;104;16.83%;57;9.22%;39;6.31%;618
NORDESTE;29;BA;292230;MURITIBA;14;0.89%;19;1.21%;469;29.76%;170;10.79%;144;9.14%;760;48.22%;1.576
NORDESTE;29;BA;292240;MUTUIPE;21;2.16%;28;2.87%;640;65.71%;164;16.84%;70;7.19%;51;5.24%;974
NORDESTE;29;BA;292250;NAZARE;29;3.06%;38;4.01%;556;58.65%;163;17.19%;74;7.81%;88;9.28%;948
NORDESTE;29;BA;292260;NILO PECANHA;26;3.81%;29;4.25%;393;57.62%;124;18.18%;69;10.12%;41;6.01%;682
NORDESTE;29;BA;292265;NORDESTINA;17;2.27%;34;4.55%;478;63.9%;111;14.84%;63;8.42%;45;6.02%;748
NORDESTE;29;BA;292270;NOVA CANAA;17;2.4%;16;2.26%;430;60.82%;140;19.8%;59;8.35%;45;6.36%;707
NORDESTE;29;BA;292273;NOVA FATIMA;11;2.98%;8;2.17%;237;64.23%;59;15.99%;25;6.78%;29;7.86%;369
NORDESTE;29;BA;292275;NOVA IBIA;5;1.54%;6;1.85%;199;61.23%;60;18.46%;31;9.54%;24;7.38%;325
NORDESTE;29;BA;292280;NOVA ITARANA;15;3.94%;9;2.36%;252;66.14%;58;15.22%;24;6.3%;23;6.04%;381
NORDESTE;29;BA;292285;NOVA REDENCAO;19;5.09%;25;6.7%;234;62.73%;46;12.33%;24;6.43%;25;6.7%;373
NORDESTE;29;BA;292290;NOVA SOURE;27;1.99%;33;2.43%;887;65.27%;217;15.97%;118;8.68%;77;5.67%;1.359
NORDESTE;29;BA;292300;NOVA VICOSA;60;2.93%;83;4.06%;1.199;58.63%;394;19.27%;185;9.05%;124;6.06%;2.045
NORDESTE;29;BA;292303;NOVO HORIZONTE;15;2.14%;27;3.85%;488;69.61%;104;14.84%;37;5.28%;30;4.28%;701
NORDESTE;29;BA;292305;NOVO TRIUNFO;14;2.9%;23;4.76%;305;63.15%;73;15.11%;45;9.32%;23;4.76%;483
NORDESTE;29;BA;292310;OLINDINA;45;3.94%;60;5.25%;698;61.12%;191;16.73%;85;7.44%;63;5.52%;1.142
NORDESTE;29;BA;292320;OLIVEIRA DOS BREJINHOS;52;4.37%;48;4.03%;779;65.46%;196;16.47%;67;5.63%;48;4.03%;1.190
NORDESTE;29;BA;292330;OURICANGAS;7;1.65%;12;2.84%;287;67.85%;74;17.49%;27;6.38%;16;3.78%;423
NORDESTE;29;BA;292335;OUROLANDIA;31;2.75%;46;4.08%;702;62.29%;183;16.24%;94;8.34%;71;6.3%;1.127
NORDESTE;29;BA;292340;PALMAS DE MONTE ALTO;20;2.01%;40;4.03%;666;67.07%;167;16.82%;57;5.74%;43;4.33%;993
NORDESTE;29;BA;292350;PALMEIRAS;22;4.07%;20;3.7%;367;67.96%;62;11.48%;32;5.93%;37;6.85%;540
NORDESTE;29;BA;292360;PARAMIRIM;13;1.55%;21;2.51%;604;72.08%;119;14.2%;42;5.01%;39;4.65%;838
NORDESTE;29;BA;292370;PARATINGA;59;3.16%;80;4.29%;1.241;66.51%;250;13.4%;125;6.7%;111;5.95%;1.866
NORDESTE;29;BA;292380;PARIPIRANGA;28;2.23%;37;2.94%;822;65.34%;209;16.61%;97;7.71%;65;5.17%;1.258
NORDESTE;29;BA;292390;PAU BRASIL;7;1.01%;22;3.16%;446;64.08%;129;18.53%;50;7.18%;42;6.03%;696
NORDESTE;29;BA;292400;PAULO AFONSO;130;2.54%;164;3.21%;3.272;63.98%;905;17.7%;387;7.57%;256;5.01%;5.114
NORDESTE;29;BA;292405;PE DE SERRA;7;0.86%;27;3.33%;610;75.22%;109;13.44%;43;5.3%;15;1.85%;811
NORDESTE;29;BA;292410;PEDRAO;31;8.42%;15;4.08%;196;53.26%;61;16.58%;35;9.51%;30;8.15%;368
NORDESTE;29;BA;292420;PEDRO ALEXANDRE;21;2.37%;25;2.82%;514;58.01%;172;19.41%;92;10.38%;62;7%;886
NORDESTE;29;BA;292430;PIATA;48;4.72%;59;5.81%;616;60.63%;163;16.04%;73;7.19%;57;5.61%;1.016
NORDESTE;29;BA;292440;PILAO ARCADO;122;6.64%;85;4.63%;1.021;55.58%;299;16.28%;145;7.89%;165;8.98%;1.837
NORDESTE;29;BA;292450;PINDAI;18;2.38%;27;3.57%;491;64.86%;133;17.57%;51;6.74%;37;4.89%;757
NORDESTE;29;BA;292460;PINDOBACU;54;4.83%;45;4.02%;658;58.8%;167;14.92%;88;7.86%;107;9.56%;1.119
NORDESTE;29;BA;292465;PINTADAS;11;2.23%;19;3.85%;324;65.72%;69;14%;50;10.14%;20;4.06%;493
NORDESTE;29;BA;292467;PIRAI DO NORTE;15;2.86%;20;3.81%;315;60%;81;15.43%;43;8.19%;51;9.71%;525
NORDESTE;29;BA;292470;PIRIPA;5;1.21%;18;4.37%;309;75%;50;12.14%;22;5.34%;8;1.94%;412
NORDESTE;29;BA;292480;PIRITIBA;36;4.56%;44;5.57%;452;57.22%;120;15.19%;71;8.99%;67;8.48%;790
NORDESTE;29;BA;292490;PLANALTINO;6;2.05%;8;2.74%;199;68.15%;52;17.81%;20;6.85%;7;2.4%;292
NORDESTE;29;BA;292500;PLANALTO;21;1.67%;33;2.62%;833;66.11%;212;16.83%;94;7.46%;67;5.32%;1.260
NORDESTE;29;BA;292510;POCOES;79;3.69%;81;3.79%;1.313;61.38%;381;17.81%;145;6.78%;140;6.55%;2.139
NORDESTE;29;BA;292520;POJUCA;25;2.57%;38;3.91%;634;65.16%;151;15.52%;67;6.89%;58;5.96%;973
NORDESTE;29;BA;292525;PONTO NOVO;53;4.09%;60;4.63%;775;59.75%;201;15.5%;114;8.79%;94;7.25%;1.297
NORDESTE;29;BA;292530;PORTO SEGURO;284;3.87%;319;4.35%;4.271;58.24%;1.258;17.15%;605;8.25%;597;8.14%;7.334
NORDESTE;29;BA;292540;POTIRAGUA;6;1.85%;15;4.63%;183;56.48%;62;19.14%;29;8.95%;29;8.95%;324
NORDESTE;29;BA;292550;PRADO;107;5.01%;83;3.88%;1.359;63.59%;336;15.72%;136;6.36%;116;5.43%;2.137
NORDESTE;29;BA;292560;PRESIDENTE DUTRA;13;1.93%;16;2.38%;466;69.24%;106;15.75%;36;5.35%;36;5.35%;673
NORDESTE;29;BA;292570;PRESIDENTE JANIO QUADROS;13;1.82%;29;4.06%;504;70.49%;104;14.55%;39;5.45%;26;3.64%;715
NORDESTE;29;BA;292575;PRESIDENTE TANCREDO NEVES;32;1.96%;53;3.25%;994;61.02%;298;18.29%;151;9.27%;101;6.2%;1.629
NORDESTE;29;BA;292580;QUEIMADAS;87;7.14%;89;7.3%;749;61.44%;162;13.29%;74;6.07%;58;4.76%;1.219
NORDESTE;29;BA;292590;QUIJINGUE;50;3.54%;66;4.67%;846;59.87%;215;15.22%;128;9.06%;108;7.64%;1.413
NORDESTE;29;BA;292593;QUIXABEIRA;6;1.79%;8;2.39%;251;74.93%;38;11.34%;19;5.67%;13;3.88%;335
NORDESTE;29;BA;292595;RAFAEL JAMBEIRO;38;4.25%;37;4.13%;551;61.56%;140;15.64%;65;7.26%;64;7.15%;895
NORDESTE;29;BA;292600;REMANSO;54;2.19%;102;4.14%;1.554;63.09%;393;15.96%;201;8.16%;159;6.46%;2.463
NORDESTE;29;BA;292610;RETIROLANDIA;16;1.87%;37;4.33%;523;61.17%;146;17.08%;76;8.89%;57;6.67%;855
NORDESTE;29;BA;292620;RIACHAO DAS NEVES;68;5.02%;56;4.14%;691;51.03%;233;17.21%;143;10.56%;163;12.04%;1.354
NORDESTE;29;BA;292630;RIACHAO DO JACUIPE;45;3.53%;45;3.53%;768;60.19%;204;15.99%;111;8.7%;103;8.07%;1.276
NORDESTE;29;BA;292640;RIACHO DE SANTANA;47;3.3%;69;4.84%;962;67.51%;202;14.18%;84;5.89%;61;4.28%;1.425
NORDESTE;29;BA;292650;RIBEIRA DO AMPARO;30;3.63%;35;4.23%;531;64.21%;124;14.99%;59;7.13%;48;5.8%;827
NORDESTE;29;BA;292660;RIBEIRA DO POMBAL;81;3.04%;93;3.49%;1.724;64.79%;420;15.78%;192;7.22%;151;5.67%;2.661
NORDESTE;29;BA;292665;RIBEIRAO DO LARGO;16;3.84%;14;3.36%;231;55.4%;69;16.55%;41;9.83%;46;11.03%;417
NORDESTE;29;BA;292670;RIO DE CONTAS;11;1.96%;19;3.39%;385;68.63%;90;16.04%;36;6.42%;20;3.57%;561
NORDESTE;29;BA;292680;RIO DO ANTONIO;26;4.91%;21;3.97%;325;61.44%;77;14.56%;50;9.45%;30;5.67%;529
NORDESTE;29;BA;292690;RIO DO PIRES;11;3.08%;17;4.76%;220;61.62%;55;15.41%;30;8.4%;24;6.72%;357
NORDESTE;29;BA;292700;RIO REAL;49;2.69%;74;4.07%;1.112;61.1%;326;17.91%;151;8.3%;108;5.93%;1.820
NORDESTE;29;BA;292710;RODELAS;22;3.42%;19;2.95%;416;64.7%;106;16.49%;44;6.84%;36;5.6%;643
NORDESTE;29;BA;292720;RUY BARBOSA;34;2.23%;54;3.54%;1.076;70.51%;232;15.2%;74;4.85%;56;3.67%;1.526
NORDESTE;29;BA;292730;SALINAS DA MARGARIDA;37;3.95%;35;3.74%;476;50.85%;154;16.45%;88;9.4%;146;15.6%;936
NORDESTE;29;BA;292740;SALVADOR;1.846;3.04%;2.333;3.84%;37.442;61.62%;10.015;16.48%;4.863;8%;4.262;7.01%;60.761
NORDESTE;29;BA;292750;SANTA BARBARA;50;5.05%;40;4.04%;562;56.77%;168;16.97%;92;9.29%;78;7.88%;990
NORDESTE;29;BA;292760;SANTA BRIGIDA;10;1.01%;20;2.03%;604;61.2%;203;20.57%;90;9.12%;60;6.08%;987
NORDESTE;29;BA;292770;SANTA CRUZ CABRALIA;60;3.8%;68;4.3%;993;62.81%;234;14.8%;107;6.77%;119;7.53%;1.581
NORDESTE;29;BA;292780;SANTA CRUZ DA VITORIA;12;4.69%;14;5.47%;171;66.8%;37;14.45%;15;5.86%;7;2.73%;256
NORDESTE;29;BA;292790;SANTA INES;8;1.69%;20;4.22%;322;67.93%;72;15.19%;30;6.33%;22;4.64%;474
NORDESTE;29;BA;292805;SANTA LUZIA;14;2.3%;36;5.91%;389;63.88%;86;14.12%;41;6.73%;43;7.06%;609
NORDESTE;29;BA;292810;SANTA MARIA DA VITORIA;76;3.96%;89;4.64%;1.182;61.56%;290;15.1%;146;7.6%;137;7.14%;1.920
NORDESTE;29;BA;292840;SANTA RITA DE CASSIA;55;3.34%;80;4.85%;1.123;68.1%;241;14.61%;85;5.15%;65;3.94%;1.649
NORDESTE;29;BA;292850;SANTA TERESINHA;16;3.07%;22;4.21%;351;67.24%;77;14.75%;32;6.13%;24;4.6%;522
NORDESTE;29;BA;292800;SANTALUZ;46;2.36%;53;2.72%;1.229;63.12%;358;18.39%;166;8.53%;95;4.88%;1.947
NORDESTE;29;BA;292820;SANTANA;56;4.53%;62;5.02%;765;61.94%;199;16.11%;102;8.26%;51;4.13%;1.235
NORDESTE;29;BA;292830;SANTANOPOLIS;8;1.56%;21;4.1%;331;64.65%;91;17.77%;30;5.86%;31;6.05%;512
NORDESTE;29;BA;292860;SANTO AMARO;76;3.79%;107;5.34%;1.047;52.27%;319;15.93%;192;9.59%;262;13.08%;2.003
NORDESTE;29;BA;292870;SANTO ANTONIO DE JESUS;92;2.23%;150;3.64%;2.540;61.65%;747;18.13%;339;8.23%;252;6.12%;4.120
NORDESTE;29;BA;292880;SANTO ESTEVAO;73;3.09%;82;3.47%;1.430;60.59%;360;15.25%;180;7.63%;235;9.96%;2.360
NORDESTE;29;BA;292890;SAO DESIDERIO;75;3.6%;79;3.79%;1.324;63.59%;341;16.38%;146;7.01%;117;5.62%;2.082
NORDESTE;29;BA;292895;SAO DOMINGOS;9;2.37%;12;3.16%;245;64.47%;71;18.68%;22;5.79%;21;5.53%;380
NORDESTE;29;BA;292910;SAO FELIPE;23;2.5%;32;3.47%;589;63.95%;151;16.4%;78;8.47%;48;5.21%;921
NORDESTE;29;BA;292900;SAO FELIX;19;4.3%;16;3.62%;277;62.67%;69;15.61%;31;7.01%;30;6.79%;442
NORDESTE;29;BA;292905;SAO FELIX DO CORIBE;20;2.74%;28;3.84%;451;61.78%;120;16.44%;72;9.86%;39;5.34%;730
NORDESTE;29;BA;292920;SAO FRANCISCO DO CONDE;60;3.86%;84;5.41%;932;59.97%;243;15.64%;103;6.63%;132;8.49%;1.554
NORDESTE;29;BA;292925;SAO GABRIEL;56;5.45%;68;6.61%;631;61.38%;161;15.66%;66;6.42%;46;4.47%;1.028
NORDESTE;29;BA;292930;SAO GONCALO DOS CAMPOS;48;4.17%;36;3.13%;630;54.78%;198;17.22%;102;8.87%;136;11.83%;1.150
NORDESTE;29;BA;292935;SAO JOSE DA VITORIA;9;2.64%;11;3.23%;224;65.69%;46;13.49%;34;9.97%;17;4.99%;341
NORDESTE;29;BA;292937;SAO JOSE DO JACUIPE;11;1.88%;23;3.94%;395;67.64%;101;17.29%;24;4.11%;30;5.14%;584
NORDESTE;29;BA;292940;SAO MIGUEL DAS MATAS;9;1.75%;16;3.11%;307;59.73%;96;18.68%;56;10.89%;30;5.84%;514
NORDESTE;29;BA;292950;SAO SEBASTIAO DO PASSE;30;2.29%;36;2.75%;818;62.44%;212;16.18%;119;9.08%;95;7.25%;1.310
NORDESTE;29;BA;292960;SAPEACU;15;1.65%;21;2.31%;543;59.8%;150;16.52%;102;11.23%;77;8.48%;908
NORDESTE;29;BA;292970;SATIRO DIAS;21;2.42%;37;4.26%;471;54.26%;165;19.01%;101;11.64%;73;8.41%;868
NORDESTE;29;BA;292975;SAUBARA;31;4.96%;59;9.44%;277;44.32%;96;15.36%;60;9.6%;102;16.32%;625
NORDESTE;29;BA;292980;SAUDE;17;3.78%;15;3.33%;292;64.89%;66;14.67%;25;5.56%;35;7.78%;450
NORDESTE;29;BA;292990;SEABRA;100;4.63%;114;5.28%;1.435;66.5%;303;14.04%;125;5.79%;81;3.75%;2.158
NORDESTE;29;BA;293000;SEBASTIAO LARANJEIRAS;10;2.13%;17;3.62%;308;65.67%;74;15.78%;41;8.74%;19;4.05%;469
NORDESTE;29;BA;293010;SENHOR DO BONFIM;95;3%;131;4.13%;1.934;61.01%;512;16.15%;254;8.01%;244;7.7%;3.170
NORDESTE;29;BA;293020;SENTO SE;76;3.29%;86;3.73%;1.412;61.21%;398;17.25%;166;7.2%;169;7.33%;2.307
NORDESTE;29;BA;293015;SERRA DO RAMALHO;48;1.93%;92;3.69%;1.774;71.19%;354;14.21%;130;5.22%;94;3.77%;2.492
NORDESTE;29;BA;293030;SERRA DOURADA;37;4.31%;26;3.03%;530;61.77%;132;15.38%;76;8.86%;57;6.64%;858
NORDESTE;29;BA;293040;SERRA PRETA;21;3.35%;22;3.51%;395;63%;97;15.47%;52;8.29%;40;6.38%;627
NORDESTE;29;BA;293050;SERRINHA;126;3.56%;153;4.32%;2.223;62.83%;553;15.63%;243;6.87%;240;6.78%;3.538
NORDESTE;29;BA;293060;SERROLANDIA;20;2.98%;32;4.77%;421;62.74%;115;17.14%;57;8.49%;26;3.87%;671
NORDESTE;29;BA;293070;SIMOES FILHO;220;4.87%;206;4.56%;2.480;54.87%;730;16.15%;414;9.16%;470;10.4%;4.520
NORDESTE;29;BA;293075;SITIO DO MATO;51;6.28%;31;3.82%;452;55.67%;132;16.26%;60;7.39%;86;10.59%;812
NORDESTE;29;BA;293076;SITIO DO QUINTO;11;1.62%;23;3.4%;429;63.37%;119;17.58%;52;7.68%;43;6.35%;677
NORDESTE;29;BA;293077;SOBRADINHO;69;4.56%;56;3.7%;843;55.72%;263;17.38%;145;9.58%;137;9.05%;1.513
NORDESTE;29;BA;293080;SOUTO SOARES;22;2.24%;44;4.48%;675;68.74%;132;13.44%;57;5.8%;52;5.3%;982
NORDESTE;29;BA;293090;TABOCAS DO BREJO VELHO;25;3.3%;34;4.49%;536;70.71%;95;12.53%;40;5.28%;28;3.69%;758
NORDESTE;29;BA;293100;TANHACU;7;0.72%;33;3.38%;711;72.77%;155;15.86%;43;4.4%;28;2.87%;977
NORDESTE;29;BA;293105;TANQUE NOVO;32;2.98%;41;3.82%;781;72.72%;149;13.87%;40;3.72%;31;2.89%;1.074
NORDESTE;29;BA;293110;TANQUINHO;13;3.81%;12;3.52%;212;62.17%;51;14.96%;21;6.16%;32;9.38%;341
NORDESTE;29;BA;293120;TAPEROA;29;3.35%;34;3.93%;542;62.59%;150;17.32%;79;9.12%;32;3.7%;866
NORDESTE;29;BA;293130;TAPIRAMUTA;20;2.71%;28;3.79%;467;63.19%;119;16.1%;60;8.12%;45;6.09%;739
NORDESTE;29;BA;293135;TEIXEIRA DE FREITAS;303;5.31%;275;4.82%;3.347;58.64%;900;15.77%;435;7.62%;448;7.85%;5.708
NORDESTE;29;BA;293140;TEODORO SAMPAIO;7;2.46%;12;4.21%;184;64.56%;43;15.09%;29;10.18%;10;3.51%;285
NORDESTE;29;BA;293150;TEOFILANDIA;44;4.56%;43;4.46%;572;59.27%;177;18.34%;78;8.08%;51;5.28%;965
NORDESTE;29;BA;293160;TEOLANDIA;18;2.59%;22;3.17%;427;61.53%;118;17%;56;8.07%;53;7.64%;694
NORDESTE;29;BA;293170;TERRA NOVA;27;4.97%;13;2.39%;340;62.62%;82;15.1%;36;6.63%;45;8.29%;543
NORDESTE;29;BA;293180;TREMEDAL;24;3.23%;27;3.63%;455;61.16%;124;16.67%;66;8.87%;48;6.45%;744
NORDESTE;29;BA;293190;TUCANO;49;1.7%;89;3.08%;1.871;64.85%;517;17.92%;232;8.04%;127;4.4%;2.885
NORDESTE;29;BA;293200;UAUA;48;3.09%;51;3.28%;1.006;64.74%;238;15.32%;101;6.5%;110;7.08%;1.554
NORDESTE;29;BA;293210;UBAIRA;30;3.1%;39;4.03%;576;59.57%;176;18.2%;65;6.72%;81;8.38%;967
NORDESTE;29;BA;293220;UBAITABA;16;1.75%;35;3.82%;588;64.19%;158;17.25%;76;8.3%;43;4.69%;916
NORDESTE;29;BA;293230;UBATA;16;2.52%;18;2.83%;392;61.73%;111;17.48%;59;9.29%;39;6.14%;635
NORDESTE;29;BA;293240;UIBAI;24;3.59%;25;3.74%;430;64.37%;104;15.57%;47;7.04%;38;5.69%;668
NORDESTE;29;BA;293245;UMBURANAS;31;3.21%;48;4.97%;661;68.5%;127;13.16%;68;7.05%;30;3.11%;965
NORDESTE;29;BA;293250;UNA;10;0.93%;20;1.85%;712;65.86%;199;18.41%;93;8.6%;47;4.35%;1.081
NORDESTE;29;BA;293260;URANDI;17;2.47%;26;3.78%;480;69.87%;106;15.43%;32;4.66%;26;3.78%;687
NORDESTE;29;BA;293270;URUCUCA;44;3.73%;34;2.88%;647;54.78%;201;17.02%;135;11.43%;120;10.16%;1.181
NORDESTE;29;BA;293280;UTINGA;25;2.71%;44;4.76%;640;69.26%;139;15.04%;45;4.87%;31;3.35%;924
NORDESTE;29;BA;293290;VALENCA;92;3.39%;97;3.57%;1.514;55.78%;460;16.95%;277;10.21%;274;10.1%;2.714
NORDESTE;29;BA;293300;VALENTE;23;2.26%;33;3.24%;692;67.98%;165;16.21%;67;6.58%;38;3.73%;1.018
NORDESTE;29;BA;293305;VARZEA DA ROCA;20;2.99%;22;3.29%;381;57.04%;129;19.31%;61;9.13%;55;8.23%;668
NORDESTE;29;BA;293310;VARZEA DO POCO;6;2.1%;10;3.5%;219;76.57%;38;13.29%;8;2.8%;5;1.75%;286
NORDESTE;29;BA;293315;VARZEA NOVA;27;3.17%;41;4.81%;579;67.88%;105;12.31%;54;6.33%;47;5.51%;853
NORDESTE;29;BA;293317;VARZEDO;12;2.93%;12;2.93%;266;65.04%;68;16.63%;31;7.58%;20;4.89%;409
NORDESTE;29;BA;293320;VERA CRUZ;61;3.09%;71;3.6%;1.150;58.35%;321;16.29%;133;6.75%;235;11.92%;1.971
NORDESTE;29;BA;293325;VEREDA;8;2.66%;10;3.32%;219;72.76%;39;12.96%;14;4.65%;11;3.65%;301
NORDESTE;29;BA;293330;VITORIA DA CONQUISTA;312;2.42%;467;3.62%;8.765;67.89%;2.075;16.07%;800;6.2%;491;3.8%;12.910
NORDESTE;29;BA;293340;WAGNER;9;1.95%;12;2.6%;315;68.33%;76;16.49%;31;6.72%;18;3.9%;461
NORDESTE;29;BA;293345;WANDERLEY;19;2.61%;33;4.53%;493;67.63%;101;13.85%;48;6.58%;35;4.8%;729
NORDESTE;29;BA;293350;WENCESLAU GUIMARAES;57;4.56%;56;4.48%;755;60.35%;177;14.15%;102;8.15%;104;8.31%;1.251
NORDESTE;29;BA;293360;XIQUE-XIQUE;147;5.77%;154;6.04%;1.621;63.59%;310;12.16%;160;6.28%;157;6.16%;2.549
TOTAL ESTADO BAHIA;;;;;19.409;3.2%;24.237;3.99%;379.368;62.46%;98.549;16.23%;45.944;7.56%;39.874;6.56%;607.381
NORDESTE;23;CE;230010;ABAIARA;20;3.33%;21;3.49%;357;59.4%;92;15.31%;59;9.82%;52;8.65%;601
NORDESTE;23;CE;230015;ACARAPE;36;4.31%;23;2.75%;401;48.02%;142;17.01%;113;13.53%;120;14.37%;835
NORDESTE;23;CE;230020;ACARAU;79;1.65%;96;2%;2.717;56.68%;986;20.57%;484;10.1%;432;9.01%;4.794
NORDESTE;23;CE;230030;ACOPIARA;73;3.56%;69;3.36%;1.038;50.56%;399;19.43%;267;13.01%;207;10.08%;2.053
NORDESTE;23;CE;230040;AIUABA;24;3.69%;24;3.69%;394;60.62%;128;19.69%;36;5.54%;44;6.77%;650
NORDESTE;23;CE;230050;ALCANTARAS;1;0.14%;20;2.79%;440;61.28%;131;18.25%;79;11%;47;6.55%;718
NORDESTE;23;CE;230060;ALTANEIRA;20;3.86%;14;2.7%;287;55.41%;112;21.62%;48;9.27%;37;7.14%;518
NORDESTE;23;CE;230070;ALTO SANTO;17;2.18%;20;2.57%;389;49.94%;175;22.46%;102;13.09%;76;9.76%;779
NORDESTE;23;CE;230075;AMONTADA;40;1.31%;65;2.12%;1.691;55.19%;664;21.67%;345;11.26%;259;8.45%;3.064
NORDESTE;23;CE;230080;ANTONINA DO NORTE;5;1.25%;4;1%;218;54.64%;92;23.06%;44;11.03%;36;9.02%;399
NORDESTE;23;CE;230090;APUIARES;26;3.82%;33;4.85%;376;55.29%;121;17.79%;60;8.82%;64;9.41%;680
NORDESTE;23;CE;230100;AQUIRAZ;126;2.52%;136;2.72%;2.506;50.16%;1.049;21%;623;12.47%;556;11.13%;4.996
NORDESTE;23;CE;230110;ARACATI;111;3.85%;87;3.02%;1.412;49.01%;582;20.2%;292;10.14%;397;13.78%;2.881
NORDESTE;23;CE;230120;ARACOIABA;31;2.31%;35;2.61%;670;50%;293;21.87%;166;12.39%;145;10.82%;1.340
NORDESTE;23;CE;230125;ARARENDA;15;2.26%;23;3.47%;407;61.39%;118;17.8%;63;9.5%;37;5.58%;663
NORDESTE;23;CE;230130;ARARIPE;43;3.11%;54;3.9%;790;57.12%;252;18.22%;137;9.91%;107;7.74%;1.383
NORDESTE;23;CE;230140;ARATUBA;16;2.61%;18;2.93%;337;54.89%;127;20.68%;61;9.93%;55;8.96%;614
NORDESTE;23;CE;230150;ARNEIROZ;5;1.53%;11;3.37%;208;63.8%;59;18.1%;21;6.44%;22;6.75%;326
NORDESTE;23;CE;230160;ASSARE;42;3.16%;36;2.71%;811;61.02%;241;18.13%;113;8.5%;86;6.47%;1.329
NORDESTE;23;CE;230170;AURORA;28;3.04%;31;3.36%;485;52.6%;174;18.87%;89;9.65%;115;12.47%;922
NORDESTE;23;CE;230180;BAIXIO;7;3.15%;10;4.5%;133;59.91%;42;18.92%;17;7.66%;13;5.86%;222
NORDESTE;23;CE;230185;BANABUIU;28;3.04%;21;2.28%;482;52.33%;193;20.96%;99;10.75%;98;10.64%;921
NORDESTE;23;CE;230190;BARBALHA;101;3.25%;105;3.38%;1.858;59.76%;522;16.79%;273;8.78%;250;8.04%;3.109
NORDESTE;23;CE;230195;BARREIRA;68;5.59%;42;3.45%;591;48.56%;199;16.35%;151;12.41%;166;13.64%;1.217
NORDESTE;23;CE;230200;BARRO;14;1.6%;29;3.31%;476;54.34%;182;20.78%;94;10.73%;81;9.25%;876
NORDESTE;23;CE;230205;BARROQUINHA;19;1.82%;26;2.49%;583;55.74%;188;17.97%;120;11.47%;110;10.52%;1.046
NORDESTE;23;CE;230210;BATURITE;78;5.16%;77;5.09%;759;50.17%;272;17.98%;154;10.18%;173;11.43%;1.513
NORDESTE;23;CE;230220;BEBERIBE;79;2.82%;73;2.6%;1.459;52.05%;568;20.26%;322;11.49%;302;10.77%;2.803
NORDESTE;23;CE;230230;BELA CRUZ;23;1.18%;41;2.11%;1.072;55.06%;429;22.03%;227;11.66%;155;7.96%;1.947
NORDESTE;23;CE;230240;BOA VIAGEM;65;2.35%;90;3.25%;1.582;57.11%;534;19.28%;264;9.53%;235;8.48%;2.770
NORDESTE;23;CE;230250;BREJO SANTO;58;2.18%;76;2.86%;1.630;61.26%;515;19.35%;223;8.38%;159;5.98%;2.661
NORDESTE;23;CE;230260;CAMOCIM;74;2.04%;89;2.45%;2.315;63.76%;617;16.99%;294;8.1%;242;6.66%;3.631
NORDESTE;23;CE;230270;CAMPOS SALES;24;1.74%;41;2.97%;891;64.61%;251;18.2%;98;7.11%;74;5.37%;1.379
NORDESTE;23;CE;230280;CANINDE;98;2.45%;132;3.31%;2.275;56.99%;724;18.14%;390;9.77%;373;9.34%;3.992
NORDESTE;23;CE;230290;CAPISTRANO;25;2.92%;19;2.22%;436;50.93%;159;18.57%;99;11.57%;118;13.79%;856
NORDESTE;23;CE;230300;CARIDADE;57;5.19%;47;4.28%;499;45.45%;201;18.31%;132;12.02%;162;14.75%;1.098
NORDESTE;23;CE;230310;CARIRE;17;1.74%;25;2.56%;595;60.9%;166;16.99%;96;9.83%;78;7.98%;977
NORDESTE;23;CE;230320;CARIRIACU;29;1.68%;58;3.37%;1.041;60.42%;328;19.04%;153;8.88%;114;6.62%;1.723
NORDESTE;23;CE;230330;CARIUS;16;1.81%;26;2.95%;549;62.24%;157;17.8%;78;8.84%;56;6.35%;882
NORDESTE;23;CE;230340;CARNAUBAL;22;1.98%;30;2.7%;705;63.46%;207;18.63%;91;8.19%;56;5.04%;1.111
NORDESTE;23;CE;230350;CASCAVEL;80;2.01%;83;2.09%;2.170;54.54%;842;21.16%;459;11.54%;345;8.67%;3.979
NORDESTE;23;CE;230360;CATARINA;5;0.74%;13;1.93%;321;47.63%;134;19.88%;106;15.73%;95;14.09%;674
NORDESTE;23;CE;230365;CATUNDA;34;6.24%;31;5.69%;264;48.44%;104;19.08%;47;8.62%;65;11.93%;545
NORDESTE;23;CE;230370;CAUCAIA;358;2.37%;367;2.43%;8.396;55.5%;2.984;19.73%;1.548;10.23%;1.474;9.74%;15.127
NORDESTE;23;CE;230380;CEDRO;74;7.51%;29;2.94%;556;56.39%;167;16.94%;92;9.33%;68;6.9%;986
NORDESTE;23;CE;230390;CHAVAL;24;2.98%;30;3.72%;441;54.71%;146;18.11%;87;10.79%;78;9.68%;806
